,Date,Wind_m/s,Precipitation_mm,Wind_m/s1,Precipitation_mm1,Wind_m/s2,Precipitation_mm2,Wind_m/s3,Precipitation_mm3,Wind_m/s4,Precipitation_mm4,Wind_m/s5,Precipitation_mm5,Wind_m/s6,Precipitation_mm6,Wind_m/s7,Precipitation_mm7,Target: Max_temp
164,2017.12.19,2.1,0.2,2.2,0.2,5.5,0.0,4.7,3.8,7.0,27.6,5.6,5.5,5.8,2.0,8.7,3.8,-2.4
165,2017.12.20,2.0,0.2,2.1,0.2,2.2,0.2,5.5,0.0,4.7,3.8,7.0,27.6,5.6,5.5,5.8,2.0,-1.8
166,2017.12.21,3.6,0.6,2.0,0.2,2.1,0.2,2.2,0.2,5.5,0.0,4.7,3.8,7.0,27.6,5.6,5.5,3.4
167,2017.12.22,5.7,0.0,3.6,0.6,2.0,0.2,2.1,0.2,2.2,0.2,5.5,0.0,4.7,3.8,7.0,27.6,2.9
168,2017.12.23,7.5,0.2,5.7,0.0,3.6,0.6,2.0,0.2,2.1,0.2,2.2,0.2,5.5,0.0,4.7,3.8,7.7
169,2017.12.24,8.6,0.2,7.5,0.2,5.7,0.0,3.6,0.6,2.0,0.2,2.1,0.2,2.2,0.2,5.5,0.0,6.2
170,2017.12.25,4.7,0.0,8.6,0.2,7.5,0.2,5.7,0.0,3.6,0.6,2.0,0.2,2.1,0.2,2.2,0.2,8.2
171,2017.12.26,6.7,0.1,4.7,0.0,8.6,0.2,7.5,0.2,5.7,0.0,3.6,0.6,2.0,0.2,2.1,0.2,8.0
172,2017.12.27,7.2,0.0,6.7,0.1,4.7,0.0,8.6,0.2,7.5,0.2,5.7,0.0,3.6,0.6,2.0,0.2,7.3
173,2017.12.28,7.5,7.0,7.2,0.0,6.7,0.1,4.7,0.0,8.6,0.2,7.5,0.2,5.7,0.0,3.6,0.6,2.4
174,2017.12.29,9.5,0.4,7.5,7.0,7.2,0.0,6.7,0.1,4.7,0.0,8.6,0.2,7.5,0.2,5.7,0.0,2.0
175,2017.12.30,5.3,0.2,9.5,0.4,7.5,7.0,7.2,0.0,6.7,0.1,4.7,0.0,8.6,0.2,7.5,0.2,4.4
176,2017.12.31,5.0,3.9,5.3,0.2,9.5,0.4,7.5,7.0,7.2,0.0,6.7,0.1,4.7,0.0,8.6,0.2,7.0
177,2018.01.01,5.0,0.3,5.0,3.9,5.3,0.2,9.5,0.4,7.5,7.0,7.2,0.0,6.7,0.1,4.7,0.0,4.8
178,2018.01.02,7.8,8.7,5.0,0.3,5.0,3.9,5.3,0.2,9.5,0.4,7.5,7.0,7.2,0.0,6.7,0.1,4.1
179,2018.01.03,7.4,6.1,7.8,8.7,5.0,0.3,5.0,3.9,5.3,0.2,9.5,0.4,7.5,7.0,7.2,0.0,7.7
180,2018.01.04,6.2,0.3,7.4,6.1,7.8,8.7,5.0,0.3,5.0,3.9,5.3,0.2,9.5,0.4,7.5,7.0,8.6
181,2018.01.05,3.5,1.1,6.2,0.3,7.4,6.1,7.8,8.7,5.0,0.3,5.0,3.9,5.3,0.2,9.5,0.4,12.5
182,2018.01.06,4.7,0.4,3.5,1.1,6.2,0.3,7.4,6.1,7.8,8.7,5.0,0.3,5.0,3.9,5.3,0.2,9.6
183,2018.01.07,3.2,0.1,4.7,0.4,3.5,1.1,6.2,0.3,7.4,6.1,7.8,8.7,5.0,0.3,5.0,3.9,8.3
184,2018.01.08,4.0,0.3,3.2,0.1,4.7,0.4,3.5,1.1,6.2,0.3,7.4,6.1,7.8,8.7,5.0,0.3,7.4
185,2018.01.09,5.5,0.0,4.0,0.3,3.2,0.1,4.7,0.4,3.5,1.1,6.2,0.3,7.4,6.1,7.8,8.7,5.4
186,2018.01.10,6.3,1.3,5.5,0.0,4.0,0.3,3.2,0.1,4.7,0.4,3.5,1.1,6.2,0.3,7.4,6.1,6.2
187,2018.01.11,3.0,3.1,6.3,1.3,5.5,0.0,4.0,0.3,3.2,0.1,4.7,0.4,3.5,1.1,6.2,0.3,4.6
188,2018.01.12,3.9,4.0,3.0,3.1,6.3,1.3,5.5,0.0,4.0,0.3,3.2,0.1,4.7,0.4,3.5,1.1,2.4
189,2018.01.13,7.6,2.6,3.9,4.0,3.0,3.1,6.3,1.3,5.5,0.0,4.0,0.3,3.2,0.1,4.7,0.4,-0.6
190,2018.01.14,5.0,3.6,7.6,2.6,3.9,4.0,3.0,3.1,6.3,1.3,5.5,0.0,4.0,0.3,3.2,0.1,-2.4
191,2018.01.15,2.9,0.9,5.0,3.6,7.6,2.6,3.9,4.0,3.0,3.1,6.3,1.3,5.5,0.0,4.0,0.3,1.3
192,2018.01.16,5.4,2.7,2.9,0.9,5.0,3.6,7.6,2.6,3.9,4.0,3.0,3.1,6.3,1.3,5.5,0.0,3.0
193,2018.01.17,8.4,0.0,5.4,2.7,2.9,0.9,5.0,3.6,7.6,2.6,3.9,4.0,3.0,3.1,6.3,1.3,3.5
194,2018.01.18,7.3,0.3,8.4,0.0,5.4,2.7,2.9,0.9,5.0,3.6,7.6,2.6,3.9,4.0,3.0,3.1,4.6
195,2018.01.19,7.1,1.2,7.3,0.3,8.4,0.0,5.4,2.7,2.9,0.9,5.0,3.6,7.6,2.6,3.9,4.0,3.1
196,2018.01.20,3.8,0.1,7.1,1.2,7.3,0.3,8.4,0.0,5.4,2.7,2.9,0.9,5.0,3.6,7.6,2.6,2.2
197,2018.01.21,9.4,6.2,3.8,0.1,7.1,1.2,7.3,0.3,8.4,0.0,5.4,2.7,2.9,0.9,5.0,3.6,1.3
198,2018.01.22,7.1,0.0,9.4,6.2,3.8,0.1,7.1,1.2,7.3,0.3,8.4,0.0,5.4,2.7,2.9,0.9,-0.7
199,2018.01.23,2.0,0.7,7.1,0.0,9.4,6.2,3.8,0.1,7.1,1.2,7.3,0.3,8.4,0.0,5.4,2.7,-2.3
200,2018.01.24,2.8,0.3,2.0,0.7,7.1,0.0,9.4,6.2,3.8,0.1,7.1,1.2,7.3,0.3,8.4,0.0,1.4
201,2018.01.25,4.6,1.4,2.8,0.3,2.0,0.7,7.1,0.0,9.4,6.2,3.8,0.1,7.1,1.2,7.3,0.3,0.2
202,2018.01.26,3.8,0.0,4.6,1.4,2.8,0.3,2.0,0.7,7.1,0.0,9.4,6.2,3.8,0.1,7.1,1.2,2.0
203,2018.01.27,3.0,0.1,3.8,0.0,4.6,1.4,2.8,0.3,2.0,0.7,7.1,0.0,9.4,6.2,3.8,0.1,3.9
204,2018.01.28,3.7,0.1,3.0,0.1,3.8,0.0,4.6,1.4,2.8,0.3,2.0,0.7,7.1,0.0,9.4,6.2,8.5
205,2018.01.29,4.8,0.1,3.7,0.1,3.0,0.1,3.8,0.0,4.6,1.4,2.8,0.3,2.0,0.7,7.1,0.0,6.6
206,2018.01.30,7.8,0.0,4.8,0.1,3.7,0.1,3.0,0.1,3.8,0.0,4.6,1.4,2.8,0.3,2.0,0.7,4.7
207,2018.01.31,4.1,0.1,7.8,0.0,4.8,0.1,3.7,0.1,3.0,0.1,3.8,0.0,4.6,1.4,2.8,0.3,8.3
208,2018.02.01,7.4,6.9,4.1,0.1,7.8,0.0,4.8,0.1,3.7,0.1,3.0,0.1,3.8,0.0,4.6,1.4,8.7
209,2018.02.02,4.7,7.5,7.4,6.9,4.1,0.1,7.8,0.0,4.8,0.1,3.7,0.1,3.0,0.1,3.8,0.0,2.4
210,2018.02.03,7.6,13.5,4.7,7.5,7.4,6.9,4.1,0.1,7.8,0.0,4.8,0.1,3.7,0.1,3.0,0.1,2.4
211,2018.02.04,6.9,0.0,7.6,13.5,4.7,7.5,7.4,6.9,4.1,0.1,7.8,0.0,4.8,0.1,3.7,0.1,1.9
212,2018.02.05,1.7,0.1,6.9,0.0,7.6,13.5,4.7,7.5,7.4,6.9,4.1,0.1,7.8,0.0,4.8,0.1,0.2
213,2018.02.06,4.2,1.6,1.7,0.1,6.9,0.0,7.6,13.5,4.7,7.5,7.4,6.9,4.1,0.1,7.8,0.0,2.3
214,2018.02.07,5.7,3.6,4.2,1.6,1.7,0.1,6.9,0.0,7.6,13.5,4.7,7.5,7.4,6.9,4.1,0.1,2.8
215,2018.02.08,4.8,7.4,5.7,3.6,4.2,1.6,1.7,0.1,6.9,0.0,7.6,13.5,4.7,7.5,7.4,6.9,1.4
216,2018.02.09,3.6,0.4,4.8,7.4,5.7,3.6,4.2,1.6,1.7,0.1,6.9,0.0,7.6,13.5,4.7,7.5,1.1
217,2018.02.10,2.1,0.6,3.6,0.4,4.8,7.4,5.7,3.6,4.2,1.6,1.7,0.1,6.9,0.0,7.6,13.5,1.8
218,2018.02.11,2.0,0.2,2.1,0.6,3.6,0.4,4.8,7.4,5.7,3.6,4.2,1.6,1.7,0.1,6.9,0.0,3.3
219,2018.02.12,2.0,0.2,2.0,0.2,2.1,0.6,3.6,0.4,4.8,7.4,5.7,3.6,4.2,1.6,1.7,0.1,2.6
220,2018.02.13,5.0,1.1,2.0,0.2,2.0,0.2,2.1,0.6,3.6,0.4,4.8,7.4,5.7,3.6,4.2,1.6,1.7
221,2018.02.14,4.5,2.8,5.0,1.1,2.0,0.2,2.0,0.2,2.1,0.6,3.6,0.4,4.8,7.4,5.7,3.6,2.1
222,2018.02.15,2.0,0.1,4.5,2.8,5.0,1.1,2.0,0.2,2.0,0.2,2.1,0.6,3.6,0.4,4.8,7.4,2.4
223,2018.02.16,2.1,1.0,2.0,0.1,4.5,2.8,5.0,1.1,2.0,0.2,2.0,0.2,2.1,0.6,3.6,0.4,2.0
224,2018.02.17,3.6,2.3,2.1,1.0,2.0,0.1,4.5,2.8,5.0,1.1,2.0,0.2,2.0,0.2,2.1,0.6,3.3
225,2018.02.18,3.2,5.2,3.6,2.3,2.1,1.0,2.0,0.1,4.5,2.8,5.0,1.1,2.0,0.2,2.0,0.2,1.0
226,2018.02.19,3.8,1.6,3.2,5.2,3.6,2.3,2.1,1.0,2.0,0.1,4.5,2.8,5.0,1.1,2.0,0.2,0.9
227,2018.02.20,4.3,8.6,3.8,1.6,3.2,5.2,3.6,2.3,2.1,1.0,2.0,0.1,4.5,2.8,5.0,1.1,1.7
228,2018.02.21,4.5,3.9,4.3,8.6,3.8,1.6,3.2,5.2,3.6,2.3,2.1,1.0,2.0,0.1,4.5,2.8,0.4
229,2018.02.22,6.2,2.3,4.5,3.9,4.3,8.6,3.8,1.6,3.2,5.2,3.6,2.3,2.1,1.0,2.0,0.1,2.0
230,2018.02.23,4.4,0.2,6.2,2.3,4.5,3.9,4.3,8.6,3.8,1.6,3.2,5.2,3.6,2.3,2.1,1.0,-0.1
231,2018.02.24,6.2,1.4,4.4,0.2,6.2,2.3,4.5,3.9,4.3,8.6,3.8,1.6,3.2,5.2,3.6,2.3,-6.6
232,2018.02.25,5.7,0.0,6.2,1.4,4.4,0.2,6.2,2.3,4.5,3.9,4.3,8.6,3.8,1.6,3.2,5.2,-6.1
233,2018.02.26,6.9,0.8,5.7,0.0,6.2,1.4,4.4,0.2,6.2,2.3,4.5,3.9,4.3,8.6,3.8,1.6,-7.2
234,2018.02.27,6.6,1.9,6.9,0.8,5.7,0.0,6.2,1.4,4.4,0.2,6.2,2.3,4.5,3.9,4.3,8.6,-6.5
235,2018.02.28,3.9,0.2,6.6,1.9,6.9,0.8,5.7,0.0,6.2,1.4,4.4,0.2,6.2,2.3,4.5,3.9,-7.4
236,2018.03.01,4.3,0.7,3.9,0.2,6.6,1.9,6.9,0.8,5.7,0.0,6.2,1.4,4.4,0.2,6.2,2.3,-6.3
237,2018.03.02,4.7,2.5,4.3,0.7,3.9,0.2,6.6,1.9,6.9,0.8,5.7,0.0,6.2,1.4,4.4,0.2,-4.4
238,2018.03.03,3.5,0.1,4.7,2.5,4.3,0.7,3.9,0.2,6.6,1.9,6.9,0.8,5.7,0.0,6.2,1.4,-3.6
239,2018.03.04,4.0,0.1,3.5,0.1,4.7,2.5,4.3,0.7,3.9,0.2,6.6,1.9,6.9,0.8,5.7,0.0,-2.4
240,2018.03.05,4.0,0.4,4.0,0.1,3.5,0.1,4.7,2.5,4.3,0.7,3.9,0.2,6.6,1.9,6.9,0.8,1.8
241,2018.03.06,4.7,6.3,4.0,0.4,4.0,0.1,3.5,0.1,4.7,2.5,4.3,0.7,3.9,0.2,6.6,1.9,6.0
242,2018.03.07,2.9,0.2,4.7,6.3,4.0,0.4,4.0,0.1,3.5,0.1,4.7,2.5,4.3,0.7,3.9,0.2,6.4
243,2018.03.08,3.8,1.8,2.9,0.2,4.7,6.3,4.0,0.4,4.0,0.1,3.5,0.1,4.7,2.5,4.3,0.7,9.3
244,2018.03.09,3.5,0.0,3.8,1.8,2.9,0.2,4.7,6.3,4.0,0.4,4.0,0.1,3.5,0.1,4.7,2.5,9.7
245,2018.03.10,5.2,0.5,3.5,0.0,3.8,1.8,2.9,0.2,4.7,6.3,4.0,0.4,4.0,0.1,3.5,0.1,12.3
246,2018.03.11,5.6,3.6,5.2,0.5,3.5,0.0,3.8,1.8,2.9,0.2,4.7,6.3,4.0,0.4,4.0,0.1,13.4
247,2018.03.12,7.2,7.3,5.6,3.6,5.2,0.5,3.5,0.0,3.8,1.8,2.9,0.2,4.7,6.3,4.0,0.4,12.6
248,2018.03.13,5.9,2.9,7.2,7.3,5.6,3.6,5.2,0.5,3.5,0.0,3.8,1.8,2.9,0.2,4.7,6.3,10.9
249,2018.03.14,7.0,0.2,5.9,2.9,7.2,7.3,5.6,3.6,5.2,0.5,3.5,0.0,3.8,1.8,2.9,0.2,10.2
250,2018.03.15,4.4,2.5,7.0,0.2,5.9,2.9,7.2,7.3,5.6,3.6,5.2,0.5,3.5,0.0,3.8,1.8,9.9
251,2018.03.16,6.0,18.6,4.4,2.5,7.0,0.2,5.9,2.9,7.2,7.3,5.6,3.6,5.2,0.5,3.5,0.0,5.8
252,2018.03.17,6.5,1.5,6.0,18.6,4.4,2.5,7.0,0.2,5.9,2.9,7.2,7.3,5.6,3.6,5.2,0.5,-0.4
253,2018.03.18,10.4,13.4,6.5,1.5,6.0,18.6,4.4,2.5,7.0,0.2,5.9,2.9,7.2,7.3,5.6,3.6,0.6
254,2018.03.19,3.6,1.1,10.4,13.4,6.5,1.5,6.0,18.6,4.4,2.5,7.0,0.2,5.9,2.9,7.2,7.3,0.0
255,2018.03.20,5.5,1.6,3.6,1.1,10.4,13.4,6.5,1.5,6.0,18.6,4.4,2.5,7.0,0.2,5.9,2.9,2.8
256,2018.03.21,5.4,0.7,5.5,1.6,3.6,1.1,10.4,13.4,6.5,1.5,6.0,18.6,4.4,2.5,7.0,0.2,2.8
257,2018.03.22,2.2,0.0,5.4,0.7,5.5,1.6,3.6,1.1,10.4,13.4,6.5,1.5,6.0,18.6,4.4,2.5,6.1
258,2018.03.23,2.1,0.0,2.2,0.0,5.4,0.7,5.5,1.6,3.6,1.1,10.4,13.4,6.5,1.5,6.0,18.6,6.3
259,2018.03.24,3.8,0.0,2.1,0.0,2.2,0.0,5.4,0.7,5.5,1.6,3.6,1.1,10.4,13.4,6.5,1.5,7.8
260,2018.03.25,5.7,0.0,3.8,0.0,2.1,0.0,2.2,0.0,5.4,0.7,5.5,1.6,3.6,1.1,10.4,13.4,8.6
261,2018.03.26,2.6,0.0,5.7,0.0,3.8,0.0,2.1,0.0,2.2,0.0,5.4,0.7,5.5,1.6,3.6,1.1,9.3
262,2018.03.27,4.9,0.0,2.6,0.0,5.7,0.0,3.8,0.0,2.1,0.0,2.2,0.0,5.4,0.7,5.5,1.6,10.6
263,2018.03.28,4.1,1.3,4.9,0.0,2.6,0.0,5.7,0.0,3.8,0.0,2.1,0.0,2.2,0.0,5.4,0.7,11.1
264,2018.03.29,4.8,1.8,4.1,1.3,4.9,0.0,2.6,0.0,5.7,0.0,3.8,0.0,2.1,0.0,2.2,0.0,11.9
265,2018.03.30,4.1,5.4,4.8,1.8,4.1,1.3,4.9,0.0,2.6,0.0,5.7,0.0,3.8,0.0,2.1,0.0,14.2
266,2018.03.31,7.1,5.1,4.1,5.4,4.8,1.8,4.1,1.3,4.9,0.0,2.6,0.0,5.7,0.0,3.8,0.0,10.5
267,2018.04.01,9.7,0.2,7.1,5.1,4.1,5.4,4.8,1.8,4.1,1.3,4.9,0.0,2.6,0.0,5.7,0.0,11.2
268,2018.04.02,9.5,0.1,9.7,0.2,7.1,5.1,4.1,5.4,4.8,1.8,4.1,1.3,4.9,0.0,2.6,0.0,15.3
269,2018.04.03,7.3,0.0,9.5,0.1,9.7,0.2,7.1,5.1,4.1,5.4,4.8,1.8,4.1,1.3,4.9,0.0,17.2
270,2018.04.04,7.0,0.0,7.3,0.0,9.5,0.1,9.7,0.2,7.1,5.1,4.1,5.4,4.8,1.8,4.1,1.3,17.7
271,2018.04.05,7.4,0.2,7.0,0.0,7.3,0.0,9.5,0.1,9.7,0.2,7.1,5.1,4.1,5.4,4.8,1.8,14.7
272,2018.04.06,7.8,0.0,7.4,0.2,7.0,0.0,7.3,0.0,9.5,0.1,9.7,0.2,7.1,5.1,4.1,5.4,16.1
273,2018.04.07,4.0,0.1,7.8,0.0,7.4,0.2,7.0,0.0,7.3,0.0,9.5,0.1,9.7,0.2,7.1,5.1,18.8
274,2018.04.08,8.0,0.0,4.0,0.1,7.8,0.0,7.4,0.2,7.0,0.0,7.3,0.0,9.5,0.1,9.7,0.2,21.0
275,2018.04.09,6.3,0.6,8.0,0.0,4.0,0.1,7.8,0.0,7.4,0.2,7.0,0.0,7.3,0.0,9.5,0.1,17.4
276,2018.04.10,6.8,0.0,6.3,0.6,8.0,0.0,4.0,0.1,7.8,0.0,7.4,0.2,7.0,0.0,7.3,0.0,17.1
277,2018.04.11,5.8,0.0,6.8,0.0,6.3,0.6,8.0,0.0,4.0,0.1,7.8,0.0,7.4,0.2,7.0,0.0,22.1
278,2018.04.12,4.8,0.0,5.8,0.0,6.8,0.0,6.3,0.6,8.0,0.0,4.0,0.1,7.8,0.0,7.4,0.2,18.5
279,2018.04.13,4.8,0.6,4.8,0.0,5.8,0.0,6.8,0.0,6.3,0.6,8.0,0.0,4.0,0.1,7.8,0.0,21.2
280,2018.04.14,3.0,0.0,4.8,0.6,4.8,0.0,5.8,0.0,6.8,0.0,6.3,0.6,8.0,0.0,4.0,0.1,22.9
281,2018.04.15,5.2,0.0,3.0,0.0,4.8,0.6,4.8,0.0,5.8,0.0,6.8,0.0,6.3,0.6,8.0,0.0,19.0
282,2018.04.16,5.2,2.3,5.2,0.0,3.0,0.0,4.8,0.6,4.8,0.0,5.8,0.0,6.8,0.0,6.3,0.6,19.9
283,2018.04.17,4.1,4.8,5.2,2.3,5.2,0.0,3.0,0.0,4.8,0.6,4.8,0.0,5.8,0.0,6.8,0.0,20.1
284,2018.04.18,4.3,3.5,4.1,4.8,5.2,2.3,5.2,0.0,3.0,0.0,4.8,0.6,4.8,0.0,5.8,0.0,20.9
285,2018.04.19,5.0,0.0,4.3,3.5,4.1,4.8,5.2,2.3,5.2,0.0,3.0,0.0,4.8,0.6,4.8,0.0,19.8
286,2018.04.20,3.4,0.0,5.0,0.0,4.3,3.5,4.1,4.8,5.2,2.3,5.2,0.0,3.0,0.0,4.8,0.6,19.9
287,2018.04.21,2.8,0.0,3.4,0.0,5.0,0.0,4.3,3.5,4.1,4.8,5.2,2.3,5.2,0.0,3.0,0.0,22.8
288,2018.04.22,2.5,0.0,2.8,0.0,3.4,0.0,5.0,0.0,4.3,3.5,4.1,4.8,5.2,2.3,5.2,0.0,25.3
289,2018.04.23,4.0,0.7,2.5,0.0,2.8,0.0,3.4,0.0,5.0,0.0,4.3,3.5,4.1,4.8,5.2,2.3,22.6
290,2018.04.24,5.3,2.1,4.0,0.7,2.5,0.0,2.8,0.0,3.4,0.0,5.0,0.0,4.3,3.5,4.1,4.8,24.7
291,2018.04.25,5.1,0.1,5.3,2.1,4.0,0.7,2.5,0.0,2.8,0.0,3.4,0.0,5.0,0.0,4.3,3.5,22.5
292,2018.04.26,7.0,1.2,5.1,0.1,5.3,2.1,4.0,0.7,2.5,0.0,2.8,0.0,3.4,0.0,5.0,0.0,18.4
293,2018.04.27,5.9,0.0,7.0,1.2,5.1,0.1,5.3,2.1,4.0,0.7,2.5,0.0,2.8,0.0,3.4,0.0,24.7
294,2018.04.28,4.6,2.3,5.9,0.0,7.0,1.2,5.1,0.1,5.3,2.1,4.0,0.7,2.5,0.0,2.8,0.0,23.3
295,2018.04.29,5.8,9.9,4.6,2.3,5.9,0.0,7.0,1.2,5.1,0.1,5.3,2.1,4.0,0.7,2.5,0.0,23.8
296,2018.04.30,5.1,7.7,5.8,9.9,4.6,2.3,5.9,0.0,7.0,1.2,5.1,0.1,5.3,2.1,4.0,0.7,23.5
297,2018.05.01,3.8,0.6,5.1,7.7,5.8,9.9,4.6,2.3,5.9,0.0,7.0,1.2,5.1,0.1,5.3,2.1,24.6
298,2018.05.02,3.9,8.4,3.8,0.6,5.1,7.7,5.8,9.9,4.6,2.3,5.9,0.0,7.0,1.2,5.1,0.1,24.9
299,2018.05.03,4.6,0.0,3.9,8.4,3.8,0.6,5.1,7.7,5.8,9.9,4.6,2.3,5.9,0.0,7.0,1.2,26.6
300,2018.05.04,4.4,1.2,4.6,0.0,3.9,8.4,3.8,0.6,5.1,7.7,5.8,9.9,4.6,2.3,5.9,0.0,27.6
301,2018.05.05,6.2,0.0,4.4,1.2,4.6,0.0,3.9,8.4,3.8,0.6,5.1,7.7,5.8,9.9,4.6,2.3,23.5
302,2018.05.06,6.3,0.0,6.2,0.0,4.4,1.2,4.6,0.0,3.9,8.4,3.8,0.6,5.1,7.7,5.8,9.9,22.6
303,2018.05.07,6.0,0.0,6.3,0.0,6.2,0.0,4.4,1.2,4.6,0.0,3.9,8.4,3.8,0.6,5.1,7.7,20.7
304,2018.05.08,4.7,0.4,6.0,0.0,6.3,0.0,6.2,0.0,4.4,1.2,4.6,0.0,3.9,8.4,3.8,0.6,23.6
305,2018.05.09,2.7,5.2,4.7,0.4,6.0,0.0,6.3,0.0,6.2,0.0,4.4,1.2,4.6,0.0,3.9,8.4,24.5
306,2018.05.10,4.3,3.3,2.7,5.2,4.7,0.4,6.0,0.0,6.3,0.0,6.2,0.0,4.4,1.2,4.6,0.0,24.9
307,2018.05.11,2.0,1.7,4.3,3.3,2.7,5.2,4.7,0.4,6.0,0.0,6.3,0.0,6.2,0.0,4.4,1.2,23.2
308,2018.05.12,3.6,0.0,2.0,1.7,4.3,3.3,2.7,5.2,4.7,0.4,6.0,0.0,6.3,0.0,6.2,0.0,22.5
309,2018.05.13,5.3,0.1,3.6,0.0,2.0,1.7,4.3,3.3,2.7,5.2,4.7,0.4,6.0,0.0,6.3,0.0,20.0
310,2018.05.14,5.7,0.0,5.3,0.1,3.6,0.0,2.0,1.7,4.3,3.3,2.7,5.2,4.7,0.4,6.0,0.0,18.2
311,2018.05.15,5.2,8.9,5.7,0.0,5.3,0.1,3.6,0.0,2.0,1.7,4.3,3.3,2.7,5.2,4.7,0.4,17.7
312,2018.05.16,6.5,0.8,5.2,8.9,5.7,0.0,5.3,0.1,3.6,0.0,2.0,1.7,4.3,3.3,2.7,5.2,18.2
313,2018.05.17,7.6,1.5,6.5,0.8,5.2,8.9,5.7,0.0,5.3,0.1,3.6,0.0,2.0,1.7,4.3,3.3,22.4
314,2018.05.18,7.1,1.8,7.6,1.5,6.5,0.8,5.2,8.9,5.7,0.0,5.3,0.1,3.6,0.0,2.0,1.7,22.7
315,2018.05.19,3.9,1.4,7.1,1.8,7.6,1.5,6.5,0.8,5.2,8.9,5.7,0.0,5.3,0.1,3.6,0.0,21.9
316,2018.05.20,4.9,0.0,3.9,1.4,7.1,1.8,7.6,1.5,6.5,0.8,5.2,8.9,5.7,0.0,5.3,0.1,22.4
317,2018.05.21,6.1,0.0,4.9,0.0,3.9,1.4,7.1,1.8,7.6,1.5,6.5,0.8,5.2,8.9,5.7,0.0,21.2
318,2018.05.22,4.8,0.6,6.1,0.0,4.9,0.0,3.9,1.4,7.1,1.8,7.6,1.5,6.5,0.8,5.2,8.9,23.0
319,2018.05.23,3.2,1.3,4.8,0.6,6.1,0.0,4.9,0.0,3.9,1.4,7.1,1.8,7.6,1.5,6.5,0.8,25.9
320,2018.05.24,5.7,0.0,3.2,1.3,4.8,0.6,6.1,0.0,4.9,0.0,3.9,1.4,7.1,1.8,7.6,1.5,23.1
321,2018.05.25,4.8,0.0,5.7,0.0,3.2,1.3,4.8,0.6,6.1,0.0,4.9,0.0,3.9,1.4,7.1,1.8,26.2
322,2018.05.26,2.0,0.0,4.8,0.0,5.7,0.0,3.2,1.3,4.8,0.6,6.1,0.0,4.9,0.0,3.9,1.4,25.0
323,2018.05.27,2.1,4.3,2.0,0.0,4.8,0.0,5.7,0.0,3.2,1.3,4.8,0.6,6.1,0.0,4.9,0.0,26.6
324,2018.05.28,3.3,0.0,2.1,4.3,2.0,0.0,4.8,0.0,5.7,0.0,3.2,1.3,4.8,0.6,6.1,0.0,23.8
325,2018.05.29,5.2,0.4,3.3,0.0,2.1,4.3,2.0,0.0,4.8,0.0,5.7,0.0,3.2,1.3,4.8,0.6,25.4
326,2018.05.30,5.4,0.0,5.2,0.4,3.3,0.0,2.1,4.3,2.0,0.0,4.8,0.0,5.7,0.0,3.2,1.3,27.3
327,2018.05.31,3.5,0.0,5.4,0.0,5.2,0.4,3.3,0.0,2.1,4.3,2.0,0.0,4.8,0.0,5.7,0.0,28.4
328,2018.06.01,2.5,0.0,3.5,0.0,5.4,0.0,5.2,0.4,3.3,0.0,2.1,4.3,2.0,0.0,4.8,0.0,26.9
329,2018.06.02,4.0,0.0,2.5,0.0,3.5,0.0,5.4,0.0,5.2,0.4,3.3,0.0,2.1,4.3,2.0,0.0,27.2
330,2018.06.03,5.8,0.0,4.0,0.0,2.5,0.0,3.5,0.0,5.4,0.0,5.2,0.4,3.3,0.0,2.1,4.3,26.4
331,2018.06.04,2.9,2.4,5.8,0.0,4.0,0.0,2.5,0.0,3.5,0.0,5.4,0.0,5.2,0.4,3.3,0.0,26.4
332,2018.06.05,2.1,6.5,2.9,2.4,5.8,0.0,4.0,0.0,2.5,0.0,3.5,0.0,5.4,0.0,5.2,0.4,21.7
333,2018.06.06,6.0,18.7,2.1,6.5,2.9,2.4,5.8,0.0,4.0,0.0,2.5,0.0,3.5,0.0,5.4,0.0,23.4
334,2018.06.07,5.2,0.9,6.0,18.7,2.1,6.5,2.9,2.4,5.8,0.0,4.0,0.0,2.5,0.0,3.5,0.0,24.6
335,2018.06.08,3.0,26.1,5.2,0.9,6.0,18.7,2.1,6.5,2.9,2.4,5.8,0.0,4.0,0.0,2.5,0.0,23.6
336,2018.06.09,3.1,31.0,3.0,26.1,5.2,0.9,6.0,18.7,2.1,6.5,2.9,2.4,5.8,0.0,4.0,0.0,27.8
337,2018.06.10,2.4,0.0,3.1,31.0,3.0,26.1,5.2,0.9,6.0,18.7,2.1,6.5,2.9,2.4,5.8,0.0,28.5
338,2018.06.11,3.4,0.0,2.4,0.0,3.1,31.0,3.0,26.1,5.2,0.9,6.0,18.7,2.1,6.5,2.9,2.4,27.7
339,2018.06.12,4.5,9.0,3.4,0.0,2.4,0.0,3.1,31.0,3.0,26.1,5.2,0.9,6.0,18.7,2.1,6.5,24.9
340,2018.06.13,4.3,1.7,4.5,9.0,3.4,0.0,2.4,0.0,3.1,31.0,3.0,26.1,5.2,0.9,6.0,18.7,20.6
341,2018.06.14,4.5,10.8,4.3,1.7,4.5,9.0,3.4,0.0,2.4,0.0,3.1,31.0,3.0,26.1,5.2,0.9,19.8
342,2018.06.15,5.3,6.2,4.5,10.8,4.3,1.7,4.5,9.0,3.4,0.0,2.4,0.0,3.1,31.0,3.0,26.1,24.1
