,Date,Wind_m/s,Precipitation_mm,Wind_m/s1,Precipitation_mm1,Wind_m/s2,Precipitation_mm2,Wind_m/s3,Precipitation_mm3,Wind_m/s4,Precipitation_mm4,Wind_m/s5,Precipitation_mm5,Wind_m/s6,Precipitation_mm6,Target: Mean_temp
1550,2021.10.04,3.3,0.0,5.4,0.0,5.3,0.0,2.9,0.0,3.9,10.1,3.8,0.0,3.1,0.0,20.05
1551,2021.10.05,6.0,0.0,3.3,0.0,5.4,0.0,5.3,0.0,2.9,0.0,3.9,10.1,3.8,0.0,14.3
1552,2021.10.06,4.4,12.7,6.0,0.0,3.3,0.0,5.4,0.0,5.3,0.0,2.9,0.0,3.9,10.1,13.5
1553,2021.10.07,5.2,9.8,4.4,12.7,6.0,0.0,3.3,0.0,5.4,0.0,5.3,0.0,2.9,0.0,13.95
1554,2021.10.08,5.1,0.0,5.2,9.8,4.4,12.7,6.0,0.0,3.3,0.0,5.4,0.0,5.3,0.0,12.3
1555,2021.10.09,4.5,0.0,5.1,0.0,5.2,9.8,4.4,12.7,6.0,0.0,3.3,0.0,5.4,0.0,10.55
1556,2021.10.10,4.5,0.8,4.5,0.0,5.1,0.0,5.2,9.8,4.4,12.7,6.0,0.0,3.3,0.0,13.2
1557,2021.10.11,3.6,0.2,4.5,0.8,4.5,0.0,5.1,0.0,5.2,9.8,4.4,12.7,6.0,0.0,12.2
1558,2021.10.12,5.4,0.0,3.6,0.2,4.5,0.8,4.5,0.0,5.1,0.0,5.2,9.8,4.4,12.7,10.7
1559,2021.10.13,5.9,0.0,5.4,0.0,3.6,0.2,4.5,0.8,4.5,0.0,5.1,0.0,5.2,9.8,9.45
1560,2021.10.14,3.4,0.0,5.9,0.0,5.4,0.0,3.6,0.2,4.5,0.8,4.5,0.0,5.1,0.0,10.7
1561,2021.10.15,1.5,0.0,3.4,0.0,5.9,0.0,5.4,0.0,3.6,0.2,4.5,0.8,4.5,0.0,12.350000000000001
1562,2021.10.16,2.1,0.0,1.5,0.0,3.4,0.0,5.9,0.0,5.4,0.0,3.6,0.2,4.5,0.8,12.3
1563,2021.10.17,2.0,0.0,2.1,0.0,1.5,0.0,3.4,0.0,5.9,0.0,5.4,0.0,3.6,0.2,12.149999999999999
1564,2021.10.18,2.2,0.0,2.0,0.0,2.1,0.0,1.5,0.0,3.4,0.0,5.9,0.0,5.4,0.0,12.850000000000001
1565,2021.10.19,2.8,0.0,2.2,0.0,2.0,0.0,2.1,0.0,1.5,0.0,3.4,0.0,5.9,0.0,14.05
1566,2021.10.20,4.1,0.0,2.8,0.0,2.2,0.0,2.0,0.0,2.1,0.0,1.5,0.0,3.4,0.0,16.15
1567,2021.10.21,8.9,0.8,4.1,0.0,2.8,0.0,2.2,0.0,2.0,0.0,2.1,0.0,1.5,0.0,11.55
1568,2021.10.22,4.2,1.1,8.9,0.8,4.1,0.0,2.8,0.0,2.2,0.0,2.0,0.0,2.1,0.0,10.600000000000001
1569,2021.10.23,5.4,0.0,4.2,1.1,8.9,0.8,4.1,0.0,2.8,0.0,2.2,0.0,2.0,0.0,9.65
1570,2021.10.24,2.3,0.0,5.4,0.0,4.2,1.1,8.9,0.8,4.1,0.0,2.8,0.0,2.2,0.0,10.05
1571,2021.10.25,3.5,0.0,2.3,0.0,5.4,0.0,4.2,1.1,8.9,0.8,4.1,0.0,2.8,0.0,9.9
1572,2021.10.26,3.2,0.0,3.5,0.0,2.3,0.0,5.4,0.0,4.2,1.1,8.9,0.8,4.1,0.0,10.85
1573,2021.10.27,1.6,0.0,3.2,0.0,3.5,0.0,2.3,0.0,5.4,0.0,4.2,1.1,8.9,0.8,11.25
1574,2021.10.28,2.1,0.0,1.6,0.0,3.2,0.0,3.5,0.0,2.3,0.0,5.4,0.0,4.2,1.1,12.0
1575,2021.10.29,4.3,0.0,2.1,0.0,1.6,0.0,3.2,0.0,3.5,0.0,2.3,0.0,5.4,0.0,12.700000000000001
1576,2021.10.30,5.6,0.0,4.3,0.0,2.1,0.0,1.6,0.0,3.2,0.0,3.5,0.0,2.3,0.0,12.149999999999999
1577,2021.10.31,4.1,0.0,5.6,0.0,4.3,0.0,2.1,0.0,1.6,0.0,3.2,0.0,3.5,0.0,10.9
1578,2021.11.01,3.8,0.0,4.1,0.0,5.6,0.0,4.3,0.0,2.1,0.0,1.6,0.0,3.2,0.0,10.15
1579,2021.11.02,6.9,8.3,3.8,0.0,4.1,0.0,5.6,0.0,4.3,0.0,2.1,0.0,1.6,0.0,9.55
1580,2021.11.03,4.2,0.0,6.9,8.3,3.8,0.0,4.1,0.0,5.6,0.0,4.3,0.0,2.1,0.0,13.25
1581,2021.11.04,5.4,11.2,4.2,0.0,6.9,8.3,3.8,0.0,4.1,0.0,5.6,0.0,4.3,0.0,9.0
1582,2021.11.05,3.7,0.0,5.4,11.2,4.2,0.0,6.9,8.3,3.8,0.0,4.1,0.0,5.6,0.0,8.9
1583,2021.11.06,2.9,0.0,3.7,0.0,5.4,11.2,4.2,0.0,6.9,8.3,3.8,0.0,4.1,0.0,9.45
1584,2021.11.07,1.8,0.7,2.9,0.0,3.7,0.0,5.4,11.2,4.2,0.0,6.9,8.3,3.8,0.0,9.3
1585,2021.11.08,4.8,5.6,1.8,0.7,2.9,0.0,3.7,0.0,5.4,11.2,4.2,0.0,6.9,8.3,9.0
1586,2021.11.09,1.9,0.0,4.8,5.6,1.8,0.7,2.9,0.0,3.7,0.0,5.4,11.2,4.2,0.0,8.5
1587,2021.11.10,4.2,0.0,1.9,0.0,4.8,5.6,1.8,0.7,2.9,0.0,3.7,0.0,5.4,11.2,8.649999999999999
1588,2021.11.11,2.7,0.0,4.2,0.0,1.9,0.0,4.8,5.6,1.8,0.7,2.9,0.0,3.7,0.0,8.35
1589,2021.11.12,1.5,0.0,2.7,0.0,4.2,0.0,1.9,0.0,4.8,5.6,1.8,0.7,2.9,0.0,8.2
1590,2021.11.13,2.2,0.0,1.5,0.0,2.7,0.0,4.2,0.0,1.9,0.0,4.8,5.6,1.8,0.7,9.65
1591,2021.11.14,1.8,0.0,2.2,0.0,1.5,0.0,2.7,0.0,4.2,0.0,1.9,0.0,4.8,5.6,10.05
1592,2021.11.15,2.3,0.0,1.8,0.0,2.2,0.0,1.5,0.0,2.7,0.0,4.2,0.0,1.9,0.0,8.15
1593,2021.11.16,1.9,0.0,2.3,0.0,1.8,0.0,2.2,0.0,1.5,0.0,2.7,0.0,4.2,0.0,7.1
1594,2021.11.17,2.3,0.0,1.9,0.0,2.3,0.0,1.8,0.0,2.2,0.0,1.5,0.0,2.7,0.0,8.5
1595,2021.11.18,5.4,0.0,2.3,0.0,1.9,0.0,2.3,0.0,1.8,0.0,2.2,0.0,1.5,0.0,8.1
1596,2021.11.19,5.3,0.0,5.4,0.0,2.3,0.0,1.9,0.0,2.3,0.0,1.8,0.0,2.2,0.0,10.5
1597,2021.11.20,5.9,0.0,5.3,0.0,5.4,0.0,2.3,0.0,1.9,0.0,2.3,0.0,1.8,0.0,8.65
1598,2021.11.21,2.2,0.0,5.9,0.0,5.3,0.0,5.4,0.0,2.3,0.0,1.9,0.0,2.3,0.0,7.85
1599,2021.11.22,2.0,0.0,2.2,0.0,5.9,0.0,5.3,0.0,5.4,0.0,2.3,0.0,1.9,0.0,6.5
1600,2021.11.23,2.5,0.0,2.0,0.0,2.2,0.0,5.9,0.0,5.3,0.0,5.4,0.0,2.3,0.0,4.9
1601,2021.11.24,1.7,0.0,2.5,0.0,2.0,0.0,2.2,0.0,5.9,0.0,5.3,0.0,5.4,0.0,4.75
1602,2021.11.25,3.8,0.0,1.7,0.0,2.5,0.0,2.0,0.0,2.2,0.0,5.9,0.0,5.3,0.0,6.4
1603,2021.11.26,3.5,10.7,3.8,0.0,1.7,0.0,2.5,0.0,2.0,0.0,2.2,0.0,5.9,0.0,4.45
1604,2021.11.27,3.6,0.6,3.5,10.7,3.8,0.0,1.7,0.0,2.5,0.0,2.0,0.0,2.2,0.0,6.6
1605,2021.11.28,3.1,1.5,3.6,0.6,3.5,10.7,3.8,0.0,1.7,0.0,2.5,0.0,2.0,0.0,2.55
1606,2021.11.29,7.1,0.0,3.1,1.5,3.6,0.6,3.5,10.7,3.8,0.0,1.7,0.0,2.5,0.0,2.75
1607,2021.11.30,6.3,2.5,7.1,0.0,3.1,1.5,3.6,0.6,3.5,10.7,3.8,0.0,1.7,0.0,6.5
1608,2021.12.01,8.7,2.0,6.3,2.5,7.1,0.0,3.1,1.5,3.6,0.6,3.5,10.7,3.8,0.0,6.65
1609,2021.12.02,7.0,35.2,8.7,2.0,6.3,2.5,7.1,0.0,3.1,1.5,3.6,0.6,3.5,10.7,3.0999999999999996
1610,2021.12.03,7.1,11.7,7.0,35.2,8.7,2.0,6.3,2.5,7.1,0.0,3.1,1.5,3.6,0.6,1.75
1611,2021.12.04,3.6,0.0,7.1,11.7,7.0,35.2,8.7,2.0,6.3,2.5,7.1,0.0,3.1,1.5,1.55
1612,2021.12.05,2.3,4.2,3.6,0.0,7.1,11.7,7.0,35.2,8.7,2.0,6.3,2.5,7.1,0.0,1.7999999999999998
1613,2021.12.06,3.8,6.4,2.3,4.2,3.6,0.0,7.1,11.7,7.0,35.2,8.7,2.0,6.3,2.5,0.44999999999999996
1614,2021.12.07,4.1,0.0,3.8,6.4,2.3,4.2,3.6,0.0,7.1,11.7,7.0,35.2,8.7,2.0,0.9
1615,2021.12.08,3.9,0.0,4.1,0.0,3.8,6.4,2.3,4.2,3.6,0.0,7.1,11.7,7.0,35.2,1.65
1616,2021.12.09,5.4,5.8,3.9,0.0,4.1,0.0,3.8,6.4,2.3,4.2,3.6,0.0,7.1,11.7,2.15
1617,2021.12.10,3.1,0.0,5.4,5.8,3.9,0.0,4.1,0.0,3.8,6.4,2.3,4.2,3.6,0.0,0.8
1618,2021.12.11,4.7,0.0,3.1,0.0,5.4,5.8,3.9,0.0,4.1,0.0,3.8,6.4,2.3,4.2,1.0
1619,2021.12.12,5.5,0.0,4.7,0.0,3.1,0.0,5.4,5.8,3.9,0.0,4.1,0.0,3.8,6.4,0.9
1620,2021.12.13,2.9,0.0,5.5,0.0,4.7,0.0,3.1,0.0,5.4,5.8,3.9,0.0,4.1,0.0,2.05
1621,2021.12.14,1.7,0.0,2.9,0.0,5.5,0.0,4.7,0.0,3.1,0.0,5.4,5.8,3.9,0.0,2.25
1622,2021.12.15,1.7,0.0,1.7,0.0,2.9,0.0,5.5,0.0,4.7,0.0,3.1,0.0,5.4,5.8,3.1
1623,2021.12.16,2.0,0.0,1.7,0.0,1.7,0.0,2.9,0.0,5.5,0.0,4.7,0.0,3.1,0.0,3.25
1624,2021.12.17,4.6,0.0,2.0,0.0,1.7,0.0,1.7,0.0,2.9,0.0,5.5,0.0,4.7,0.0,2.3
1625,2021.12.18,3.4,0.0,4.6,0.0,2.0,0.0,1.7,0.0,1.7,0.0,2.9,0.0,5.5,0.0,4.0
1626,2021.12.19,7.2,0.0,3.4,0.0,4.6,0.0,2.0,0.0,1.7,0.0,1.7,0.0,2.9,0.0,3.4
1627,2021.12.20,8.1,0.0,7.2,0.0,3.4,0.0,4.6,0.0,2.0,0.0,1.7,0.0,1.7,0.0,0.85
1628,2021.12.21,3.8,0.0,8.1,0.0,7.2,0.0,3.4,0.0,4.6,0.0,2.0,0.0,1.7,0.0,0.0
1629,2021.12.22,1.3,0.0,3.8,0.0,8.1,0.0,7.2,0.0,3.4,0.0,4.6,0.0,2.0,0.0,-1.15
1630,2021.12.23,2.9,0.0,1.3,0.0,3.8,0.0,8.1,0.0,7.2,0.0,3.4,0.0,4.6,0.0,3.2
1631,2021.12.24,3.8,1.3,2.9,0.0,1.3,0.0,3.8,0.0,8.1,0.0,7.2,0.0,3.4,0.0,4.5
1632,2021.12.25,3.3,0.0,3.8,1.3,2.9,0.0,1.3,0.0,3.8,0.0,8.1,0.0,7.2,0.0,1.7999999999999998
1633,2021.12.26,2.7,0.7,3.3,0.0,3.8,1.3,2.9,0.0,1.3,0.0,3.8,0.0,8.1,0.0,1.5
1634,2021.12.27,2.4,3.1,2.7,0.7,3.3,0.0,3.8,1.3,2.9,0.0,1.3,0.0,3.8,0.0,1.2
1635,2021.12.28,2.3,0.4,2.4,3.1,2.7,0.7,3.3,0.0,3.8,1.3,2.9,0.0,1.3,0.0,3.05
1636,2021.12.29,2.4,2.9,2.3,0.4,2.4,3.1,2.7,0.7,3.3,0.0,3.8,1.3,2.9,0.0,3.95
1637,2021.12.30,1.9,0.1,2.4,2.9,2.3,0.4,2.4,3.1,2.7,0.7,3.3,0.0,3.8,1.3,9.05
1638,2021.12.31,3.5,0.2,1.9,0.1,2.4,2.9,2.3,0.4,2.4,3.1,2.7,0.7,3.3,0.0,9.95
1639,2022.01.01,5.7,0.0,3.5,0.2,1.9,0.1,2.4,2.9,2.3,0.4,2.4,3.1,2.7,0.7,8.0
1640,2022.01.02,2.9,0.0,5.7,0.0,3.5,0.2,1.9,0.1,2.4,2.9,2.3,0.4,2.4,3.1,9.4
1641,2022.01.03,7.3,0.6,2.9,0.0,5.7,0.0,3.5,0.2,1.9,0.1,2.4,2.9,2.3,0.4,8.7
1642,2022.01.04,7.4,2.6,7.3,0.6,2.9,0.0,5.7,0.0,3.5,0.2,1.9,0.1,2.4,2.9,7.8500000000000005
1643,2022.01.05,6.9,3.5,7.4,2.6,7.3,0.6,2.9,0.0,5.7,0.0,3.5,0.2,1.9,0.1,3.65
1644,2022.01.06,6.0,0.0,6.9,3.5,7.4,2.6,7.3,0.6,2.9,0.0,5.7,0.0,3.5,0.2,1.65
1645,2022.01.07,2.2,0.0,6.0,0.0,6.9,3.5,7.4,2.6,7.3,0.6,2.9,0.0,5.7,0.0,0.45000000000000007
1646,2022.01.08,1.2,0.0,2.2,0.0,6.0,0.0,6.9,3.5,7.4,2.6,7.3,0.6,2.9,0.0,-0.3
1647,2022.01.09,2.8,0.0,1.2,0.0,2.2,0.0,6.0,0.0,6.9,3.5,7.4,2.6,7.3,0.6,1.55
1648,2022.01.10,4.2,0.0,2.8,0.0,1.2,0.0,2.2,0.0,6.0,0.0,6.9,3.5,7.4,2.6,1.35
1649,2022.01.11,4.6,0.0,4.2,0.0,2.8,0.0,1.2,0.0,2.2,0.0,6.0,0.0,6.9,3.5,-0.15000000000000002
1650,2022.01.12,2.0,0.0,4.6,0.0,4.2,0.0,2.8,0.0,1.2,0.0,2.2,0.0,6.0,0.0,-0.04999999999999993
1651,2022.01.13,2.4,0.0,2.0,0.0,4.6,0.0,4.2,0.0,2.8,0.0,1.2,0.0,2.2,0.0,2.6
1652,2022.01.14,5.3,0.0,2.4,0.0,2.0,0.0,4.6,0.0,4.2,0.0,2.8,0.0,1.2,0.0,3.05
1653,2022.01.15,3.7,0.0,5.3,0.0,2.4,0.0,2.0,0.0,4.6,0.0,4.2,0.0,2.8,0.0,0.75
1654,2022.01.16,1.9,0.0,3.7,0.0,5.3,0.0,2.4,0.0,2.0,0.0,4.6,0.0,4.2,0.0,4.0
1655,2022.01.17,9.6,1.3,1.9,0.0,3.7,0.0,5.3,0.0,2.4,0.0,2.0,0.0,4.6,0.0,1.95
1656,2022.01.18,6.6,0.0,9.6,1.3,1.9,0.0,3.7,0.0,5.3,0.0,2.4,0.0,2.0,0.0,1.5
1657,2022.01.19,1.7,0.0,6.6,0.0,9.6,1.3,1.9,0.0,3.7,0.0,5.3,0.0,2.4,0.0,2.15
1658,2022.01.20,8.4,0.2,1.7,0.0,6.6,0.0,9.6,1.3,1.9,0.0,3.7,0.0,5.3,0.0,-0.5
1659,2022.01.21,6.8,0.0,8.4,0.2,1.7,0.0,6.6,0.0,9.6,1.3,1.9,0.0,3.7,0.0,1.05
1660,2022.01.22,6.7,0.1,6.8,0.0,8.4,0.2,1.7,0.0,6.6,0.0,9.6,1.3,1.9,0.0,-1.15
1661,2022.01.23,3.5,0.0,6.7,0.1,6.8,0.0,8.4,0.2,1.7,0.0,6.6,0.0,9.6,1.3,-1.0
1662,2022.01.24,1.8,0.0,3.5,0.0,6.7,0.1,6.8,0.0,8.4,0.2,1.7,0.0,6.6,0.0,-0.95
1663,2022.01.25,2.5,0.0,1.8,0.0,3.5,0.0,6.7,0.1,6.8,0.0,8.4,0.2,1.7,0.0,1.25
1664,2022.01.26,3.0,0.0,2.5,0.0,1.8,0.0,3.5,0.0,6.7,0.1,6.8,0.0,8.4,0.2,2.4000000000000004
1665,2022.01.27,4.5,0.0,3.0,0.0,2.5,0.0,1.8,0.0,3.5,0.0,6.7,0.1,6.8,0.0,4.3
1666,2022.01.28,8.7,0.7,4.5,0.0,3.0,0.0,2.5,0.0,1.8,0.0,3.5,0.0,6.7,0.1,2.3
1667,2022.01.29,7.1,3.0,8.7,0.7,4.5,0.0,3.0,0.0,2.5,0.0,1.8,0.0,3.5,0.0,5.55
1668,2022.01.30,12.5,1.5,7.1,3.0,8.7,0.7,4.5,0.0,3.0,0.0,2.5,0.0,1.8,0.0,2.7
1669,2022.01.31,7.7,0.2,12.5,1.5,7.1,3.0,8.7,0.7,4.5,0.0,3.0,0.0,2.5,0.0,2.95
1670,2022.02.01,6.2,0.0,7.7,0.2,12.5,1.5,7.1,3.0,8.7,0.7,4.5,0.0,3.0,0.0,3.5
1671,2022.02.02,7.8,3.3,6.2,0.0,7.7,0.2,12.5,1.5,7.1,3.0,8.7,0.7,4.5,0.0,3.25
1672,2022.02.03,8.0,0.0,7.8,3.3,6.2,0.0,7.7,0.2,12.5,1.5,7.1,3.0,8.7,0.7,4.5
1673,2022.02.04,2.1,0.0,8.0,0.0,7.8,3.3,6.2,0.0,7.7,0.2,12.5,1.5,7.1,3.0,5.6
1674,2022.02.05,6.7,0.0,2.1,0.0,8.0,0.0,7.8,3.3,6.2,0.0,7.7,0.2,12.5,1.5,4.6
1675,2022.02.06,5.1,0.1,6.7,0.0,2.1,0.0,8.0,0.0,7.8,3.3,6.2,0.0,7.7,0.2,5.1
1676,2022.02.07,8.4,2.5,5.1,0.1,6.7,0.0,2.1,0.0,8.0,0.0,7.8,3.3,6.2,0.0,4.3
1677,2022.02.08,8.0,0.0,8.4,2.5,5.1,0.1,6.7,0.0,2.1,0.0,8.0,0.0,7.8,3.3,8.6
1678,2022.02.09,6.0,0.0,8.0,0.0,8.4,2.5,5.1,0.1,6.7,0.0,2.1,0.0,8.0,0.0,8.1
1679,2022.02.10,1.8,0.0,6.0,0.0,8.0,0.0,8.4,2.5,5.1,0.1,6.7,0.0,2.1,0.0,8.05
1680,2022.02.11,6.0,0.1,1.8,0.0,6.0,0.0,8.0,0.0,8.4,2.5,5.1,0.1,6.7,0.0,4.6000000000000005
1681,2022.02.12,4.6,0.0,6.0,0.1,1.8,0.0,6.0,0.0,8.0,0.0,8.4,2.5,5.1,0.1,3.7
1682,2022.02.13,4.3,0.0,4.6,0.0,6.0,0.1,1.8,0.0,6.0,0.0,8.0,0.0,8.4,2.5,5.05
1683,2022.02.14,4.1,0.7,4.3,0.0,4.6,0.0,6.0,0.1,1.8,0.0,6.0,0.0,8.0,0.0,8.9
1684,2022.02.15,4.9,1.1,4.1,0.7,4.3,0.0,4.6,0.0,6.0,0.1,1.8,0.0,6.0,0.0,8.0
1685,2022.02.16,4.0,4.8,4.9,1.1,4.1,0.7,4.3,0.0,4.6,0.0,6.0,0.1,1.8,0.0,9.9
1686,2022.02.17,8.1,0.6,4.0,4.8,4.9,1.1,4.1,0.7,4.3,0.0,4.6,0.0,6.0,0.1,8.75
1687,2022.02.18,7.1,0.0,8.1,0.6,4.0,4.8,4.9,1.1,4.1,0.7,4.3,0.0,4.6,0.0,7.85
1688,2022.02.19,5.7,0.3,7.1,0.0,8.1,0.6,4.0,4.8,4.9,1.1,4.1,0.7,4.3,0.0,6.35
1689,2022.02.20,5.8,0.0,5.7,0.3,7.1,0.0,8.1,0.6,4.0,4.8,4.9,1.1,4.1,0.7,5.5
1690,2022.02.21,6.2,3.4,5.8,0.0,5.7,0.3,7.1,0.0,8.1,0.6,4.0,4.8,4.9,1.1,6.5
1691,2022.02.22,8.2,0.0,6.2,3.4,5.8,0.0,5.7,0.3,7.1,0.0,8.1,0.6,4.0,4.8,6.25
1692,2022.02.23,7.6,1.7,8.2,0.0,6.2,3.4,5.8,0.0,5.7,0.3,7.1,0.0,8.1,0.6,6.85
1693,2022.02.24,3.8,0.0,7.6,1.7,8.2,0.0,6.2,3.4,5.8,0.0,5.7,0.3,7.1,0.0,7.050000000000001
1694,2022.02.25,6.9,0.0,3.8,0.0,7.6,1.7,8.2,0.0,6.2,3.4,5.8,0.0,5.7,0.3,5.45
1695,2022.02.26,6.1,0.0,6.9,0.0,3.8,0.0,7.6,1.7,8.2,0.0,6.2,3.4,5.8,0.0,6.1
1696,2022.02.27,6.3,0.0,6.1,0.0,6.9,0.0,3.8,0.0,7.6,1.7,8.2,0.0,6.2,3.4,3.35
1697,2022.02.28,5.6,2.2,6.3,0.0,6.1,0.0,6.9,0.0,3.8,0.0,7.6,1.7,8.2,0.0,4.3999999999999995
1698,2022.03.01,4.3,0.0,5.6,2.2,6.3,0.0,6.1,0.0,6.9,0.0,3.8,0.0,7.6,1.7,4.2
1699,2022.03.02,2.4,0.0,4.3,0.0,5.6,2.2,6.3,0.0,6.1,0.0,6.9,0.0,3.8,0.0,4.1
1700,2022.03.03,1.7,0.0,2.4,0.0,4.3,0.0,5.6,2.2,6.3,0.0,6.1,0.0,6.9,0.0,3.9000000000000004
1701,2022.03.04,3.2,0.2,1.7,0.0,2.4,0.0,4.3,0.0,5.6,2.2,6.3,0.0,6.1,0.0,4.15
1702,2022.03.05,3.2,0.0,3.2,0.2,1.7,0.0,2.4,0.0,4.3,0.0,5.6,2.2,6.3,0.0,4.25
1703,2022.03.06,2.7,0.0,3.2,0.0,3.2,0.2,1.7,0.0,2.4,0.0,4.3,0.0,5.6,2.2,4.8
1704,2022.03.07,3.9,0.3,2.7,0.0,3.2,0.0,3.2,0.2,1.7,0.0,2.4,0.0,4.3,0.0,4.2
1705,2022.03.08,4.0,0.0,3.9,0.3,2.7,0.0,3.2,0.0,3.2,0.2,1.7,0.0,2.4,0.0,5.55
1706,2022.03.09,2.5,0.0,4.0,0.0,3.9,0.3,2.7,0.0,3.2,0.0,3.2,0.2,1.7,0.0,3.65
1707,2022.03.10,5.3,1.4,2.5,0.0,4.0,0.0,3.9,0.3,2.7,0.0,3.2,0.0,3.2,0.2,1.5499999999999998
1708,2022.03.11,4.5,0.0,5.3,1.4,2.5,0.0,4.0,0.0,3.9,0.3,2.7,0.0,3.2,0.0,2.6
1709,2022.03.12,3.2,0.0,4.5,0.0,5.3,1.4,2.5,0.0,4.0,0.0,3.9,0.3,2.7,0.0,4.4
1710,2022.03.13,2.0,0.0,3.2,0.0,4.5,0.0,5.3,1.4,2.5,0.0,4.0,0.0,3.9,0.3,6.300000000000001
1711,2022.03.14,2.5,0.0,2.0,0.0,3.2,0.0,4.5,0.0,5.3,1.4,2.5,0.0,4.0,0.0,8.2
1712,2022.03.15,3.3,0.0,2.5,0.0,2.0,0.0,3.2,0.0,4.5,0.0,5.3,1.4,2.5,0.0,6.25
1713,2022.03.16,4.4,4.4,3.3,0.0,2.5,0.0,2.0,0.0,3.2,0.0,4.5,0.0,5.3,1.4,7.75
1714,2022.03.17,3.6,0.0,4.4,4.4,3.3,0.0,2.5,0.0,2.0,0.0,3.2,0.0,4.5,0.0,6.699999999999999
1715,2022.03.18,4.1,0.0,3.6,0.0,4.4,4.4,3.3,0.0,2.5,0.0,2.0,0.0,3.2,0.0,6.85
1716,2022.03.19,4.7,0.0,4.1,0.0,3.6,0.0,4.4,4.4,3.3,0.0,2.5,0.0,2.0,0.0,5.800000000000001
1717,2022.03.20,3.6,0.0,4.7,0.0,4.1,0.0,3.6,0.0,4.4,4.4,3.3,0.0,2.5,0.0,7.6
1718,2022.03.21,3.2,0.0,3.6,0.0,4.7,0.0,4.1,0.0,3.6,0.0,4.4,4.4,3.3,0.0,10.75
1719,2022.03.22,2.3,0.0,3.2,0.0,3.6,0.0,4.7,0.0,4.1,0.0,3.6,0.0,4.4,4.4,12.35
1720,2022.03.23,1.8,0.0,2.3,0.0,3.2,0.0,3.6,0.0,4.7,0.0,4.1,0.0,3.6,0.0,14.0
1721,2022.03.24,3.7,0.0,1.8,0.0,2.3,0.0,3.2,0.0,3.6,0.0,4.7,0.0,4.1,0.0,12.75
1722,2022.03.25,2.5,0.0,3.7,0.0,1.8,0.0,2.3,0.0,3.2,0.0,3.6,0.0,4.7,0.0,13.25
1723,2022.03.26,4.5,0.0,2.5,0.0,3.7,0.0,1.8,0.0,2.3,0.0,3.2,0.0,3.6,0.0,12.65
1724,2022.03.27,3.6,0.0,4.5,0.0,2.5,0.0,3.7,0.0,1.8,0.0,2.3,0.0,3.2,0.0,14.2
1725,2022.03.28,3.9,0.0,3.6,0.0,4.5,0.0,2.5,0.0,3.7,0.0,1.8,0.0,2.3,0.0,15.3
1726,2022.03.29,4.2,0.1,3.9,0.0,3.6,0.0,4.5,0.0,2.5,0.0,3.7,0.0,1.8,0.0,13.5
1727,2022.03.30,6.8,0.0,4.2,0.1,3.9,0.0,3.6,0.0,4.5,0.0,2.5,0.0,3.7,0.0,11.0
1728,2022.03.31,4.3,14.5,6.8,0.0,4.2,0.1,3.9,0.0,3.6,0.0,4.5,0.0,2.5,0.0,8.85
1729,2022.04.01,4.3,8.0,4.3,14.5,6.8,0.0,4.2,0.1,3.9,0.0,3.6,0.0,4.5,0.0,4.050000000000001
1730,2022.04.02,2.9,5.6,4.3,8.0,4.3,14.5,6.8,0.0,4.2,0.1,3.9,0.0,3.6,0.0,4.55
1731,2022.04.03,4.5,7.0,2.9,5.6,4.3,8.0,4.3,14.5,6.8,0.0,4.2,0.1,3.9,0.0,5.1
1732,2022.04.04,4.3,0.0,4.5,7.0,2.9,5.6,4.3,8.0,4.3,14.5,6.8,0.0,4.2,0.1,7.1
1733,2022.04.05,5.2,0.0,4.3,0.0,4.5,7.0,2.9,5.6,4.3,8.0,4.3,14.5,6.8,0.0,12.45
1734,2022.04.06,4.2,0.0,5.2,0.0,4.3,0.0,4.5,7.0,2.9,5.6,4.3,8.0,4.3,14.5,13.25
1735,2022.04.07,4.6,0.0,4.2,0.0,5.2,0.0,4.3,0.0,4.5,7.0,2.9,5.6,4.3,8.0,11.600000000000001
1736,2022.04.08,4.5,1.3,4.6,0.0,4.2,0.0,5.2,0.0,4.3,0.0,4.5,7.0,2.9,5.6,10.25
1737,2022.04.09,8.7,16.5,4.5,1.3,4.6,0.0,4.2,0.0,5.2,0.0,4.3,0.0,4.5,7.0,8.899999999999999
1738,2022.04.10,6.7,0.0,8.7,16.5,4.5,1.3,4.6,0.0,4.2,0.0,5.2,0.0,4.3,0.0,8.15
1739,2022.04.11,4.9,0.0,6.7,0.0,8.7,16.5,4.5,1.3,4.6,0.0,4.2,0.0,5.2,0.0,11.65
1740,2022.04.12,2.4,0.0,4.9,0.0,6.7,0.0,8.7,16.5,4.5,1.3,4.6,0.0,4.2,0.0,12.1
1741,2022.04.13,3.1,0.0,2.4,0.0,4.9,0.0,6.7,0.0,8.7,16.5,4.5,1.3,4.6,0.0,13.65
1742,2022.04.14,2.8,0.0,3.1,0.0,2.4,0.0,4.9,0.0,6.7,0.0,8.7,16.5,4.5,1.3,13.75
1743,2022.04.15,3.6,0.0,2.8,0.0,3.1,0.0,2.4,0.0,4.9,0.0,6.7,0.0,8.7,16.5,10.25
1744,2022.04.16,6.0,0.5,3.6,0.0,2.8,0.0,3.1,0.0,2.4,0.0,4.9,0.0,6.7,0.0,8.75
1745,2022.04.17,5.8,0.0,6.0,0.5,3.6,0.0,2.8,0.0,3.1,0.0,2.4,0.0,4.9,0.0,8.5
