,Date,Wind_m/s,Precipitation_mm,Min_temp,Max_temp,Mean_temp,Target: Min_temp
401,2018.08.06,3.3,0.1,18.9,28.9,23.9,18.2
402,2018.08.07,3.4,0.0,18.2,29.1,23.65,18.1
403,2018.08.08,3.9,0.0,18.1,31.5,24.8,20.0
404,2018.08.09,4.7,0.0,20.0,32.4,26.2,23.0
405,2018.08.10,4.6,1.1,23.0,33.2,28.1,18.7
406,2018.08.11,5.1,1.0,18.7,27.6,23.15,17.5
407,2018.08.12,2.9,0.0,17.5,30.1,23.8,18.0
408,2018.08.13,4.8,0.0,18.0,32.4,25.2,20.0
409,2018.08.14,5.7,0.0,20.0,29.1,24.55,20.2
410,2018.08.15,5.6,0.0,20.2,27.2,23.7,15.0
411,2018.08.16,2.8,0.0,15.0,27.9,21.45,17.5
412,2018.08.17,3.4,0.0,17.5,29.3,23.4,19.3
413,2018.08.18,2.0,0.2,19.3,29.7,24.5,18.7
414,2018.08.19,4.0,0.0,18.7,31.3,25.0,20.1
415,2018.08.20,3.2,0.1,20.1,32.1,26.1,21.0
416,2018.08.21,2.5,0.0,21.0,32.3,26.65,21.6
417,2018.08.22,4.0,0.0,21.6,32.4,27.0,21.6
418,2018.08.23,3.9,0.9,21.6,31.2,26.4,18.4
419,2018.08.24,3.7,2.6,18.4,30.3,24.35,18.3
420,2018.08.25,6.8,0.2,18.3,24.0,21.15,14.2
421,2018.08.26,6.2,16.8,14.2,16.6,15.4,8.9
422,2018.08.27,2.5,0.0,8.9,21.2,15.05,9.6
423,2018.08.28,3.9,0.0,9.6,25.6,17.6,12.1
424,2018.08.29,3.5,0.0,12.1,26.4,19.25,13.1
425,2018.08.30,2.5,0.0,13.1,27.5,20.3,17.2
426,2018.08.31,3.4,0.9,17.2,27.4,22.299999999999997,16.4
427,2018.09.01,3.5,1.8,16.4,28.9,22.65,17.6
428,2018.09.02,4.4,2.7,17.6,27.4,22.5,17.3
429,2018.09.03,5.2,3.7,17.3,22.2,19.75,16.4
430,2018.09.04,2.4,20.5,16.4,18.4,17.4,15.8
431,2018.09.05,3.5,0.1,15.8,24.3,20.05,14.6
432,2018.09.06,2.1,0.2,14.6,22.3,18.45,11.3
433,2018.09.07,2.1,0.0,11.3,23.7,17.5,14.9
434,2018.09.08,4.2,0.0,14.9,24.4,19.65,12.6
435,2018.09.09,2.5,0.0,12.6,23.7,18.15,11.9
436,2018.09.10,2.7,0.0,11.9,23.8,17.85,12.5
437,2018.09.11,4.9,0.0,12.5,25.1,18.8,13.0
438,2018.09.12,2.1,0.0,13.0,26.7,19.85,13.1
439,2018.09.13,2.0,0.0,13.1,28.2,20.65,16.2
440,2018.09.14,2.1,0.0,16.2,26.0,21.1,17.9
441,2018.09.15,6.1,0.0,17.9,25.9,21.9,13.5
442,2018.09.16,3.4,0.0,13.5,22.0,17.75,11.5
443,2018.09.17,3.0,0.0,11.5,26.8,19.15,10.9
444,2018.09.18,2.3,0.0,10.9,25.4,18.15,11.3
445,2018.09.19,3.0,0.0,11.3,27.3,19.3,12.0
446,2018.09.20,2.1,0.0,12.0,28.0,20.0,13.6
447,2018.09.21,3.9,0.0,13.6,28.5,21.05,12.2
448,2018.09.22,9.5,0.3,12.2,17.5,14.85,9.5
449,2018.09.23,5.4,0.0,9.5,18.3,13.9,10.6
450,2018.09.24,10.1,3.1,10.6,18.9,14.75,7.6
451,2018.09.25,6.8,0.0,7.6,14.4,11.0,3.9
452,2018.09.26,4.0,0.0,3.9,14.1,9.0,2.8
453,2018.09.27,3.8,0.0,2.8,18.5,10.65,4.6
454,2018.09.28,3.1,0.0,4.6,18.1,11.350000000000001,7.0
455,2018.09.29,4.7,0.7,7.0,15.1,11.05,4.0
456,2018.09.30,4.4,0.0,4.0,15.7,9.85,6.4
457,2018.10.01,4.4,0.2,6.4,18.0,12.2,6.8
458,2018.10.02,6.3,0.8,6.8,14.3,10.55,3.5
459,2018.10.03,7.4,0.1,3.5,16.8,10.15,5.7
460,2018.10.04,4.3,0.0,5.7,15.7,10.7,2.9
461,2018.10.05,3.7,0.0,2.9,17.1,10.0,4.0
462,2018.10.06,5.1,0.0,4.0,20.3,12.15,12.7
463,2018.10.07,4.4,0.0,12.7,20.3,16.5,11.9
464,2018.10.08,2.6,0.4,11.9,19.6,15.75,10.0
465,2018.10.09,3.1,0.0,10.0,22.7,16.35,9.2
466,2018.10.10,2.7,0.0,9.2,23.1,16.15,9.0
467,2018.10.11,3.3,0.0,9.0,22.3,15.65,8.6
468,2018.10.12,2.9,0.0,8.6,21.0,14.8,8.2
469,2018.10.13,2.4,0.0,8.2,21.4,14.799999999999999,8.3
470,2018.10.14,4.3,0.0,8.3,19.5,13.9,7.5
471,2018.10.15,4.8,0.0,7.5,19.4,13.45,8.5
472,2018.10.16,4.9,0.0,8.5,18.8,13.65,8.8
473,2018.10.17,3.2,0.0,8.8,21.2,15.0,9.4
474,2018.10.18,2.0,0.0,9.4,21.1,15.25,8.9
475,2018.10.19,2.3,0.0,8.9,21.0,14.95,7.2
476,2018.10.20,5.2,0.0,7.2,19.6,13.4,8.3
477,2018.10.21,5.3,4.6,8.3,10.8,9.55,7.7
478,2018.10.22,3.5,0.3,7.7,15.0,11.35,8.2
479,2018.10.23,8.6,0.0,8.2,12.7,10.45,6.8
480,2018.10.24,12.6,1.4,6.8,12.8,9.8,6.0
481,2018.10.25,7.8,0.7,6.0,14.3,10.15,7.1
482,2018.10.26,5.1,0.0,7.1,14.1,10.6,10.6
483,2018.10.27,5.3,4.1,10.6,13.9,12.25,11.4
484,2018.10.28,7.3,6.9,11.4,20.7,16.05,16.0
485,2018.10.29,7.7,20.5,16.0,20.4,18.2,10.8
486,2018.10.30,7.7,4.7,10.8,18.1,14.450000000000001,9.9
487,2018.10.31,4.6,0.0,9.9,18.4,14.149999999999999,8.8
488,2018.11.01,4.7,0.0,8.8,20.8,14.8,13.0
489,2018.11.02,4.3,0.2,13.0,21.2,17.1,11.3
490,2018.11.03,2.7,0.0,11.3,19.6,15.450000000000001,7.9
491,2018.11.04,2.6,0.0,7.9,17.3,12.600000000000001,6.6
492,2018.11.05,4.2,0.0,6.6,17.2,11.899999999999999,7.3
493,2018.11.06,4.9,0.0,7.3,15.8,11.55,6.6
494,2018.11.07,4.8,0.0,6.6,15.6,11.1,5.4
495,2018.11.08,3.1,0.0,5.4,14.3,9.850000000000001,3.0
496,2018.11.09,3.6,0.0,3.0,12.7,7.85,3.2
497,2018.11.10,4.3,0.1,3.2,10.9,7.050000000000001,4.8
498,2018.11.11,4.0,0.2,4.8,15.0,9.9,4.3
499,2018.11.12,3.6,0.0,4.3,14.7,9.5,5.8
500,2018.11.13,3.8,0.1,5.8,13.8,9.8,3.5
501,2018.11.14,6.9,0.0,3.5,12.0,7.75,0.6
502,2018.11.15,2.5,0.0,0.6,10.7,5.6499999999999995,0.9
503,2018.11.16,5.3,0.0,0.9,8.3,4.6000000000000005,-1.5
504,2018.11.17,5.5,0.0,-1.5,5.9,2.2,-3.6
505,2018.11.18,2.5,0.0,-3.6,6.4,1.4000000000000001,-0.5
506,2018.11.19,4.1,1.2,-0.5,1.9,0.7,0.3
507,2018.11.20,8.7,4.0,0.3,4.5,2.4,3.4
508,2018.11.21,5.4,4.6,3.4,4.3,3.8499999999999996,2.4
509,2018.11.22,2.9,0.7,2.4,4.9,3.6500000000000004,2.7
510,2018.11.23,3.7,0.6,2.7,4.8,3.75,1.5
511,2018.11.24,4.4,2.8,1.5,6.4,3.95,4.7
512,2018.11.25,4.9,14.8,4.7,6.9,5.800000000000001,5.3
513,2018.11.26,6.7,14.3,5.3,9.4,7.35,0.9
514,2018.11.27,5.6,8.8,0.9,4.6,2.75,-3.8
515,2018.11.28,7.1,0.4,-3.8,1.6,-1.0999999999999999,-6.3
516,2018.11.29,5.4,0.6,-6.3,-0.2,-3.25,-5.3
517,2018.11.30,3.2,0.3,-5.3,-2.1,-3.7,-5.6
518,2018.12.01,2.8,0.1,-5.6,-1.8,-3.6999999999999997,-4.4
519,2018.12.02,4.3,0.0,-4.4,0.3,-2.0500000000000003,-2.4
520,2018.12.03,3.3,0.4,-2.4,3.3,0.44999999999999996,0.2
521,2018.12.04,5.9,0.7,0.2,5.4,2.8000000000000003,-5.0
522,2018.12.05,6.7,0.0,-5.0,4.9,-0.04999999999999982,-5.9
523,2018.12.06,3.0,0.1,-5.9,2.0,-1.9500000000000002,-0.9
524,2018.12.07,2.6,3.5,-0.9,2.6,0.8500000000000001,0.1
525,2018.12.08,6.0,6.4,0.1,6.8,3.4499999999999997,-0.1
526,2018.12.09,5.7,0.8,-0.1,6.1,3.0,1.4
527,2018.12.10,7.9,0.6,1.4,5.9,3.6500000000000004,-0.2
528,2018.12.11,5.6,0.8,-0.2,3.7,1.75,-0.9
529,2018.12.12,5.6,0.4,-0.9,3.1,1.1,-5.3
530,2018.12.13,2.0,0.0,-5.3,1.6,-1.8499999999999999,-5.7
531,2018.12.14,4.5,0.7,-5.7,-0.6,-3.15,-1.1
532,2018.12.15,5.8,14.8,-1.1,-0.4,-0.75,-4.2
533,2018.12.16,3.0,4.3,-4.2,-0.7,-2.45,-7.6
534,2018.12.17,1.9,0.4,-7.6,-4.3,-5.949999999999999,-8.2
535,2018.12.18,2.0,0.1,-8.2,-2.6,-5.3999999999999995,-9.8
536,2018.12.19,4.0,0.7,-9.8,-7.0,-8.4,-8.3
537,2018.12.20,4.7,1.2,-8.3,-4.2,-6.25,-6.3
538,2018.12.21,3.1,0.0,-6.3,-0.9,-3.6,1.1
539,2018.12.22,5.7,1.4,1.1,6.7,3.9000000000000004,2.1
540,2018.12.23,6.3,0.6,2.1,6.4,4.25,-2.1
541,2018.12.24,6.0,6.2,-2.1,4.0,0.95,-3.5
542,2018.12.25,7.9,0.4,-3.5,2.0,-0.75,-0.8
543,2018.12.26,7.1,0.2,-0.8,3.8,1.5,0.0
544,2018.12.27,5.6,0.0,0.0,5.9,2.95,2.3
545,2018.12.28,6.5,0.0,2.3,6.1,4.199999999999999,0.0
546,2018.12.29,5.7,0.0,0.0,5.1,2.55,-0.7
547,2018.12.30,8.8,1.4,-0.7,4.8,2.05,-1.5
548,2018.12.31,7.5,0.3,-1.5,4.2,1.35,-4.6
549,2019.01.01,6.1,0.9,-4.6,2.7,-0.9499999999999997,-0.7
550,2019.01.02,9.5,0.9,-0.7,3.1,1.2000000000000002,-3.3
551,2019.01.03,7.9,0.1,-3.3,0.3,-1.5,-6.3
552,2019.01.04,5.4,0.2,-6.3,-1.0,-3.65,-3.2
553,2019.01.05,5.8,4.0,-3.2,2.2,-0.5,-6.5
554,2019.01.06,7.3,0.0,-6.5,0.4,-3.05,-14.9
555,2019.01.07,1.9,0.0,-14.9,-5.2,-10.05,-10.4
556,2019.01.08,4.4,4.7,-10.4,0.0,-5.2,-1.2
557,2019.01.09,4.6,1.9,-1.2,1.8,0.30000000000000004,-8.6
558,2019.01.10,3.2,0.3,-8.6,0.2,-4.2,-9.8
559,2019.01.11,5.6,0.1,-9.8,-6.5,-8.15,-4.3
560,2019.01.12,6.0,1.2,-4.3,3.3,-0.5,0.0
561,2019.01.13,5.9,1.4,0.0,3.3,1.65,-1.4
562,2019.01.14,10.1,4.7,-1.4,3.1,0.8500000000000001,-3.2
563,2019.01.15,8.2,0.7,-3.2,1.2,-1.0,-1.3
564,2019.01.16,10.0,0.2,-1.3,5.7,2.2,-1.1
565,2019.01.17,6.0,3.3,-1.1,10.0,4.45,-3.2
566,2019.01.18,8.1,7.2,-3.2,5.6,1.1999999999999997,-4.7
567,2019.01.19,3.6,0.0,-4.7,0.6,-2.0500000000000003,-2.1
568,2019.01.20,3.7,2.7,-2.1,0.0,-1.05,-7.0
569,2019.01.21,1.8,0.1,-7.0,0.0,-3.5,-9.9
570,2019.01.22,3.0,0.0,-9.9,-2.4,-6.15,-7.1
571,2019.01.23,4.7,2.7,-7.1,-1.4,-4.25,-3.1
572,2019.01.24,3.6,1.2,-3.1,1.5,-0.8,-6.3
573,2019.01.25,6.7,2.5,-6.3,-3.3,-4.8,-6.5
574,2019.01.26,7.1,0.0,-6.5,-2.7,-4.6,-2.1
575,2019.01.27,5.2,0.7,-2.1,2.7,0.30000000000000004,-1.9
576,2019.01.28,4.5,5.7,-1.9,3.6,0.8500000000000001,-3.6
577,2019.01.29,4.8,0.1,-3.6,3.3,-0.15000000000000013,-8.5
578,2019.01.30,2.6,0.1,-8.5,-1.3,-4.9,-3.4
579,2019.01.31,2.4,0.2,-3.4,0.1,-1.65,-2.0
580,2019.02.01,4.7,1.8,-2.0,2.3,0.1499999999999999,5.3
581,2019.02.02,6.7,2.5,5.3,9.5,7.4,3.5
582,2019.02.03,7.6,2.0,3.5,11.0,7.25,0.9
583,2019.02.04,8.5,0.3,0.9,4.4,2.6500000000000004,-1.4
584,2019.02.05,3.0,0.2,-1.4,4.7,1.6500000000000001,-4.8
585,2019.02.06,3.0,0.0,-4.8,3.3,-0.75,-5.5
586,2019.02.07,2.5,0.0,-5.5,2.2,-1.65,-4.5
587,2019.02.08,2.0,0.3,-4.5,3.8,-0.3500000000000001,-3.7
588,2019.02.09,2.7,0.1,-3.7,3.8,0.04999999999999982,-4.5
589,2019.02.10,7.7,0.8,-4.5,6.3,0.8999999999999999,2.6
590,2019.02.11,10.5,4.3,2.6,6.0,4.3,-0.7
591,2019.02.12,9.6,0.1,-0.7,3.2,1.25,-1.7
592,2019.02.13,5.9,0.1,-1.7,3.6,0.9500000000000001,-0.3
593,2019.02.14,6.5,0.0,-0.3,7.1,3.4,-2.6
594,2019.02.15,1.9,0.0,-2.6,7.1,2.25,-2.3
595,2019.02.16,2.3,0.0,-2.3,8.4,3.0500000000000003,-2.1
596,2019.02.17,1.9,0.0,-2.1,9.7,3.8,-2.3
597,2019.02.18,2.2,0.0,-2.3,7.3,2.5,-1.3
598,2019.02.19,2.3,0.2,-1.3,7.2,2.95,0.8
599,2019.02.20,4.9,0.0,0.8,8.3,4.550000000000001,-0.5
600,2019.02.21,4.2,0.5,-0.5,8.6,4.05,-2.7
601,2019.02.22,7.6,1.6,-2.7,10.6,3.9499999999999997,-6.4
602,2019.02.23,6.2,0.0,-6.4,-0.8,-3.6,-6.6
603,2019.02.24,3.3,0.0,-6.6,1.5,-2.55,-4.0
604,2019.02.25,3.0,0.0,-4.0,6.5,1.25,-3.9
605,2019.02.26,6.9,0.0,-3.9,10.5,3.3,-0.1
606,2019.02.27,5.0,0.0,-0.1,9.5,4.7,0.9
607,2019.02.28,8.4,0.0,0.9,12.9,6.9,4.7
608,2019.03.01,5.5,0.1,4.7,11.6,8.15,2.5
609,2019.03.02,4.5,0.4,2.5,6.9,4.7,3.1
610,2019.03.03,5.7,0.5,3.1,11.7,7.3999999999999995,4.1
611,2019.03.04,9.8,0.0,4.1,14.8,9.45,5.0
612,2019.03.05,6.9,1.5,5.0,11.9,8.45,3.5
613,2019.03.06,4.7,0.5,3.5,13.6,8.55,6.5
614,2019.03.07,8.8,0.0,6.5,17.2,11.85,7.8
615,2019.03.08,4.7,1.7,7.8,14.8,11.3,5.8
616,2019.03.09,5.8,0.2,5.8,12.8,9.3,6.8
617,2019.03.10,9.1,0.2,6.8,13.8,10.3,3.8
618,2019.03.11,14.0,0.3,3.8,9.3,6.550000000000001,0.0
619,2019.03.12,5.8,0.0,0.0,7.9,3.95,-1.6
620,2019.03.13,5.7,2.1,-1.6,6.0,2.2,-0.9
621,2019.03.14,3.8,0.0,-0.9,9.5,4.3,4.5
622,2019.03.15,8.2,2.2,4.5,10.1,7.3,7.7
623,2019.03.16,7.2,0.9,7.7,10.0,8.85,3.6
624,2019.03.17,6.5,0.0,3.6,17.6,10.600000000000001,6.2
625,2019.03.18,8.7,1.5,6.2,11.5,8.85,5.2
626,2019.03.19,5.5,0.4,5.2,9.9,7.550000000000001,2.5
627,2019.03.20,2.1,0.0,2.5,10.0,6.25,-0.6
628,2019.03.21,2.0,0.0,-0.6,11.1,5.25,0.7
629,2019.03.22,2.0,0.0,0.7,14.0,7.35,2.5
630,2019.03.23,2.8,0.0,2.5,15.6,9.05,5.5
631,2019.03.24,4.8,0.0,5.5,17.7,11.6,7.5
632,2019.03.25,5.5,0.2,7.5,12.1,9.8,5.2
633,2019.03.26,5.9,0.0,5.2,11.0,8.1,1.6
634,2019.03.27,5.6,0.0,1.6,9.0,5.3,-1.1
635,2019.03.28,3.6,0.0,-1.1,13.2,6.05,2.3
636,2019.03.29,2.2,0.0,2.3,13.8,8.05,2.1
637,2019.03.30,2.0,0.0,2.1,15.7,8.9,3.1
638,2019.03.31,2.5,0.0,3.1,17.7,10.4,6.1
639,2019.04.01,5.9,0.0,6.1,13.9,10.0,5.0
640,2019.04.02,6.6,0.0,5.0,15.2,10.1,8.2
641,2019.04.03,6.6,0.0,8.2,15.5,11.85,9.0
642,2019.04.04,7.0,0.0,9.0,17.0,13.0,6.6
643,2019.04.05,7.7,3.0,6.6,15.0,10.8,5.9
644,2019.04.06,3.5,3.0,5.9,15.5,10.7,6.7
645,2019.04.07,4.0,0.0,6.7,17.6,12.15,8.6
646,2019.04.08,3.3,0.0,8.6,19.7,14.149999999999999,12.0
647,2019.04.09,4.5,0.4,12.0,19.0,15.5,10.9
648,2019.04.10,5.4,0.0,10.9,17.5,14.2,10.0
649,2019.04.11,6.5,6.4,10.0,14.2,12.1,7.7
650,2019.04.12,5.4,13.4,7.7,10.5,9.1,7.7
651,2019.04.13,5.4,0.2,7.7,10.1,8.9,8.4
652,2019.04.14,6.4,1.3,8.4,14.4,11.4,4.6
653,2019.04.15,6.4,0.0,4.6,12.4,8.5,2.1
654,2019.04.16,3.9,0.0,2.1,12.8,7.45,3.4
655,2019.04.17,3.0,0.0,3.4,15.2,9.299999999999999,9.2
656,2019.04.18,4.1,0.1,9.2,18.4,13.799999999999999,11.3
657,2019.04.19,4.0,0.0,11.3,20.7,16.0,11.0
658,2019.04.20,3.2,0.0,11.0,19.6,15.3,11.8
659,2019.04.21,3.6,0.0,11.8,20.3,16.05,12.0
660,2019.04.22,7.1,0.3,12.0,19.1,15.55,9.9
661,2019.04.23,7.4,4.8,9.9,11.8,10.850000000000001,10.2
662,2019.04.24,6.0,2.1,10.2,21.4,15.799999999999999,12.7
663,2019.04.25,6.3,0.0,12.7,23.8,18.25,15.8
664,2019.04.26,6.1,2.8,15.8,25.9,20.85,12.2
665,2019.04.27,6.7,4.3,12.2,17.7,14.95,11.7
666,2019.04.28,8.2,0.4,11.7,15.8,13.75,10.3
667,2019.04.29,5.2,0.9,10.3,15.9,13.100000000000001,9.0
668,2019.04.30,3.8,6.1,9.0,16.8,12.9,10.4
669,2019.05.01,6.4,0.0,10.4,19.3,14.850000000000001,10.8
670,2019.05.02,5.5,1.0,10.8,21.1,15.950000000000001,11.9
671,2019.05.03,5.9,0.6,11.9,16.9,14.399999999999999,12.3
672,2019.05.04,5.0,10.9,12.3,17.4,14.85,7.1
673,2019.05.05,5.8,27.1,7.1,11.3,9.2,7.1
674,2019.05.06,4.9,9.1,7.1,11.7,9.399999999999999,6.8
675,2019.05.07,6.3,0.0,6.8,15.2,11.0,7.8
676,2019.05.08,4.6,0.0,7.8,17.8,12.8,9.9
677,2019.05.09,5.0,17.0,9.9,11.4,10.65,9.9
678,2019.05.10,6.6,0.6,9.9,19.3,14.600000000000001,11.2
679,2019.05.11,3.6,0.8,11.2,22.3,16.75,13.6
680,2019.05.12,4.9,9.8,13.6,22.3,17.95,8.8
681,2019.05.13,6.3,1.2,8.8,16.4,12.6,6.8
682,2019.05.14,6.0,30.3,6.8,10.5,8.65,8.5
683,2019.05.15,3.0,9.3,8.5,11.6,10.05,7.4
684,2019.05.16,2.2,0.1,7.4,17.0,12.2,10.4
685,2019.05.17,2.6,0.0,10.4,20.0,15.2,11.8
686,2019.05.18,3.9,0.2,11.8,23.4,17.6,14.2
687,2019.05.19,4.7,3.5,14.2,24.4,19.299999999999997,15.9
688,2019.05.20,6.0,7.7,15.9,22.4,19.15,12.7
689,2019.05.21,5.4,5.7,12.7,19.8,16.25,14.3
690,2019.05.22,7.1,1.5,14.3,17.6,15.950000000000001,12.6
691,2019.05.23,7.7,0.0,12.6,18.5,15.55,10.5
692,2019.05.24,3.5,2.2,10.5,20.5,15.5,13.6
693,2019.05.25,2.9,0.0,13.6,23.9,18.75,16.0
694,2019.05.26,2.8,0.0,16.0,25.6,20.8,17.3
695,2019.05.27,4.2,7.8,17.3,25.6,21.450000000000003,15.3
696,2019.05.28,4.2,9.4,15.3,23.6,19.450000000000003,14.2
697,2019.05.29,3.3,5.8,14.2,21.8,18.0,12.7
698,2019.05.30,4.2,23.1,12.7,16.7,14.7,12.9
699,2019.05.31,3.3,1.4,12.9,23.1,18.0,15.8
700,2019.06.01,4.9,0.9,15.8,25.2,20.5,17.0
701,2019.06.02,3.6,0.0,17.0,27.2,22.1,18.1
702,2019.06.03,3.5,0.2,18.1,28.1,23.1,18.7
703,2019.06.04,3.3,0.0,18.7,27.5,23.1,19.7
704,2019.06.05,3.9,3.0,19.7,27.7,23.7,17.3
705,2019.06.06,4.8,4.6,17.3,26.2,21.75,18.2
706,2019.06.07,4.1,8.8,18.2,27.7,22.95,18.2
707,2019.06.08,6.0,0.0,18.2,27.1,22.65,17.9
708,2019.06.09,3.6,0.0,17.9,28.1,23.0,20.0
709,2019.06.10,4.2,0.0,20.0,30.4,25.2,21.1
710,2019.06.11,4.4,0.0,21.1,30.9,26.0,21.5
711,2019.06.12,5.4,0.0,21.5,31.1,26.3,22.3
712,2019.06.13,4.1,3.2,22.3,33.3,27.799999999999997,23.3
713,2019.06.14,3.7,0.0,23.3,33.0,28.15,23.6
714,2019.06.15,3.9,0.3,23.6,33.8,28.7,24.4
715,2019.06.16,4.7,7.1,24.4,31.7,28.049999999999997,21.0
716,2019.06.17,3.7,10.7,21.0,29.4,25.2,19.9
717,2019.06.18,4.3,3.0,19.9,26.6,23.25,22.9
718,2019.06.19,4.8,15.9,22.9,29.7,26.299999999999997,22.4
719,2019.06.20,2.5,6.9,22.4,29.8,26.1,21.0
720,2019.06.21,4.5,0.8,21.0,29.2,25.1,22.3
721,2019.06.22,3.3,2.4,22.3,29.8,26.05,21.1
722,2019.06.23,4.2,20.1,21.1,26.8,23.950000000000003,20.3
723,2019.06.24,5.7,0.8,20.3,29.0,24.65,20.4
724,2019.06.25,4.2,0.0,20.4,31.3,25.85,23.9
725,2019.06.26,3.2,0.0,23.9,32.5,28.2,23.2
726,2019.06.27,7.5,0.0,23.2,32.5,27.85,18.3
727,2019.06.28,4.0,0.0,18.3,26.2,22.25,18.6
728,2019.06.29,3.2,0.0,18.6,28.2,23.4,20.7
729,2019.06.30,4.3,0.0,20.7,29.1,24.9,20.8
730,2019.07.01,3.8,0.0,20.8,32.2,26.5,23.2
731,2019.07.02,6.3,0.0,23.2,30.9,27.049999999999997,20.1
732,2019.07.03,5.1,0.0,20.1,27.1,23.6,19.1
733,2019.07.04,4.2,0.0,19.1,25.8,22.450000000000003,19.7
734,2019.07.05,5.3,0.0,19.7,28.4,24.049999999999997,20.8
735,2019.07.06,5.7,0.0,20.8,29.6,25.200000000000003,20.8
736,2019.07.07,6.6,13.3,20.8,24.3,22.55,17.4
737,2019.07.08,4.7,0.0,17.4,23.0,20.2,17.7
738,2019.07.09,5.6,0.0,17.7,22.5,20.1,17.3
739,2019.07.10,5.7,0.0,17.3,23.1,20.200000000000003,15.1
740,2019.07.11,5.2,0.0,15.1,23.9,19.5,17.3
741,2019.07.12,3.5,0.0,17.3,21.3,19.3,15.9
742,2019.07.13,4.9,12.9,15.9,22.4,19.15,15.6
743,2019.07.14,4.9,0.6,15.6,25.9,20.75,17.6
744,2019.07.15,3.6,0.8,17.6,23.8,20.700000000000003,18.0
745,2019.07.16,4.5,0.0,18.0,26.1,22.05,14.7
746,2019.07.17,4.9,0.0,14.7,24.6,19.65,18.8
747,2019.07.18,3.8,1.0,18.8,27.8,23.3,20.2
748,2019.07.19,3.5,2.4,20.2,28.5,24.35,20.8
749,2019.07.20,4.3,0.0,20.8,30.2,25.5,22.0
750,2019.07.21,5.2,0.6,22.0,32.0,27.0,21.1
751,2019.07.22,5.7,0.0,21.1,28.6,24.85,21.2
752,2019.07.23,4.6,0.0,21.2,27.8,24.5,19.9
753,2019.07.24,3.4,0.0,19.9,29.8,24.85,21.6
754,2019.07.25,2.6,0.0,21.6,30.1,25.85,22.6
755,2019.07.26,3.1,0.1,22.6,32.5,27.55,21.8
756,2019.07.27,3.8,12.9,21.8,30.2,26.0,20.7
757,2019.07.28,5.0,5.4,20.7,32.2,26.450000000000003,20.7
758,2019.07.29,4.3,4.3,20.7,29.3,25.0,20.8
759,2019.07.30,5.5,0.0,20.8,30.5,25.65,22.6
760,2019.07.31,4.6,0.0,22.6,28.7,25.65,21.8
761,2019.08.01,4.4,0.9,21.8,30.6,26.200000000000003,21.8
762,2019.08.02,4.3,0.0,21.8,27.9,24.85,18.2
763,2019.08.03,5.6,37.4,18.2,25.8,22.0,17.5
764,2019.08.04,3.0,0.0,17.5,26.9,22.2,19.7
765,2019.08.05,4.2,0.5,19.7,27.2,23.45,20.5
766,2019.08.06,3.0,0.4,20.5,31.2,25.85,22.6
767,2019.08.07,6.0,1.5,22.6,31.7,27.15,20.7
768,2019.08.08,5.9,0.0,20.7,28.8,24.75,22.0
769,2019.08.09,4.1,0.1,22.0,30.7,26.35,23.1
770,2019.08.10,3.2,0.0,23.1,33.4,28.25,23.7
771,2019.08.11,4.7,0.0,23.7,33.6,28.65,24.8
772,2019.08.12,3.7,0.0,24.8,36.2,30.5,20.3
773,2019.08.13,7.2,3.7,20.3,28.0,24.15,17.4
774,2019.08.14,4.6,12.0,17.4,23.0,20.2,16.8
775,2019.08.15,2.5,0.0,16.8,24.2,20.5,19.1
776,2019.08.16,4.3,1.1,19.1,25.4,22.25,17.9
777,2019.08.17,3.1,0.0,17.9,27.4,22.65,20.0
778,2019.08.18,4.2,0.0,20.0,29.7,24.85,21.7
779,2019.08.19,3.3,0.0,21.7,32.3,27.0,23.3
780,2019.08.20,3.0,0.0,23.3,33.6,28.450000000000003,22.5
781,2019.08.21,5.5,0.5,22.5,30.2,26.35,19.4
782,2019.08.22,3.1,2.3,19.4,27.7,23.549999999999997,21.6
783,2019.08.23,2.2,0.0,21.6,30.5,26.05,23.4
784,2019.08.24,4.0,0.0,23.4,32.1,27.75,23.7
785,2019.08.25,3.3,1.5,23.7,32.0,27.85,24.3
786,2019.08.26,4.0,1.3,24.3,31.5,27.9,24.4
787,2019.08.27,3.9,0.9,24.4,31.5,27.95,24.7
788,2019.08.28,3.2,0.0,24.7,33.4,29.049999999999997,25.4
789,2019.08.29,2.9,0.0,25.4,33.1,29.25,24.7
790,2019.08.30,2.6,0.0,24.7,34.7,29.700000000000003,25.0
791,2019.08.31,3.9,0.1,25.0,33.1,29.05,24.8
792,2019.09.01,3.7,0.0,24.8,32.3,28.549999999999997,22.2
793,2019.09.02,4.7,0.0,22.2,32.6,27.4,16.1
794,2019.09.03,6.8,2.2,16.1,21.9,19.0,15.9
795,2019.09.04,1.9,0.0,15.9,25.6,20.75,18.6
796,2019.09.05,2.0,0.0,18.6,26.5,22.55,17.3
797,2019.09.06,4.0,0.0,17.3,26.3,21.8,18.2
798,2019.09.07,3.0,2.4,18.2,20.5,19.35,17.6
799,2019.09.08,2.6,5.3,17.6,23.0,20.3,15.0
800,2019.09.09,5.6,20.3,15.0,21.8,18.4,14.7
801,2019.09.10,3.2,0.0,14.7,22.7,18.7,16.7
802,2019.09.11,2.0,0.0,16.7,26.1,21.4,19.7
803,2019.09.12,5.4,0.0,19.7,25.5,22.6,16.3
804,2019.09.13,4.3,0.0,16.3,25.4,20.85,18.4
