,Date,Wind_m/s,Precipitation_mm,Min_temp,Max_temp,Mean_temp,Target: Max_temp
1167,2020.09.10,3.0,0.0,19.6,27.7,23.65,27.5
1168,2020.09.11,2.8,0.0,19.6,27.5,23.55,29.6
1169,2020.09.12,3.0,0.0,20.5,29.6,25.05,30.2
1170,2020.09.13,2.7,0.0,22.3,30.2,26.25,30.5
1171,2020.09.14,3.9,0.0,22.4,30.5,26.45,30.7
1172,2020.09.15,3.9,0.0,22.8,30.7,26.75,30.5
1173,2020.09.16,2.7,0.0,23.0,30.5,26.75,30.5
1174,2020.09.17,3.9,0.8,19.9,30.5,25.2,23.5
1175,2020.09.18,3.6,0.0,17.2,23.5,20.35,23.1
1176,2020.09.19,2.6,0.0,16.5,23.1,19.8,25.7
1177,2020.09.20,4.0,0.0,16.3,25.7,21.0,26.8
1178,2020.09.21,4.1,0.0,17.8,26.8,22.3,28.1
1179,2020.09.22,4.7,0.0,18.5,28.1,23.3,26.4
1180,2020.09.23,2.5,1.8,19.4,26.4,22.9,24.9
1181,2020.09.24,2.0,1.0,18.9,24.9,21.9,21.6
1182,2020.09.25,5.6,9.2,18.5,21.6,20.05,18.3
1183,2020.09.26,7.6,10.4,11.8,18.3,15.05,16.9
1184,2020.09.27,6.0,0.0,9.5,16.9,13.2,19.6
1185,2020.09.28,6.0,8.5,13.3,19.6,16.450000000000003,17.0
1186,2020.09.29,6.0,0.2,13.4,17.0,15.2,16.0
1187,2020.09.30,6.9,0.2,11.9,16.0,13.95,15.8
1188,2020.10.01,5.2,6.0,13.9,15.8,14.850000000000001,21.6
1189,2020.10.02,4.3,0.2,12.5,21.6,17.05,27.0
1190,2020.10.03,6.9,0.0,16.1,27.0,21.55,22.4
1191,2020.10.04,6.4,6.0,17.6,22.4,20.0,22.8
1192,2020.10.05,5.7,0.0,16.2,22.8,19.5,21.9
1193,2020.10.06,4.3,0.0,14.8,21.9,18.35,15.9
1194,2020.10.07,6.8,2.5,14.5,15.9,15.2,18.1
1195,2020.10.08,6.6,0.0,11.3,18.1,14.700000000000001,18.8
1196,2020.10.09,2.5,0.0,12.1,18.8,15.45,20.6
1197,2020.10.10,2.3,0.0,15.1,20.6,17.85,14.7
1198,2020.10.11,3.7,1.5,12.5,14.7,13.6,13.5
1199,2020.10.12,4.9,30.1,9.6,13.5,11.55,10.1
1200,2020.10.13,7.9,32.5,8.0,10.1,9.05,13.1
1201,2020.10.14,8.9,8.8,7.5,13.1,10.3,12.6
1202,2020.10.15,4.2,10.4,10.3,12.6,11.45,12.8
1203,2020.10.16,3.8,0.9,9.3,12.8,11.05,10.6
1204,2020.10.17,5.5,0.0,8.6,10.6,9.6,12.3
1205,2020.10.18,6.0,0.0,7.9,12.3,10.100000000000001,14.1
1206,2020.10.19,2.8,0.0,8.0,14.1,11.05,14.8
1207,2020.10.20,4.0,0.0,9.6,14.8,12.2,16.6
1208,2020.10.21,4.2,0.0,8.9,16.6,12.75,15.7
1209,2020.10.22,3.2,0.0,10.3,15.7,13.0,16.4
1210,2020.10.23,1.8,0.0,10.8,16.4,13.6,17.9
1211,2020.10.24,5.6,0.0,12.1,17.9,15.0,13.3
1212,2020.10.25,2.3,4.5,12.9,13.3,13.100000000000001,19.0
1213,2020.10.26,6.6,0.0,11.7,19.0,15.35,18.1
1214,2020.10.27,3.0,0.0,12.1,18.1,15.100000000000001,17.6
1215,2020.10.28,2.1,0.0,11.7,17.6,14.65,16.4
1216,2020.10.29,5.7,0.4,11.7,16.4,14.049999999999999,12.6
1217,2020.10.30,5.5,2.0,8.8,12.6,10.7,17.0
1218,2020.10.31,6.9,0.9,12.6,17.0,14.8,13.4
1219,2020.11.01,2.3,0.6,9.1,13.4,11.25,13.6
1220,2020.11.02,1.8,1.5,11.7,13.6,12.649999999999999,17.5
1221,2020.11.03,1.5,0.0,13.2,17.5,15.35,13.8
1222,2020.11.04,0.9,3.7,13.1,13.8,13.45,12.5
1223,2020.11.05,3.7,8.7,9.8,12.5,11.15,12.7
1224,2020.11.06,1.6,0.0,8.1,12.7,10.399999999999999,13.1
1225,2020.11.07,1.5,0.0,8.2,13.1,10.649999999999999,12.8
1226,2020.11.08,1.4,0.0,7.8,12.8,10.3,13.0
1227,2020.11.09,0.8,0.0,7.9,13.0,10.45,12.8
1228,2020.11.10,1.3,0.0,7.9,12.8,10.350000000000001,11.1
1229,2020.11.11,1.3,0.0,7.0,11.1,9.05,9.4
1230,2020.11.12,3.0,0.0,7.9,9.4,8.65,11.3
1231,2020.11.13,1.1,0.0,6.7,11.3,9.0,11.0
1232,2020.11.14,1.7,0.0,6.6,11.0,8.8,11.1
1233,2020.11.15,2.7,0.0,6.3,11.1,8.7,9.1
1234,2020.11.16,3.3,0.3,7.6,9.1,8.35,11.5
1235,2020.11.17,2.0,0.0,6.7,11.5,9.1,11.4
1236,2020.11.18,1.6,0.0,7.0,11.4,9.2,10.7
1237,2020.11.19,2.5,1.1,5.8,10.7,8.25,8.8
1238,2020.11.20,5.9,0.0,3.9,8.8,6.3500000000000005,6.6
1239,2020.11.21,3.1,0.0,1.9,6.6,4.25,5.7
1240,2020.11.22,2.3,0.0,1.6,5.7,3.6500000000000004,6.3
1241,2020.11.23,2.2,0.0,3.1,6.3,4.7,6.6
1242,2020.11.24,2.2,0.0,2.0,6.6,4.3,5.9
1243,2020.11.25,2.1,0.0,1.2,5.9,3.5500000000000003,5.8
1244,2020.11.26,1.3,0.0,1.2,5.8,3.5,5.5
1245,2020.11.27,0.7,0.0,1.8,5.5,3.65,3.4
1246,2020.11.28,1.8,0.0,1.2,3.4,2.3,3.1
1247,2020.11.29,1.4,0.0,1.2,3.1,2.15,2.8
1248,2020.11.30,1.5,0.0,0.0,2.8,1.4,2.1
1249,2020.12.01,2.9,0.0,-0.6,2.1,0.75,2.6
1250,2020.12.02,2.8,0.0,-0.4,2.6,1.1,2.8
1251,2020.12.03,5.7,1.3,0.0,2.8,1.4,7.2
1252,2020.12.04,4.8,0.0,2.4,7.2,4.8,10.2
1253,2020.12.05,3.6,0.0,4.5,10.2,7.35,12.2
1254,2020.12.06,6.6,0.0,6.4,12.2,9.3,8.9
1255,2020.12.07,6.8,10.6,6.6,8.9,7.75,7.7
1256,2020.12.08,5.6,0.0,4.1,7.7,5.9,6.1
1257,2020.12.09,5.2,3.7,2.9,6.1,4.5,6.2
1258,2020.12.10,4.2,7.8,4.6,6.2,5.4,6.5
1259,2020.12.11,2.1,0.0,3.3,6.5,4.9,5.5
1260,2020.12.12,3.0,0.0,2.4,5.5,3.95,6.3
1261,2020.12.13,3.1,0.0,2.8,6.3,4.55,5.8
1262,2020.12.14,2.2,0.0,1.7,5.8,3.75,5.1
1263,2020.12.15,2.5,0.0,1.3,5.1,3.1999999999999997,4.1
1264,2020.12.16,1.4,0.0,1.5,4.1,2.8,5.0
1265,2020.12.17,1.3,0.0,1.4,5.0,3.2,5.5
1266,2020.12.18,1.0,0.0,4.4,5.5,4.95,5.0
1267,2020.12.19,2.1,0.0,2.5,5.0,3.75,4.6
1268,2020.12.20,2.2,0.0,1.9,4.6,3.25,4.4
1269,2020.12.21,2.2,0.0,2.1,4.4,3.25,4.7
1270,2020.12.22,2.1,2.6,2.9,4.7,3.8,8.9
1271,2020.12.23,2.4,0.7,5.7,8.9,7.300000000000001,9.7
1272,2020.12.24,6.0,1.1,7.1,9.7,8.399999999999999,6.8
1273,2020.12.25,6.1,0.0,3.4,6.8,5.1,4.0
1274,2020.12.26,4.1,0.0,1.0,4.0,2.5,3.6
1275,2020.12.27,4.3,0.1,-0.1,3.6,1.75,8.8
1276,2020.12.28,9.2,4.4,3.4,8.8,6.1000000000000005,9.6
1277,2020.12.29,9.7,1.6,5.6,9.6,7.6,6.9
1278,2020.12.30,4.0,3.3,5.7,6.9,6.300000000000001,6.3
1279,2020.12.31,2.6,0.0,4.2,6.3,5.25,4.4
1280,2021.01.01,2.5,0.0,2.2,4.4,3.3000000000000003,5.9
1281,2021.01.02,3.8,0.0,3.2,5.9,4.550000000000001,5.6
1282,2021.01.03,4.6,0.9,3.6,5.6,4.6,6.2
1283,2021.01.04,2.8,0.2,4.4,6.2,5.300000000000001,7.5
1284,2021.01.05,4.2,0.0,3.9,7.5,5.7,5.1
1285,2021.01.06,3.6,2.1,2.7,5.1,3.9,4.6
1286,2021.01.07,5.3,1.5,1.6,4.6,3.0999999999999996,3.6
1287,2021.01.08,2.4,1.0,0.6,3.6,2.1,2.6
1288,2021.01.09,2.8,0.0,-0.2,2.6,1.2,1.8
1289,2021.01.10,2.7,0.0,-0.1,1.8,0.85,2.4
1290,2021.01.11,2.8,0.0,-0.5,2.4,0.95,1.7
1291,2021.01.12,2.6,0.0,-1.6,1.7,0.04999999999999993,1.9
1292,2021.01.13,6.4,1.2,-0.4,1.9,0.75,0.4
1293,2021.01.14,7.4,1.7,-1.4,0.4,-0.49999999999999994,0.0
1294,2021.01.15,5.1,0.0,-1.9,0.0,-0.95,-0.8
1295,2021.01.16,5.9,0.0,-3.7,-0.8,-2.25,-1.5
1296,2021.01.17,5.2,0.0,-4.3,-1.5,-2.9,-2.7
1297,2021.01.18,2.6,0.0,-5.9,-2.7,-4.300000000000001,2.5
1298,2021.01.19,3.4,0.0,-2.4,2.5,0.050000000000000044,6.2
1299,2021.01.20,4.7,0.4,0.6,6.2,3.4,9.6
1300,2021.01.21,5.3,0.0,3.0,9.6,6.3,9.7
1301,2021.01.22,6.3,0.5,5.1,9.7,7.3999999999999995,10.4
1302,2021.01.23,5.6,7.0,5.3,10.4,7.85,5.7
1303,2021.01.24,7.1,1.3,2.9,5.7,4.3,3.2
1304,2021.01.25,7.8,2.1,0.8,3.2,2.0,3.1
1305,2021.01.26,6.0,0.0,0.0,3.1,1.55,3.0
1306,2021.01.27,6.0,0.0,0.0,3.0,1.5,2.3
1307,2021.01.28,3.8,0.0,-0.5,2.3,0.8999999999999999,5.7
1308,2021.01.29,4.0,2.5,1.7,5.7,3.7,9.6
1309,2021.01.30,6.7,0.0,3.8,9.6,6.699999999999999,2.8
1310,2021.01.31,5.1,0.9,-0.3,2.8,1.25,4.6
1311,2021.02.01,2.4,0.0,0.2,4.6,2.4,6.2
1312,2021.02.02,2.1,0.0,1.4,6.2,3.8,10.0
1313,2021.02.03,4.6,0.5,2.3,10.0,6.15,11.6
1314,2021.02.04,8.3,0.1,6.4,11.6,9.0,6.2
1315,2021.02.05,2.7,1.8,4.9,6.2,5.550000000000001,7.1
1316,2021.02.06,4.0,0.5,5.0,7.1,6.05,9.0
1317,2021.02.07,4.1,4.5,3.0,9.0,6.0,6.6
1318,2021.02.08,6.1,3.5,1.1,6.6,3.8499999999999996,3.4
1319,2021.02.09,3.1,13.4,1.0,3.4,2.2,6.6
1320,2021.02.10,2.6,10.7,2.3,6.6,4.449999999999999,3.0
1321,2021.02.11,11.3,0.8,-7.1,3.0,-2.05,-3.4
1322,2021.02.12,6.3,0.0,-7.1,-3.4,-5.25,-2.6
1323,2021.02.13,3.6,0.0,-7.1,-2.6,-4.85,0.9
1324,2021.02.14,3.4,0.0,-3.9,0.9,-1.5,0.6
1325,2021.02.15,4.4,0.0,-4.1,0.6,-1.7499999999999998,1.4
1326,2021.02.16,2.1,0.0,-1.9,1.4,-0.25,3.2
1327,2021.02.17,5.1,0.2,-0.1,3.2,1.55,7.1
1328,2021.02.18,4.4,0.0,1.1,7.1,4.1,3.5
1329,2021.02.19,2.6,0.0,1.1,3.5,2.3,6.4
1330,2021.02.20,2.3,0.0,2.8,6.4,4.6,8.1
1331,2021.02.21,3.8,0.0,2.7,8.1,5.4,10.8
1332,2021.02.22,3.0,0.0,1.5,10.8,6.15,10.7
1333,2021.02.23,2.1,0.0,3.7,10.7,7.199999999999999,13.7
1334,2021.02.24,1.0,0.0,5.5,13.7,9.6,15.0
1335,2021.02.25,1.6,0.0,6.5,15.0,10.75,15.3
1336,2021.02.26,1.8,0.0,7.3,15.3,11.3,10.3
1337,2021.02.27,7.8,0.0,5.5,10.3,7.9,8.6
1338,2021.02.28,2.4,0.0,3.0,8.6,5.8,10.7
1339,2021.03.01,2.2,0.0,3.6,10.7,7.1499999999999995,11.6
1340,2021.03.02,2.6,0.0,4.1,11.6,7.85,13.5
1341,2021.03.03,2.3,0.0,5.3,13.5,9.4,14.4
1342,2021.03.04,2.5,0.0,6.0,14.4,10.2,10.0
1343,2021.03.05,5.1,0.2,3.8,10.0,6.9,6.3
1344,2021.03.06,3.0,0.4,1.4,6.3,3.8499999999999996,7.8
1345,2021.03.07,3.7,0.0,1.4,7.8,4.6,8.0
1346,2021.03.08,5.4,0.0,2.2,8.0,5.1,6.2
1347,2021.03.09,3.7,0.0,1.1,6.2,3.6500000000000004,7.3
1348,2021.03.10,3.1,0.0,2.0,7.3,4.65,8.9
1349,2021.03.11,5.7,0.0,1.7,8.9,5.3,10.9
1350,2021.03.12,6.0,1.3,6.7,10.9,8.8,13.1
1351,2021.03.13,5.3,0.0,5.6,13.1,9.35,10.6
1352,2021.03.14,5.8,0.9,7.4,10.6,9.0,9.6
1353,2021.03.15,6.0,0.0,3.9,9.6,6.75,9.4
1354,2021.03.16,6.6,0.0,3.8,9.4,6.6,10.0
1355,2021.03.17,5.7,0.0,2.4,10.0,6.2,8.4
1356,2021.03.18,3.4,0.0,2.2,8.4,5.300000000000001,7.5
1357,2021.03.19,2.9,2.7,1.1,7.5,4.3,6.5
1358,2021.03.20,3.5,0.0,2.7,6.5,4.6,5.8
1359,2021.03.21,4.2,0.0,0.2,5.8,3.0,6.8
1360,2021.03.22,5.2,0.1,2.2,6.8,4.5,10.5
1361,2021.03.23,4.3,0.0,1.9,10.5,6.2,8.1
1362,2021.03.24,3.7,0.5,2.8,8.1,5.449999999999999,11.1
1363,2021.03.25,2.1,0.0,3.5,11.1,7.3,14.5
1364,2021.03.26,2.6,0.0,5.4,14.5,9.95,16.1
1365,2021.03.27,7.6,0.0,7.7,16.1,11.9,11.8
1366,2021.03.28,5.4,0.0,6.0,11.8,8.9,15.1
1367,2021.03.29,4.1,0.0,7.2,15.1,11.15,13.9
1368,2021.03.30,1.6,0.0,10.4,13.9,12.15,18.6
1369,2021.03.31,2.2,0.0,10.1,18.6,14.350000000000001,20.2
1370,2021.04.01,3.6,9.2,12.0,20.2,16.1,15.1
1371,2021.04.02,7.5,0.4,10.4,15.1,12.75,11.9
1372,2021.04.03,7.4,4.5,5.0,11.9,8.45,11.7
1373,2021.04.04,3.3,0.2,4.6,11.7,8.149999999999999,14.1
1374,2021.04.05,6.4,0.0,5.0,14.1,9.55,6.9
1375,2021.04.06,7.0,3.3,1.1,6.9,4.0,7.2
1376,2021.04.07,7.6,0.3,1.0,7.2,4.1,7.6
1377,2021.04.08,7.2,1.4,0.8,7.6,4.2,13.5
1378,2021.04.09,5.8,0.0,2.6,13.5,8.05,15.7
1379,2021.04.10,6.2,0.0,6.1,15.7,10.899999999999999,16.6
1380,2021.04.11,5.5,0.0,7.9,16.6,12.25,19.3
1381,2021.04.12,5.8,0.6,9.9,19.3,14.600000000000001,6.1
1382,2021.04.13,4.5,20.8,3.7,6.1,4.9,6.3
1383,2021.04.14,4.0,6.9,2.9,6.3,4.6,9.5
1384,2021.04.15,6.4,0.0,2.8,9.5,6.15,8.0
1385,2021.04.16,4.5,0.0,2.0,8.0,5.0,12.6
1386,2021.04.17,3.1,0.0,3.3,12.6,7.949999999999999,10.5
1387,2021.04.18,2.4,2.9,7.5,10.5,9.0,11.4
1388,2021.04.19,2.8,4.9,6.7,11.4,9.05,13.7
1389,2021.04.20,3.0,0.0,5.4,13.7,9.55,17.5
1390,2021.04.21,4.6,0.1,7.2,17.5,12.35,17.1
1391,2021.04.22,7.1,2.6,8.5,17.1,12.8,13.9
1392,2021.04.23,5.7,0.0,6.5,13.9,10.2,15.7
1393,2021.04.24,3.4,0.0,6.2,15.7,10.95,15.3
1394,2021.04.25,5.5,0.5,9.1,15.3,12.2,14.1
1395,2021.04.26,3.1,0.0,6.8,14.1,10.45,12.6
1396,2021.04.27,5.0,0.2,6.3,12.6,9.45,13.9
1397,2021.04.28,3.5,0.0,6.7,13.9,10.3,18.7
1398,2021.04.29,4.2,2.2,10.5,18.7,14.6,18.9
1399,2021.04.30,3.4,0.3,11.1,18.9,15.0,23.0
1400,2021.05.01,5.1,1.5,11.9,23.0,17.45,18.6
1401,2021.05.02,7.5,13.3,8.8,18.6,13.700000000000001,15.0
1402,2021.05.03,5.1,0.0,8.2,15.0,11.6,18.6
1403,2021.05.04,5.5,0.0,8.3,18.6,13.450000000000001,19.3
1404,2021.05.05,6.9,0.3,10.0,19.3,14.65,14.6
1405,2021.05.06,3.5,0.2,7.5,14.6,11.05,14.4
1406,2021.05.07,4.0,9.4,9.6,14.4,12.0,15.3
1407,2021.05.08,3.9,0.0,5.5,15.3,10.4,19.3
1408,2021.05.09,5.3,0.0,8.2,19.3,13.75,24.3
1409,2021.05.10,5.9,0.0,10.9,24.3,17.6,25.0
1410,2021.05.11,5.4,0.0,13.3,25.0,19.15,22.8
1411,2021.05.12,4.5,0.2,14.7,22.8,18.75,14.2
1412,2021.05.13,5.3,0.1,12.1,14.2,13.149999999999999,17.6
1413,2021.05.14,5.7,0.6,10.6,17.6,14.100000000000001,19.3
1414,2021.05.15,2.7,1.9,10.1,19.3,14.7,17.5
1415,2021.05.16,5.4,1.6,13.0,17.5,15.25,13.8
1416,2021.05.17,6.8,13.2,10.7,13.8,12.25,17.9
1417,2021.05.18,7.3,0.0,9.7,17.9,13.799999999999999,13.8
1418,2021.05.19,3.8,3.7,10.2,13.8,12.0,12.0
1419,2021.05.20,7.2,20.9,10.0,12.0,11.0,20.2
1420,2021.05.21,4.9,0.0,9.5,20.2,14.85,15.0
1421,2021.05.22,5.0,0.5,11.6,15.0,13.3,12.5
1422,2021.05.23,2.7,5.7,10.8,12.5,11.65,19.7
1423,2021.05.24,5.7,0.7,9.0,19.7,14.35,15.6
1424,2021.05.25,6.8,1.5,11.6,15.6,13.6,20.6
1425,2021.05.26,2.5,0.0,7.8,20.6,14.200000000000001,19.9
1426,2021.05.27,4.8,0.0,11.4,19.9,15.649999999999999,19.5
1427,2021.05.28,6.9,0.0,11.4,19.5,15.45,19.5
1428,2021.05.29,6.2,0.0,11.6,19.5,15.55,17.8
1429,2021.05.30,4.5,4.0,9.9,17.8,13.850000000000001,18.4
1430,2021.05.31,3.6,3.4,11.3,18.4,14.85,18.2
1431,2021.06.01,4.2,0.1,9.3,18.2,13.75,22.6
1432,2021.06.02,1.8,0.0,11.4,22.6,17.0,23.4
1433,2021.06.03,3.1,0.0,14.5,23.4,18.95,24.7
1434,2021.06.04,1.9,0.0,16.1,24.7,20.4,26.1
1435,2021.06.05,3.9,0.0,16.8,26.1,21.450000000000003,24.2
1436,2021.06.06,2.5,2.5,15.1,24.2,19.65,25.5
1437,2021.06.07,3.1,0.3,16.7,25.5,21.1,26.0
1438,2021.06.08,2.4,0.3,18.9,26.0,22.45,26.6
1439,2021.06.09,2.9,1.0,18.1,26.6,22.35,25.6
1440,2021.06.10,1.7,2.8,17.2,25.6,21.4,24.5
1441,2021.06.11,2.8,0.0,15.7,24.5,20.1,27.0
1442,2021.06.12,4.2,0.0,16.4,27.0,21.7,21.9
1443,2021.06.13,8.1,0.0,14.9,21.9,18.4,21.6
1444,2021.06.14,3.2,0.0,11.1,21.6,16.35,25.2
1445,2021.06.15,3.5,0.0,14.4,25.2,19.8,28.0
1446,2021.06.16,3.4,0.0,17.5,28.0,22.75,29.5
1447,2021.06.17,3.6,0.0,19.5,29.5,24.5,30.4
1448,2021.06.18,3.4,0.0,19.7,30.4,25.049999999999997,32.2
1449,2021.06.19,3.3,1.7,21.5,32.2,26.85,31.3
1450,2021.06.20,2.0,2.0,20.3,31.3,25.8,33.3
1451,2021.06.21,4.9,0.3,21.7,33.3,27.5,33.1
1452,2021.06.22,4.0,0.7,21.5,33.1,27.3,34.8
1453,2021.06.23,3.8,0.0,23.8,34.8,29.299999999999997,35.5
1454,2021.06.24,4.0,0.0,24.2,35.5,29.85,29.7
1455,2021.06.25,4.8,0.6,20.0,29.7,24.85,29.7
1456,2021.06.26,3.8,0.0,19.1,29.7,24.4,30.0
1457,2021.06.27,2.6,0.0,20.3,30.0,25.15,32.9
1458,2021.06.28,5.0,0.1,21.2,32.9,27.049999999999997,34.3
1459,2021.06.29,4.8,0.0,20.3,34.3,27.299999999999997,30.1
1460,2021.06.30,4.8,0.0,20.3,30.1,25.200000000000003,27.1
1461,2021.07.01,6.3,1.4,17.2,27.1,22.15,24.7
1462,2021.07.02,6.2,0.0,15.9,24.7,20.3,27.2
1463,2021.07.03,4.7,0.0,14.8,27.2,21.0,29.2
1464,2021.07.04,3.6,0.0,18.1,29.2,23.65,28.1
1465,2021.07.05,4.8,0.0,18.9,28.1,23.5,32.6
1466,2021.07.06,2.5,0.0,19.8,32.6,26.200000000000003,36.1
1467,2021.07.07,4.4,0.0,22.6,36.1,29.35,38.6
1468,2021.07.08,5.0,0.4,24.5,38.6,31.55,36.3
1469,2021.07.09,6.5,8.8,20.2,36.3,28.25,31.1
1470,2021.07.10,3.1,0.0,17.0,31.1,24.05,32.6
1471,2021.07.11,4.3,4.9,20.5,32.6,26.55,32.6
1472,2021.07.12,2.7,1.9,18.6,32.6,25.6,38.2
1473,2021.07.13,4.4,0.0,21.7,38.2,29.950000000000003,35.7
1474,2021.07.14,5.1,1.9,23.0,35.7,29.35,31.8
1475,2021.07.15,3.7,0.0,21.5,31.8,26.65,34.1
1476,2021.07.16,5.5,12.2,21.2,34.1,27.65,30.5
1477,2021.07.17,3.5,5.1,20.6,30.5,25.55,32.6
1478,2021.07.18,5.1,6.9,19.4,32.6,26.0,25.7
1479,2021.07.19,3.5,9.6,19.7,25.7,22.7,28.5
1480,2021.07.20,5.5,0.1,19.0,28.5,23.75,26.1
1481,2021.07.21,3.2,0.0,15.8,26.1,20.950000000000003,29.0
1482,2021.07.22,1.8,0.0,18.8,29.0,23.9,29.3
1483,2021.07.23,1.6,0.0,19.5,29.3,24.4,32.1
1484,2021.07.24,3.2,0.0,21.3,32.1,26.700000000000003,34.4
1485,2021.07.25,5.7,0.6,21.4,34.4,27.9,33.7
1486,2021.07.26,4.8,1.8,20.8,33.7,27.25,33.1
1487,2021.07.27,3.3,0.0,23.4,33.1,28.25,35.8
1488,2021.07.28,5.2,0.0,25.4,35.8,30.599999999999998,33.2
1489,2021.07.29,4.2,0.2,21.4,33.2,27.3,36.3
1490,2021.07.30,4.3,0.2,24.0,36.3,30.15,30.3
1491,2021.07.31,5.1,3.3,23.0,30.3,26.65,35.5
1492,2021.08.01,7.8,4.8,20.5,35.5,28.0,27.2
1493,2021.08.02,6.1,0.0,16.9,27.2,22.049999999999997,29.6
1494,2021.08.03,4.0,0.9,18.5,29.6,24.05,30.6
1495,2021.08.04,3.5,0.0,20.5,30.6,25.55,24.3
1496,2021.08.05,4.2,12.8,16.9,24.3,20.6,26.7
1497,2021.08.06,6.8,0.0,15.8,26.7,21.25,34.3
1498,2021.08.07,4.5,0.0,19.4,34.3,26.849999999999998,31.0
1499,2021.08.08,4.4,2.6,21.2,31.0,26.1,30.3
1500,2021.08.09,4.3,0.3,18.6,30.3,24.450000000000003,32.7
1501,2021.08.10,2.9,0.0,22.5,32.7,27.6,33.4
1502,2021.08.11,5.1,0.0,23.1,33.4,28.25,31.2
1503,2021.08.12,4.0,0.0,21.4,31.2,26.299999999999997,33.2
1504,2021.08.13,2.6,0.0,21.3,33.2,27.25,35.9
1505,2021.08.14,4.5,0.1,24.1,35.9,30.0,36.4
1506,2021.08.15,6.7,5.0,25.5,36.4,30.95,35.4
1507,2021.08.16,2.8,1.1,23.4,35.4,29.4,22.0
1508,2021.08.17,7.7,0.3,19.1,22.0,20.55,23.5
1509,2021.08.18,6.0,1.0,15.2,23.5,19.35,27.3
1510,2021.08.19,4.6,0.0,16.3,27.3,21.8,29.6
1511,2021.08.20,2.9,0.0,19.2,29.6,24.4,30.1
1512,2021.08.21,4.1,0.0,21.8,30.1,25.950000000000003,32.3
1513,2021.08.22,3.5,0.0,21.6,32.3,26.95,24.0
1514,2021.08.23,6.1,0.1,19.5,24.0,21.75,25.5
1515,2021.08.24,4.4,0.1,17.1,25.5,21.3,20.7
1516,2021.08.25,2.8,0.0,16.9,20.7,18.799999999999997,24.2
1517,2021.08.26,6.0,0.7,15.8,24.2,20.0,20.6
1518,2021.08.27,4.8,1.4,15.5,20.6,18.05,21.5
1519,2021.08.28,2.6,2.4,14.5,21.5,18.0,23.1
1520,2021.08.29,3.1,9.4,14.0,23.1,18.55,22.3
1521,2021.08.30,3.7,3.4,14.4,22.3,18.35,21.6
1522,2021.08.31,6.4,1.1,16.2,21.6,18.9,20.5
1523,2021.09.01,8.4,0.5,14.8,20.5,17.65,24.1
1524,2021.09.02,3.1,0.0,13.1,24.1,18.6,26.4
1525,2021.09.03,2.8,0.0,16.3,26.4,21.35,26.8
1526,2021.09.04,2.7,0.0,17.1,26.8,21.950000000000003,26.3
1527,2021.09.05,5.3,0.0,17.9,26.3,22.1,25.5
1528,2021.09.06,2.6,0.0,15.7,25.5,20.6,26.7
1529,2021.09.07,2.1,0.0,16.9,26.7,21.799999999999997,27.5
1530,2021.09.08,2.0,0.0,17.3,27.5,22.4,27.3
1531,2021.09.09,3.5,0.0,17.5,27.3,22.4,28.1
1532,2021.09.10,1.9,0.0,18.2,28.1,23.15,28.7
1533,2021.09.11,1.4,0.0,18.6,28.7,23.65,29.1
1534,2021.09.12,2.0,0.0,19.6,29.1,24.35,29.3
1535,2021.09.13,3.2,0.0,20.1,29.3,24.700000000000003,29.1
1536,2021.09.14,2.0,0.0,19.7,29.1,24.4,31.2
1537,2021.09.15,2.3,0.0,20.6,31.2,25.9,28.5
1538,2021.09.16,5.2,0.3,21.3,28.5,24.9,22.7
1539,2021.09.17,7.3,2.8,16.8,22.7,19.75,20.8
1540,2021.09.18,6.3,0.0,15.5,20.8,18.15,21.5
1541,2021.09.19,4.5,0.0,14.4,21.5,17.95,18.5
1542,2021.09.20,3.2,0.0,12.3,18.5,15.4,18.1
1543,2021.09.21,3.8,0.0,10.6,18.1,14.350000000000001,15.3
1544,2021.09.22,6.5,0.3,11.9,15.3,13.600000000000001,19.5
1545,2021.09.23,3.5,0.0,10.1,19.5,14.8,20.1
1546,2021.09.24,6.8,0.0,14.4,20.1,17.25,25.8
1547,2021.09.25,3.6,0.0,15.1,25.8,20.45,27.0
1548,2021.09.26,2.6,0.0,17.3,27.0,22.15,22.8
1549,2021.09.27,3.6,1.5,18.4,22.8,20.6,20.5
1550,2021.09.28,3.1,0.0,16.3,20.5,18.4,19.9
1551,2021.09.29,3.8,0.0,15.6,19.9,17.75,15.9
1552,2021.09.30,3.9,10.1,13.1,15.9,14.5,17.1
1553,2021.10.01,2.9,0.0,13.0,17.1,15.05,20.4
1554,2021.10.02,5.3,0.0,13.1,20.4,16.75,22.2
1555,2021.10.03,5.4,0.0,12.5,22.2,17.35,23.8
1556,2021.10.04,3.3,0.0,13.9,23.8,18.85,24.3
1557,2021.10.05,6.0,0.0,15.8,24.3,20.05,16.7
1558,2021.10.06,4.4,12.7,11.9,16.7,14.3,15.6
1559,2021.10.07,5.2,9.8,11.4,15.6,13.5,17.0
1560,2021.10.08,5.1,0.0,10.9,17.0,13.95,15.2
1561,2021.10.09,4.5,0.0,9.4,15.2,12.3,11.4
1562,2021.10.10,4.5,0.8,9.7,11.4,10.55,15.2
1563,2021.10.11,3.6,0.2,11.2,15.2,13.2,15.2
1564,2021.10.12,5.4,0.0,9.2,15.2,12.2,13.1
1565,2021.10.13,5.9,0.0,8.3,13.1,10.7,12.8
