,Date,Min_temp,Max_temp,Mean_temp,Target: Mean_temp
1823,2022.06.28,23.5,34.5,29.0,30.049999999999997
1824,2022.06.29,23.7,36.4,30.049999999999997,30.9
1825,2022.06.30,24.9,36.9,30.9,29.35
1826,2022.07.01,21.2,37.5,29.35,24.7
1827,2022.07.02,18.0,31.4,24.7,27.450000000000003
1828,2022.07.03,21.3,33.6,27.450000000000003,29.200000000000003
1829,2022.07.04,21.8,36.6,29.200000000000003,27.150000000000002
1830,2022.07.05,22.1,32.2,27.150000000000002,24.05
1831,2022.07.06,19.3,28.8,24.05,23.25
1832,2022.07.07,18.8,27.7,23.25,19.8
1833,2022.07.08,15.9,23.7,19.8,21.35
1834,2022.07.09,15.5,27.2,21.35,20.25
1835,2022.07.10,16.4,24.1,20.25,19.05
1836,2022.07.11,13.0,25.1,19.05,20.700000000000003
1837,2022.07.12,14.3,27.1,20.700000000000003,23.65
1838,2022.07.13,16.0,31.3,23.65,27.95
1839,2022.07.14,21.1,34.8,27.95,25.95
1840,2022.07.15,22.0,29.9,25.95,25.0
1841,2022.07.16,19.4,30.6,25.0,22.6
1842,2022.07.17,16.5,28.7,22.6,23.700000000000003
1843,2022.07.18,17.6,29.8,23.700000000000003,26.849999999999998
1844,2022.07.19,20.4,33.3,26.849999999999998,29.25
1845,2022.07.20,22.4,36.1,29.25,31.25
1846,2022.07.21,24.8,37.7,31.25,31.950000000000003
1847,2022.07.22,25.3,38.6,31.950000000000003,32.95
1848,2022.07.23,26.2,39.7,32.95,28.9
1849,2022.07.24,23.3,34.5,28.9,28.549999999999997
1850,2022.07.25,22.3,34.8,28.549999999999997,27.799999999999997
1851,2022.07.26,23.7,31.9,27.799999999999997,26.9
1852,2022.07.27,20.7,33.1,26.9,27.950000000000003
1853,2022.07.28,22.2,33.7,27.950000000000003,29.45
1854,2022.07.29,23.9,35.0,29.45,27.1
1855,2022.07.30,21.7,32.5,27.1,21.65
1856,2022.07.31,18.0,25.3,21.65,23.7
1857,2022.08.01,16.7,30.7,23.7,25.95
1858,2022.08.02,20.0,31.9,25.95,27.650000000000002
1859,2022.08.03,22.6,32.7,27.650000000000002,28.05
1860,2022.08.04,22.5,33.6,28.05,30.6
1861,2022.08.05,24.2,37.0,30.6,29.849999999999998
1862,2022.08.06,23.4,36.3,29.849999999999998,25.799999999999997
1863,2022.08.07,20.4,31.2,25.799999999999997,26.5
1864,2022.08.08,21.8,31.2,26.5,24.9
1865,2022.08.09,18.9,30.9,24.9,25.200000000000003
1866,2022.08.10,20.6,29.8,25.200000000000003,24.299999999999997
1867,2022.08.11,19.4,29.2,24.299999999999997,24.15
1868,2022.08.12,19.1,29.2,24.15,26.700000000000003
1869,2022.08.13,21.3,32.1,26.700000000000003,27.0
1870,2022.08.14,21.9,32.1,27.0,29.25
1871,2022.08.15,24.4,34.1,29.25,28.799999999999997
1872,2022.08.16,23.8,33.8,28.799999999999997,29.7
1873,2022.08.17,23.9,35.5,29.7,31.150000000000002
1874,2022.08.18,25.1,37.2,31.150000000000002,31.75
1875,2022.08.19,24.7,38.8,31.75,27.1
1876,2022.08.20,21.7,32.5,27.1,19.6
1877,2022.08.21,18.4,20.8,19.6,20.6
1878,2022.08.22,17.9,23.3,20.6,21.549999999999997
1879,2022.08.23,18.4,24.7,21.549999999999997,24.35
1880,2022.08.24,19.2,29.5,24.35,26.15
1881,2022.08.25,20.7,31.6,26.15,28.200000000000003
1882,2022.08.26,23.2,33.2,28.200000000000003,28.5
1883,2022.08.27,23.3,33.7,28.5,25.35
1884,2022.08.28,22.3,28.4,25.35,24.4
1885,2022.08.29,20.0,28.8,24.4,25.799999999999997
1886,2022.08.30,22.7,28.9,25.799999999999997,25.0
1887,2022.08.31,21.4,28.6,25.0,18.7
1888,2022.09.01,17.4,20.0,18.7,18.65
1889,2022.09.02,15.9,21.4,18.65,19.85
1890,2022.09.03,14.9,24.8,19.85,20.6
1891,2022.09.04,17.7,23.5,20.6,22.0
1892,2022.09.05,18.7,25.3,22.0,23.25
1893,2022.09.06,20.6,25.9,23.25,24.75
1894,2022.09.07,20.1,29.4,24.75,24.700000000000003
1895,2022.09.08,18.8,30.6,24.700000000000003,22.2
1896,2022.09.09,17.7,26.7,22.2,19.65
1897,2022.09.10,16.0,23.3,19.65,19.75
1898,2022.09.11,16.6,22.9,19.75,19.35
1899,2022.09.12,14.9,23.8,19.35,19.6
1900,2022.09.13,14.9,24.3,19.6,23.4
1901,2022.09.14,19.2,27.6,23.4,22.4
1902,2022.09.15,19.8,25.0,22.4,16.5
1903,2022.09.16,13.7,19.3,16.5,13.85
1904,2022.09.17,12.2,15.5,13.85,12.75
1905,2022.09.18,10.4,15.1,12.75,12.649999999999999
1906,2022.09.19,11.2,14.1,12.649999999999999,11.85
1907,2022.09.20,9.5,14.2,11.85,13.5
1908,2022.09.21,9.3,17.7,13.5,14.5
1909,2022.09.22,10.4,18.6,14.5,14.9
1910,2022.09.23,11.8,18.0,14.9,16.0
1911,2022.09.24,12.3,19.7,16.0,15.149999999999999
1912,2022.09.25,13.6,16.7,15.149999999999999,15.35
1913,2022.09.26,13.3,17.4,15.35,13.649999999999999
1914,2022.09.27,11.6,15.7,13.649999999999999,13.7
1915,2022.09.28,11.4,16.0,13.7,15.2
1916,2022.09.29,13.9,16.5,15.2,17.85
1917,2022.09.30,14.6,21.1,17.85,16.45
1918,2022.10.01,14.1,18.8,16.45,15.5
1919,2022.10.02,12.9,18.1,15.5,13.8
1920,2022.10.03,12.2,15.4,13.8,14.85
1921,2022.10.04,12.0,17.7,14.85,15.05
1922,2022.10.05,11.6,18.5,15.05,16.35
1923,2022.10.06,13.0,19.7,16.35,17.4
1924,2022.10.07,14.0,20.8,17.4,16.9
1925,2022.10.08,13.7,20.1,16.9,16.8
1926,2022.10.09,14.1,19.5,16.8,15.4
1927,2022.10.10,11.8,19.0,15.4,16.8
1928,2022.10.11,13.6,20.0,16.8,16.4
1929,2022.10.12,13.9,18.9,16.4,16.1
1930,2022.10.13,13.1,19.1,16.1,15.95
1931,2022.10.14,13.2,18.7,15.95,16.1
1932,2022.10.15,12.7,19.5,16.1,17.3
1933,2022.10.16,14.3,20.3,17.3,17.3
1934,2022.10.17,13.8,20.8,17.3,17.05
1935,2022.10.18,14.0,20.1,17.05,17.35
1936,2022.10.19,13.8,20.9,17.35,12.55
1937,2022.10.20,10.2,14.9,12.55,12.3
1938,2022.10.21,8.6,16.0,12.3,15.049999999999999
1939,2022.10.22,11.7,18.4,15.049999999999999,15.35
1940,2022.10.23,11.3,19.4,15.35,16.25
1941,2022.10.24,13.7,18.8,16.25,16.95
1942,2022.10.25,14.1,19.8,16.95,16.9
1943,2022.10.26,13.9,19.9,16.9,16.85
1944,2022.10.27,13.8,19.9,16.85,16.4
1945,2022.10.28,13.5,19.3,16.4,17.55
1946,2022.10.29,14.1,21.0,17.55,17.85
1947,2022.10.30,14.6,21.1,17.85,17.7
