,Min_temp,Max_temp,Mean_temp,Target: Min_temp
0,0.6448562789323784,0.9052759802722853,0.796249860000168,0.6448562789323784
1,0.6448562789323784,0.8053993336812976,0.7407458114557377,0.766945202325156
2,0.766945202325156,0.8053993336812976,0.796249860000168,0.27858950875404587
3,0.27858950875404587,1.0051526268632731,0.6852417629113075,0.8890341257179335
4,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.8890341257179335
5,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.8890341257179335
6,0.8890341257179335,1.1050292734542608,1.018266054177889,0.766945202325156
7,0.766945202325156,1.5045358598182117,1.1847781998111797,1.011123049110711
8,1.011123049110711,1.3047825666362363,1.1847781998111797,1.2553008958962661
9,1.2553008958962661,1.9040424461821626,1.6288105881666215,1.5190129704246655
10,1.5190129704246655,1.4526000035908981,1.497821033601766,1.2003608803695163
11,1.2003608803695163,1.51851859034095,1.389588138940127,0.9256608027357669
12,0.9256608027357669,0.7834264714312804,0.8561942324281525,0.5703820356627842
13,0.5703820356627842,0.7764351061699112,0.6907921677657506,0.6680531743770061
14,0.6680531743770061,0.7884203037608295,0.7418558924266261,0.5667193679610008
15,0.5667193679610008,0.8483462917154223,0.7290899612614073,0.8401985563608226
16,0.8401985563608226,1.2069034529770681,1.052678564275436,1.2015817696034439
17,1.2015817696034439,1.420639476681782,1.3357492118520298,0.9806008182625167
18,0.9806008182625167,1.6084075722728388,1.33963449525014,1.0892599600820887
19,1.0892599600820887,1.788185536136617,1.4889403858346575,1.614242330671032
20,1.614242330671032,1.6323779674546761,1.6410214788463962,1.440876059453288
21,1.440876059453288,1.7252632487842945,1.6138244950596257,1.4482013948568544
22,1.4482013948568544,1.6933027218751784,1.5993934424380734,1.489711628810399
23,1.489711628810399,1.3916752491703956,1.4506425923390007,0.6570651712716562
24,0.6570651712716562,0.5157570585674334,0.5853344755313332,0.4250962168253788
25,0.4250962168253788,0.3759297533400503,0.40217111533471317,0.376260647468268
26,0.376260647468268,0.3759297533400503,0.3799694959169412,0.7547363099858783
27,0.7547363099858783,0.6156337051584211,0.6852417629113075,0.766945202325156
28,0.766945202325156,0.9452266389086802,0.8739555279623702,0.8157807716822668
29,0.8157807716822668,1.0950416087951618,0.9794132201967876,1.0477497261285444
30,1.0477497261285444,1.3047825666362363,1.2014294143745086,1.352972034610488
31,1.352972034610488,1.4745728658409152,1.4345464182611156,1.6704032354317095
32,1.6704032354317095,1.7742028056138788,1.745369090109925,1.316345357592655
33,1.316345357592655,1.76421514095478,1.5788569444766345,1.5727320967174878
34,1.5727320967174878,1.9839437634549524,1.8175243532176846,1.8535366205208759
35,1.8535366205208759,1.6843138236819892,1.7786715192365832,1.6337765584138766
36,1.6337765584138766,1.5744495124319033,1.6177097784577357,0.8401985563608226
37,0.8401985563608226,0.6755596931130134,0.7573970260190667,0.48614067852176757
38,0.48614067852176757,1.224881249363446,0.9017075522345853,1.0355408337892664
39,1.0355408337892664,1.2348689140225448,1.1570261755389646,1.6093587737353208
40,1.6093587737353208,1.9140301108412614,1.795322733799912,1.548314312038932
41,1.548314312038932,1.7342521469774832,1.6676634221477225,1.2430920035569881
42,1.2430920035569881,0.655584363794816,0.9294595765068004,0.9012430180572114
43,0.9012430180572114,0.9452266389086802,0.9350099813612436,0.3640517551289901
44,0.3640517551289901,0.825374662999495,0.6241873095124342,0.6326473865931007
45,0.6326473865931007,1.045103285499668,0.8684051231079271,0.5960207095752674
46,0.5960207095752674,1.1050292734542608,0.8850563376712565,0.8035718793429893
