,Date,Wind_m/s,Precipitation_mm,Target: Mean_temp
1254,2020.12.06,6.6,0.0,7.75
1255,2020.12.07,6.8,10.6,5.9
1256,2020.12.08,5.6,0.0,4.5
1257,2020.12.09,5.2,3.7,5.4
1258,2020.12.10,4.2,7.8,4.9
1259,2020.12.11,2.1,0.0,3.95
1260,2020.12.12,3.0,0.0,4.55
1261,2020.12.13,3.1,0.0,3.75
1262,2020.12.14,2.2,0.0,3.1999999999999997
1263,2020.12.15,2.5,0.0,2.8
1264,2020.12.16,1.4,0.0,3.2
1265,2020.12.17,1.3,0.0,4.95
1266,2020.12.18,1.0,0.0,3.75
1267,2020.12.19,2.1,0.0,3.25
1268,2020.12.20,2.2,0.0,3.25
1269,2020.12.21,2.2,0.0,3.8
1270,2020.12.22,2.1,2.6,7.300000000000001
1271,2020.12.23,2.4,0.7,8.399999999999999
1272,2020.12.24,6.0,1.1,5.1
1273,2020.12.25,6.1,0.0,2.5
1274,2020.12.26,4.1,0.0,1.75
1275,2020.12.27,4.3,0.1,6.1000000000000005
1276,2020.12.28,9.2,4.4,7.6
1277,2020.12.29,9.7,1.6,6.300000000000001
1278,2020.12.30,4.0,3.3,5.25
1279,2020.12.31,2.6,0.0,3.3000000000000003
1280,2021.01.01,2.5,0.0,4.550000000000001
1281,2021.01.02,3.8,0.0,4.6
1282,2021.01.03,4.6,0.9,5.300000000000001
1283,2021.01.04,2.8,0.2,5.7
1284,2021.01.05,4.2,0.0,3.9
1285,2021.01.06,3.6,2.1,3.0999999999999996
1286,2021.01.07,5.3,1.5,2.1
1287,2021.01.08,2.4,1.0,1.2
1288,2021.01.09,2.8,0.0,0.85
1289,2021.01.10,2.7,0.0,0.95
1290,2021.01.11,2.8,0.0,0.04999999999999993
1291,2021.01.12,2.6,0.0,0.75
1292,2021.01.13,6.4,1.2,-0.49999999999999994
1293,2021.01.14,7.4,1.7,-0.95
1294,2021.01.15,5.1,0.0,-2.25
1295,2021.01.16,5.9,0.0,-2.9
1296,2021.01.17,5.2,0.0,-4.300000000000001
1297,2021.01.18,2.6,0.0,0.050000000000000044
1298,2021.01.19,3.4,0.0,3.4
1299,2021.01.20,4.7,0.4,6.3
1300,2021.01.21,5.3,0.0,7.3999999999999995
1301,2021.01.22,6.3,0.5,7.85
1302,2021.01.23,5.6,7.0,4.3
1303,2021.01.24,7.1,1.3,2.0
1304,2021.01.25,7.8,2.1,1.55
1305,2021.01.26,6.0,0.0,1.5
1306,2021.01.27,6.0,0.0,0.8999999999999999
1307,2021.01.28,3.8,0.0,3.7
1308,2021.01.29,4.0,2.5,6.699999999999999
1309,2021.01.30,6.7,0.0,1.25
1310,2021.01.31,5.1,0.9,2.4
1311,2021.02.01,2.4,0.0,3.8
1312,2021.02.02,2.1,0.0,6.15
1313,2021.02.03,4.6,0.5,9.0
1314,2021.02.04,8.3,0.1,5.550000000000001
1315,2021.02.05,2.7,1.8,6.05
1316,2021.02.06,4.0,0.5,6.0
1317,2021.02.07,4.1,4.5,3.8499999999999996
1318,2021.02.08,6.1,3.5,2.2
1319,2021.02.09,3.1,13.4,4.449999999999999
1320,2021.02.10,2.6,10.7,-2.05
1321,2021.02.11,11.3,0.8,-5.25
1322,2021.02.12,6.3,0.0,-4.85
1323,2021.02.13,3.6,0.0,-1.5
1324,2021.02.14,3.4,0.0,-1.7499999999999998
1325,2021.02.15,4.4,0.0,-0.25
1326,2021.02.16,2.1,0.0,1.55
1327,2021.02.17,5.1,0.2,4.1
1328,2021.02.18,4.4,0.0,2.3
1329,2021.02.19,2.6,0.0,4.6
1330,2021.02.20,2.3,0.0,5.4
1331,2021.02.21,3.8,0.0,6.15
1332,2021.02.22,3.0,0.0,7.199999999999999
1333,2021.02.23,2.1,0.0,9.6
1334,2021.02.24,1.0,0.0,10.75
1335,2021.02.25,1.6,0.0,11.3
1336,2021.02.26,1.8,0.0,7.9
1337,2021.02.27,7.8,0.0,5.8
1338,2021.02.28,2.4,0.0,7.1499999999999995
1339,2021.03.01,2.2,0.0,7.85
1340,2021.03.02,2.6,0.0,9.4
1341,2021.03.03,2.3,0.0,10.2
1342,2021.03.04,2.5,0.0,6.9
1343,2021.03.05,5.1,0.2,3.8499999999999996
1344,2021.03.06,3.0,0.4,4.6
1345,2021.03.07,3.7,0.0,5.1
1346,2021.03.08,5.4,0.0,3.6500000000000004
1347,2021.03.09,3.7,0.0,4.65
1348,2021.03.10,3.1,0.0,5.3
1349,2021.03.11,5.7,0.0,8.8
1350,2021.03.12,6.0,1.3,9.35
1351,2021.03.13,5.3,0.0,9.0
1352,2021.03.14,5.8,0.9,6.75
1353,2021.03.15,6.0,0.0,6.6
1354,2021.03.16,6.6,0.0,6.2
1355,2021.03.17,5.7,0.0,5.300000000000001
1356,2021.03.18,3.4,0.0,4.3
1357,2021.03.19,2.9,2.7,4.6
1358,2021.03.20,3.5,0.0,3.0
1359,2021.03.21,4.2,0.0,4.5
1360,2021.03.22,5.2,0.1,6.2
1361,2021.03.23,4.3,0.0,5.449999999999999
1362,2021.03.24,3.7,0.5,7.3
1363,2021.03.25,2.1,0.0,9.95
1364,2021.03.26,2.6,0.0,11.9
1365,2021.03.27,7.6,0.0,8.9
1366,2021.03.28,5.4,0.0,11.15
1367,2021.03.29,4.1,0.0,12.15
1368,2021.03.30,1.6,0.0,14.350000000000001
1369,2021.03.31,2.2,0.0,16.1
1370,2021.04.01,3.6,9.2,12.75
1371,2021.04.02,7.5,0.4,8.45
1372,2021.04.03,7.4,4.5,8.149999999999999
1373,2021.04.04,3.3,0.2,9.55
1374,2021.04.05,6.4,0.0,4.0
1375,2021.04.06,7.0,3.3,4.1
1376,2021.04.07,7.6,0.3,4.2
1377,2021.04.08,7.2,1.4,8.05
1378,2021.04.09,5.8,0.0,10.899999999999999
1379,2021.04.10,6.2,0.0,12.25
1380,2021.04.11,5.5,0.0,14.600000000000001
1381,2021.04.12,5.8,0.6,4.9
1382,2021.04.13,4.5,20.8,4.6
1383,2021.04.14,4.0,6.9,6.15
1384,2021.04.15,6.4,0.0,5.0
1385,2021.04.16,4.5,0.0,7.949999999999999
1386,2021.04.17,3.1,0.0,9.0
1387,2021.04.18,2.4,2.9,9.05
1388,2021.04.19,2.8,4.9,9.55
1389,2021.04.20,3.0,0.0,12.35
1390,2021.04.21,4.6,0.1,12.8
1391,2021.04.22,7.1,2.6,10.2
1392,2021.04.23,5.7,0.0,10.95
1393,2021.04.24,3.4,0.0,12.2
1394,2021.04.25,5.5,0.5,10.45
1395,2021.04.26,3.1,0.0,9.45
1396,2021.04.27,5.0,0.2,10.3
1397,2021.04.28,3.5,0.0,14.6
1398,2021.04.29,4.2,2.2,15.0
1399,2021.04.30,3.4,0.3,17.45
1400,2021.05.01,5.1,1.5,13.700000000000001
1401,2021.05.02,7.5,13.3,11.6
1402,2021.05.03,5.1,0.0,13.450000000000001
1403,2021.05.04,5.5,0.0,14.65
1404,2021.05.05,6.9,0.3,11.05
1405,2021.05.06,3.5,0.2,12.0
1406,2021.05.07,4.0,9.4,10.4
1407,2021.05.08,3.9,0.0,13.75
1408,2021.05.09,5.3,0.0,17.6
1409,2021.05.10,5.9,0.0,19.15
1410,2021.05.11,5.4,0.0,18.75
1411,2021.05.12,4.5,0.2,13.149999999999999
1412,2021.05.13,5.3,0.1,14.100000000000001
1413,2021.05.14,5.7,0.6,14.7
1414,2021.05.15,2.7,1.9,15.25
1415,2021.05.16,5.4,1.6,12.25
1416,2021.05.17,6.8,13.2,13.799999999999999
1417,2021.05.18,7.3,0.0,12.0
1418,2021.05.19,3.8,3.7,11.0
1419,2021.05.20,7.2,20.9,14.85
1420,2021.05.21,4.9,0.0,13.3
1421,2021.05.22,5.0,0.5,11.65
1422,2021.05.23,2.7,5.7,14.35
1423,2021.05.24,5.7,0.7,13.6
1424,2021.05.25,6.8,1.5,14.200000000000001
1425,2021.05.26,2.5,0.0,15.649999999999999
1426,2021.05.27,4.8,0.0,15.45
1427,2021.05.28,6.9,0.0,15.55
1428,2021.05.29,6.2,0.0,13.850000000000001
1429,2021.05.30,4.5,4.0,14.85
1430,2021.05.31,3.6,3.4,13.75
1431,2021.06.01,4.2,0.1,17.0
1432,2021.06.02,1.8,0.0,18.95
1433,2021.06.03,3.1,0.0,20.4
1434,2021.06.04,1.9,0.0,21.450000000000003
1435,2021.06.05,3.9,0.0,19.65
1436,2021.06.06,2.5,2.5,21.1
1437,2021.06.07,3.1,0.3,22.45
1438,2021.06.08,2.4,0.3,22.35
1439,2021.06.09,2.9,1.0,21.4
1440,2021.06.10,1.7,2.8,20.1
1441,2021.06.11,2.8,0.0,21.7
1442,2021.06.12,4.2,0.0,18.4
1443,2021.06.13,8.1,0.0,16.35
1444,2021.06.14,3.2,0.0,19.8
1445,2021.06.15,3.5,0.0,22.75
1446,2021.06.16,3.4,0.0,24.5
1447,2021.06.17,3.6,0.0,25.049999999999997
1448,2021.06.18,3.4,0.0,26.85
1449,2021.06.19,3.3,1.7,25.8
1450,2021.06.20,2.0,2.0,27.5
1451,2021.06.21,4.9,0.3,27.3
1452,2021.06.22,4.0,0.7,29.299999999999997
1453,2021.06.23,3.8,0.0,29.85
1454,2021.06.24,4.0,0.0,24.85
1455,2021.06.25,4.8,0.6,24.4
1456,2021.06.26,3.8,0.0,25.15
1457,2021.06.27,2.6,0.0,27.049999999999997
1458,2021.06.28,5.0,0.1,27.299999999999997
1459,2021.06.29,4.8,0.0,25.200000000000003
1460,2021.06.30,4.8,0.0,22.15
1461,2021.07.01,6.3,1.4,20.3
1462,2021.07.02,6.2,0.0,21.0
1463,2021.07.03,4.7,0.0,23.65
1464,2021.07.04,3.6,0.0,23.5
1465,2021.07.05,4.8,0.0,26.200000000000003
1466,2021.07.06,2.5,0.0,29.35
1467,2021.07.07,4.4,0.0,31.55
1468,2021.07.08,5.0,0.4,28.25
1469,2021.07.09,6.5,8.8,24.05
1470,2021.07.10,3.1,0.0,26.55
1471,2021.07.11,4.3,4.9,25.6
1472,2021.07.12,2.7,1.9,29.950000000000003
1473,2021.07.13,4.4,0.0,29.35
1474,2021.07.14,5.1,1.9,26.65
1475,2021.07.15,3.7,0.0,27.65
1476,2021.07.16,5.5,12.2,25.55
1477,2021.07.17,3.5,5.1,26.0
1478,2021.07.18,5.1,6.9,22.7
1479,2021.07.19,3.5,9.6,23.75
1480,2021.07.20,5.5,0.1,20.950000000000003
1481,2021.07.21,3.2,0.0,23.9
1482,2021.07.22,1.8,0.0,24.4
1483,2021.07.23,1.6,0.0,26.700000000000003
1484,2021.07.24,3.2,0.0,27.9
1485,2021.07.25,5.7,0.6,27.25
1486,2021.07.26,4.8,1.8,28.25
1487,2021.07.27,3.3,0.0,30.599999999999998
1488,2021.07.28,5.2,0.0,27.3
1489,2021.07.29,4.2,0.2,30.15
1490,2021.07.30,4.3,0.2,26.65
1491,2021.07.31,5.1,3.3,28.0
1492,2021.08.01,7.8,4.8,22.049999999999997
1493,2021.08.02,6.1,0.0,24.05
1494,2021.08.03,4.0,0.9,25.55
1495,2021.08.04,3.5,0.0,20.6
1496,2021.08.05,4.2,12.8,21.25
1497,2021.08.06,6.8,0.0,26.849999999999998
1498,2021.08.07,4.5,0.0,26.1
1499,2021.08.08,4.4,2.6,24.450000000000003
1500,2021.08.09,4.3,0.3,27.6
1501,2021.08.10,2.9,0.0,28.25
1502,2021.08.11,5.1,0.0,26.299999999999997
1503,2021.08.12,4.0,0.0,27.25
1504,2021.08.13,2.6,0.0,30.0
1505,2021.08.14,4.5,0.1,30.95
1506,2021.08.15,6.7,5.0,29.4
1507,2021.08.16,2.8,1.1,20.55
1508,2021.08.17,7.7,0.3,19.35
1509,2021.08.18,6.0,1.0,21.8
1510,2021.08.19,4.6,0.0,24.4
1511,2021.08.20,2.9,0.0,25.950000000000003
1512,2021.08.21,4.1,0.0,26.95
1513,2021.08.22,3.5,0.0,21.75
1514,2021.08.23,6.1,0.1,21.3
1515,2021.08.24,4.4,0.1,18.799999999999997
1516,2021.08.25,2.8,0.0,20.0
1517,2021.08.26,6.0,0.7,18.05
1518,2021.08.27,4.8,1.4,18.0
1519,2021.08.28,2.6,2.4,18.55
1520,2021.08.29,3.1,9.4,18.35
1521,2021.08.30,3.7,3.4,18.9
1522,2021.08.31,6.4,1.1,17.65
1523,2021.09.01,8.4,0.5,18.6
1524,2021.09.02,3.1,0.0,21.35
1525,2021.09.03,2.8,0.0,21.950000000000003
1526,2021.09.04,2.7,0.0,22.1
1527,2021.09.05,5.3,0.0,20.6
1528,2021.09.06,2.6,0.0,21.799999999999997
1529,2021.09.07,2.1,0.0,22.4
1530,2021.09.08,2.0,0.0,22.4
1531,2021.09.09,3.5,0.0,23.15
1532,2021.09.10,1.9,0.0,23.65
1533,2021.09.11,1.4,0.0,24.35
1534,2021.09.12,2.0,0.0,24.700000000000003
1535,2021.09.13,3.2,0.0,24.4
1536,2021.09.14,2.0,0.0,25.9
1537,2021.09.15,2.3,0.0,24.9
1538,2021.09.16,5.2,0.3,19.75
1539,2021.09.17,7.3,2.8,18.15
1540,2021.09.18,6.3,0.0,17.95
1541,2021.09.19,4.5,0.0,15.4
1542,2021.09.20,3.2,0.0,14.350000000000001
1543,2021.09.21,3.8,0.0,13.600000000000001
1544,2021.09.22,6.5,0.3,14.8
1545,2021.09.23,3.5,0.0,17.25
1546,2021.09.24,6.8,0.0,20.45
1547,2021.09.25,3.6,0.0,22.15
1548,2021.09.26,2.6,0.0,20.6
1549,2021.09.27,3.6,1.5,18.4
1550,2021.09.28,3.1,0.0,17.75
1551,2021.09.29,3.8,0.0,14.5
1552,2021.09.30,3.9,10.1,15.05
1553,2021.10.01,2.9,0.0,16.75
1554,2021.10.02,5.3,0.0,17.35
1555,2021.10.03,5.4,0.0,18.85
1556,2021.10.04,3.3,0.0,20.05
1557,2021.10.05,6.0,0.0,14.3
1558,2021.10.06,4.4,12.7,13.5
1559,2021.10.07,5.2,9.8,13.95
1560,2021.10.08,5.1,0.0,12.3
1561,2021.10.09,4.5,0.0,10.55
1562,2021.10.10,4.5,0.8,13.2
1563,2021.10.11,3.6,0.2,12.2
1564,2021.10.12,5.4,0.0,10.7
1565,2021.10.13,5.9,0.0,9.45
1566,2021.10.14,3.4,0.0,10.7
1567,2021.10.15,1.5,0.0,12.350000000000001
1568,2021.10.16,2.1,0.0,12.3
1569,2021.10.17,2.0,0.0,12.149999999999999
1570,2021.10.18,2.2,0.0,12.850000000000001
1571,2021.10.19,2.8,0.0,14.05
1572,2021.10.20,4.1,0.0,16.15
1573,2021.10.21,8.9,0.8,11.55
1574,2021.10.22,4.2,1.1,10.600000000000001
1575,2021.10.23,5.4,0.0,9.65
1576,2021.10.24,2.3,0.0,10.05
1577,2021.10.25,3.5,0.0,9.9
1578,2021.10.26,3.2,0.0,10.85
1579,2021.10.27,1.6,0.0,11.25
1580,2021.10.28,2.1,0.0,12.0
1581,2021.10.29,4.3,0.0,12.700000000000001
1582,2021.10.30,5.6,0.0,12.149999999999999
1583,2021.10.31,4.1,0.0,10.9
1584,2021.11.01,3.8,0.0,10.15
1585,2021.11.02,6.9,8.3,9.55
1586,2021.11.03,4.2,0.0,13.25
1587,2021.11.04,5.4,11.2,9.0
1588,2021.11.05,3.7,0.0,8.9
1589,2021.11.06,2.9,0.0,9.45
1590,2021.11.07,1.8,0.7,9.3
1591,2021.11.08,4.8,5.6,9.0
1592,2021.11.09,1.9,0.0,8.5
1593,2021.11.10,4.2,0.0,8.649999999999999
1594,2021.11.11,2.7,0.0,8.35
1595,2021.11.12,1.5,0.0,8.2
1596,2021.11.13,2.2,0.0,9.65
1597,2021.11.14,1.8,0.0,10.05
1598,2021.11.15,2.3,0.0,8.15
1599,2021.11.16,1.9,0.0,7.1
1600,2021.11.17,2.3,0.0,8.5
1601,2021.11.18,5.4,0.0,8.1
1602,2021.11.19,5.3,0.0,10.5
1603,2021.11.20,5.9,0.0,8.65
1604,2021.11.21,2.2,0.0,7.85
1605,2021.11.22,2.0,0.0,6.5
1606,2021.11.23,2.5,0.0,4.9
1607,2021.11.24,1.7,0.0,4.75
1608,2021.11.25,3.8,0.0,6.4
1609,2021.11.26,3.5,10.7,4.45
1610,2021.11.27,3.6,0.6,6.6
1611,2021.11.28,3.1,1.5,2.55
1612,2021.11.29,7.1,0.0,2.75
1613,2021.11.30,6.3,2.5,6.5
1614,2021.12.01,8.7,2.0,6.65
1615,2021.12.02,7.0,35.2,3.0999999999999996
1616,2021.12.03,7.1,11.7,1.75
1617,2021.12.04,3.6,0.0,1.55
1618,2021.12.05,2.3,4.2,1.7999999999999998
1619,2021.12.06,3.8,6.4,0.44999999999999996
1620,2021.12.07,4.1,0.0,0.9
1621,2021.12.08,3.9,0.0,1.65
1622,2021.12.09,5.4,5.8,2.15
1623,2021.12.10,3.1,0.0,0.8
1624,2021.12.11,4.7,0.0,1.0
1625,2021.12.12,5.5,0.0,0.9
1626,2021.12.13,2.9,0.0,2.05
1627,2021.12.14,1.7,0.0,2.25
1628,2021.12.15,1.7,0.0,3.1
1629,2021.12.16,2.0,0.0,3.25
1630,2021.12.17,4.6,0.0,2.3
1631,2021.12.18,3.4,0.0,4.0
1632,2021.12.19,7.2,0.0,3.4
1633,2021.12.20,8.1,0.0,0.85
1634,2021.12.21,3.8,0.0,0.0
1635,2021.12.22,1.3,0.0,-1.15
1636,2021.12.23,2.9,0.0,3.2
1637,2021.12.24,3.8,1.3,4.5
1638,2021.12.25,3.3,0.0,1.7999999999999998
1639,2021.12.26,2.7,0.7,1.5
1640,2021.12.27,2.4,3.1,1.2
1641,2021.12.28,2.3,0.4,3.05
1642,2021.12.29,2.4,2.9,3.95
1643,2021.12.30,1.9,0.1,9.05
1644,2021.12.31,3.5,0.2,9.95
1645,2022.01.01,5.7,0.0,8.0
1646,2022.01.02,2.9,0.0,9.4
1647,2022.01.03,7.3,0.6,8.7
1648,2022.01.04,7.4,2.6,7.8500000000000005
1649,2022.01.05,6.9,3.5,3.65
1650,2022.01.06,6.0,0.0,1.65
1651,2022.01.07,2.2,0.0,0.45000000000000007
1652,2022.01.08,1.2,0.0,-0.3
1653,2022.01.09,2.8,0.0,1.55
1654,2022.01.10,4.2,0.0,1.35
1655,2022.01.11,4.6,0.0,-0.15000000000000002
1656,2022.01.12,2.0,0.0,-0.04999999999999993
1657,2022.01.13,2.4,0.0,2.6
1658,2022.01.14,5.3,0.0,3.05
1659,2022.01.15,3.7,0.0,0.75
1660,2022.01.16,1.9,0.0,4.0
1661,2022.01.17,9.6,1.3,1.95
1662,2022.01.18,6.6,0.0,1.5
1663,2022.01.19,1.7,0.0,2.15
1664,2022.01.20,8.4,0.2,-0.5
1665,2022.01.21,6.8,0.0,1.05
1666,2022.01.22,6.7,0.1,-1.15
1667,2022.01.23,3.5,0.0,-1.0
1668,2022.01.24,1.8,0.0,-0.95
1669,2022.01.25,2.5,0.0,1.25
1670,2022.01.26,3.0,0.0,2.4000000000000004
1671,2022.01.27,4.5,0.0,4.3
1672,2022.01.28,8.7,0.7,2.3
1673,2022.01.29,7.1,3.0,5.55
1674,2022.01.30,12.5,1.5,2.7
1675,2022.01.31,7.7,0.2,2.95
1676,2022.02.01,6.2,0.0,3.5
1677,2022.02.02,7.8,3.3,3.25
1678,2022.02.03,8.0,0.0,4.5
1679,2022.02.04,2.1,0.0,5.6
1680,2022.02.05,6.7,0.0,4.6
1681,2022.02.06,5.1,0.1,5.1
1682,2022.02.07,8.4,2.5,4.3
1683,2022.02.08,8.0,0.0,8.6
1684,2022.02.09,6.0,0.0,8.1
1685,2022.02.10,1.8,0.0,8.05
1686,2022.02.11,6.0,0.1,4.6000000000000005
1687,2022.02.12,4.6,0.0,3.7
1688,2022.02.13,4.3,0.0,5.05
1689,2022.02.14,4.1,0.7,8.9
1690,2022.02.15,4.9,1.1,8.0
1691,2022.02.16,4.0,4.8,9.9
1692,2022.02.17,8.1,0.6,8.75
1693,2022.02.18,7.1,0.0,7.85
1694,2022.02.19,5.7,0.3,6.35
1695,2022.02.20,5.8,0.0,5.5
1696,2022.02.21,6.2,3.4,6.5
1697,2022.02.22,8.2,0.0,6.25
1698,2022.02.23,7.6,1.7,6.85
1699,2022.02.24,3.8,0.0,7.050000000000001
1700,2022.02.25,6.9,0.0,5.45
1701,2022.02.26,6.1,0.0,6.1
1702,2022.02.27,6.3,0.0,3.35
1703,2022.02.28,5.6,2.2,4.3999999999999995
1704,2022.03.01,4.3,0.0,4.2
1705,2022.03.02,2.4,0.0,4.1
1706,2022.03.03,1.7,0.0,3.9000000000000004
1707,2022.03.04,3.2,0.2,4.15
1708,2022.03.05,3.2,0.0,4.25
1709,2022.03.06,2.7,0.0,4.8
1710,2022.03.07,3.9,0.3,4.2
1711,2022.03.08,4.0,0.0,5.55
1712,2022.03.09,2.5,0.0,3.65
1713,2022.03.10,5.3,1.4,1.5499999999999998
1714,2022.03.11,4.5,0.0,2.6
1715,2022.03.12,3.2,0.0,4.4
1716,2022.03.13,2.0,0.0,6.300000000000001
1717,2022.03.14,2.5,0.0,8.2
1718,2022.03.15,3.3,0.0,6.25
1719,2022.03.16,4.4,4.4,7.75
1720,2022.03.17,3.6,0.0,6.699999999999999
1721,2022.03.18,4.1,0.0,6.85
1722,2022.03.19,4.7,0.0,5.800000000000001
1723,2022.03.20,3.6,0.0,7.6
1724,2022.03.21,3.2,0.0,10.75
1725,2022.03.22,2.3,0.0,12.35
1726,2022.03.23,1.8,0.0,14.0
1727,2022.03.24,3.7,0.0,12.75
1728,2022.03.25,2.5,0.0,13.25
1729,2022.03.26,4.5,0.0,12.65
1730,2022.03.27,3.6,0.0,14.2
1731,2022.03.28,3.9,0.0,15.3
1732,2022.03.29,4.2,0.1,13.5
1733,2022.03.30,6.8,0.0,11.0
1734,2022.03.31,4.3,14.5,8.85
1735,2022.04.01,4.3,8.0,4.050000000000001
1736,2022.04.02,2.9,5.6,4.55
1737,2022.04.03,4.5,7.0,5.1
1738,2022.04.04,4.3,0.0,7.1
1739,2022.04.05,5.2,0.0,12.45
1740,2022.04.06,4.2,0.0,13.25
1741,2022.04.07,4.6,0.0,11.600000000000001
1742,2022.04.08,4.5,1.3,10.25
1743,2022.04.09,8.7,16.5,8.899999999999999
1744,2022.04.10,6.7,0.0,8.15
1745,2022.04.11,4.9,0.0,11.65
1746,2022.04.12,2.4,0.0,12.1
1747,2022.04.13,3.1,0.0,13.65
1748,2022.04.14,2.8,0.0,13.75
1749,2022.04.15,3.6,0.0,10.25
1750,2022.04.16,6.0,0.5,8.75
1751,2022.04.17,5.8,0.0,8.5
1752,2022.04.18,4.9,0.3,8.2
1753,2022.04.19,2.8,1.3,9.35
1754,2022.04.20,3.1,1.6,11.5
1755,2022.04.21,4.0,0.0,10.75
1756,2022.04.22,5.7,2.9,9.8
1757,2022.04.23,2.3,2.9,14.65
1758,2022.04.24,8.7,0.1,13.1
1759,2022.04.25,5.3,0.0,14.2
1760,2022.04.26,2.4,0.0,11.7
1761,2022.04.27,3.3,5.8,13.75
1762,2022.04.28,3.3,1.4,15.2
1763,2022.04.29,2.2,0.0,15.7
1764,2022.04.30,2.2,0.0,15.7
1765,2022.05.01,3.3,0.6,16.9
1766,2022.05.02,1.7,0.9,17.4
1767,2022.05.03,2.6,0.3,18.1
1768,2022.05.04,3.3,0.1,17.75
1769,2022.05.05,3.6,0.3,18.5
1770,2022.05.06,3.0,0.1,19.1
1771,2022.05.07,3.9,0.3,18.55
1772,2022.05.08,2.1,2.6,18.25
1773,2022.05.09,2.2,0.3,18.5
1774,2022.05.10,2.5,0.0,20.1
1775,2022.05.11,3.9,0.0,21.450000000000003
1776,2022.05.12,4.5,0.7,21.299999999999997
1777,2022.05.13,3.9,0.4,19.7
1778,2022.05.14,5.4,0.0,19.8
1779,2022.05.15,3.5,0.0,20.9
1780,2022.05.16,2.2,0.0,18.25
1781,2022.05.17,5.9,3.7,17.05
1782,2022.05.18,3.7,0.0,16.7
1783,2022.05.19,3.5,0.0,19.1
1784,2022.05.20,3.1,0.0,20.049999999999997
1785,2022.05.21,7.6,0.3,18.5
1786,2022.05.22,6.0,0.0,18.8
1787,2022.05.23,3.2,0.0,16.9
1788,2022.05.24,5.1,1.6,19.05
1789,2022.05.25,5.4,0.0,19.25
1790,2022.05.26,4.7,0.0,21.5
1791,2022.05.27,4.9,0.0,16.35
1792,2022.05.28,6.3,1.4,11.850000000000001
1793,2022.05.29,3.6,10.1,15.1
1794,2022.05.30,4.3,1.1,17.700000000000003
1795,2022.05.31,3.1,0.0,20.35
1796,2022.06.01,5.3,0.7,22.05
1797,2022.06.02,4.9,0.0,22.700000000000003
1798,2022.06.03,3.4,0.0,22.200000000000003
1799,2022.06.04,5.9,5.0,23.049999999999997
1800,2022.06.05,4.2,0.2,22.35
1801,2022.06.06,3.0,0.0,23.65
1802,2022.06.07,2.1,0.0,20.95
1803,2022.06.08,2.9,7.3,20.2
1804,2022.06.09,2.7,10.0,20.25
1805,2022.06.10,6.8,9.3,21.55
1806,2022.06.11,4.2,1.0,22.450000000000003
1807,2022.06.12,2.9,0.0,23.3
1808,2022.06.13,6.2,0.0,18.8
1809,2022.06.14,4.7,0.0,20.45
1810,2022.06.15,1.9,0.0,22.8
1811,2022.06.16,6.5,3.4,20.4
1812,2022.06.17,6.1,0.0,21.8
1813,2022.06.18,2.2,0.0,24.8
1814,2022.06.19,4.3,0.0,25.75
1815,2022.06.20,4.3,0.0,21.7
1816,2022.06.21,7.2,0.0,22.6
1817,2022.06.22,3.5,0.0,23.15
1818,2022.06.23,4.1,1.3,24.6
1819,2022.06.24,3.9,0.8,25.4
1820,2022.06.25,4.9,0.9,26.099999999999998
1821,2022.06.26,2.6,0.0,29.2
1822,2022.06.27,2.5,0.0,29.0
1823,2022.06.28,3.0,0.5,30.049999999999997
1824,2022.06.29,4.6,0.0,30.9
1825,2022.06.30,4.8,0.0,29.35
1826,2022.07.01,6.4,0.0,24.7
1827,2022.07.02,6.0,0.1,27.450000000000003
1828,2022.07.03,3.3,0.0,29.200000000000003
1829,2022.07.04,3.2,0.0,27.150000000000002
1830,2022.07.05,6.7,0.4,24.05
1831,2022.07.06,4.2,0.2,23.25
1832,2022.07.07,6.6,0.3,19.8
1833,2022.07.08,5.2,0.6,21.35
1834,2022.07.09,5.6,0.0,20.25
1835,2022.07.10,8.5,0.0,19.05
1836,2022.07.11,6.1,0.0,20.700000000000003
1837,2022.07.12,5.4,0.0,23.65
1838,2022.07.13,5.4,0.0,27.95
1839,2022.07.14,4.6,0.0,25.95
1840,2022.07.15,6.7,0.0,25.0
1841,2022.07.16,6.5,0.0,22.6
1842,2022.07.17,5.0,0.0,23.700000000000003
1843,2022.07.18,2.5,0.0,26.849999999999998
1844,2022.07.19,2.2,0.0,29.25
1845,2022.07.20,2.2,0.0,31.25
1846,2022.07.21,4.8,0.0,31.950000000000003
1847,2022.07.22,3.3,0.0,32.95
1848,2022.07.23,6.5,0.0,28.9
1849,2022.07.24,5.8,0.7,28.549999999999997
1850,2022.07.25,2.6,0.0,27.799999999999997
1851,2022.07.26,6.2,0.4,26.9
1852,2022.07.27,4.0,0.0,27.950000000000003
1853,2022.07.28,5.0,0.0,29.45
1854,2022.07.29,5.0,0.9,27.1
1855,2022.07.30,6.6,0.5,21.65
1856,2022.07.31,7.0,0.0,23.7
1857,2022.08.01,2.9,0.0,25.95
1858,2022.08.02,3.4,0.0,27.650000000000002
1859,2022.08.03,2.6,0.0,28.05
1860,2022.08.04,2.4,0.0,30.6
1861,2022.08.05,2.4,0.0,29.849999999999998
1862,2022.08.06,8.4,0.4,25.799999999999997
1863,2022.08.07,3.7,1.8,26.5
1864,2022.08.08,5.3,0.7,24.9
1865,2022.08.09,5.2,1.0,25.200000000000003
