,Date,Wind_m/s,Precipitation_mm,Wind_m/s1,Precipitation_mm1,Wind_m/s2,Precipitation_mm2,Target: Mean_temp
359,2018.06.27,6.3,1.3,3.0,0.3,2.7,0.0,18.85
360,2018.06.28,6.5,11.9,6.3,1.3,3.0,0.3,21.85
361,2018.06.29,5.2,8.4,6.5,11.9,6.3,1.3,17.45
362,2018.06.30,7.7,0.0,5.2,8.4,6.5,11.9,16.25
363,2018.07.01,4.2,0.0,7.7,0.0,5.2,8.4,15.3
364,2018.07.02,3.6,0.0,4.2,0.0,7.7,0.0,17.2
365,2018.07.03,3.0,0.0,3.6,0.0,4.2,0.0,19.1
366,2018.07.04,2.5,0.0,3.0,0.0,3.6,0.0,21.4
367,2018.07.05,2.9,1.1,2.5,0.0,3.0,0.0,22.4
368,2018.07.06,3.5,6.3,2.9,1.1,2.5,0.0,21.0
369,2018.07.07,5.1,10.1,3.5,6.3,2.9,1.1,19.35
370,2018.07.08,4.8,0.0,5.1,10.1,3.5,6.3,21.0
371,2018.07.09,3.0,0.3,4.8,0.0,5.1,10.1,20.75
372,2018.07.10,2.0,0.7,3.0,0.3,4.8,0.0,19.45
373,2018.07.11,6.0,3.9,2.0,0.7,3.0,0.3,18.7
374,2018.07.12,4.9,3.0,6.0,3.9,2.0,0.7,20.3
375,2018.07.13,6.2,0.0,4.9,3.0,6.0,3.9,20.9
376,2018.07.14,5.5,0.0,6.2,0.0,4.9,3.0,20.7
377,2018.07.15,4.7,0.0,5.5,0.0,6.2,0.0,20.8
378,2018.07.16,4.7,0.0,4.7,0.0,5.5,0.0,21.0
379,2018.07.17,5.5,0.0,4.7,0.0,4.7,0.0,20.9
380,2018.07.18,10.9,1.3,5.5,0.0,4.7,0.0,20.7
381,2018.07.19,9.2,3.7,10.9,1.3,5.5,0.0,21.8
382,2018.07.20,4.8,3.0,9.2,3.7,10.9,1.3,21.9
383,2018.07.21,2.5,0.0,4.8,3.0,9.2,3.7,21.8
384,2018.07.22,3.1,21.4,2.5,0.0,4.8,3.0,20.95
385,2018.07.23,4.5,20.3,3.1,21.4,2.5,0.0,22.65
386,2018.07.24,4.7,0.0,4.5,20.3,3.1,21.4,22.9
387,2018.07.25,3.1,0.0,4.7,0.0,4.5,20.3,22.5
388,2018.07.26,2.1,1.6,3.1,0.0,4.7,0.0,23.85
389,2018.07.27,3.5,6.3,2.1,1.6,3.1,0.0,23.8
390,2018.07.28,2.9,2.5,3.5,6.3,2.1,1.6,25.9
391,2018.07.29,3.6,6.5,2.9,2.5,3.5,6.3,24.95
392,2018.07.30,3.9,0.9,3.6,6.5,2.9,2.5,26.450000000000003
393,2018.07.31,4.0,1.0,3.9,0.9,3.6,6.5,26.299999999999997
394,2018.08.01,4.4,0.0,4.0,1.0,3.9,0.9,25.549999999999997
395,2018.08.02,2.0,6.7,4.4,0.0,4.0,1.0,24.9
396,2018.08.03,4.6,0.0,2.0,6.7,4.4,0.0,23.15
397,2018.08.04,2.6,0.0,4.6,0.0,2.0,6.7,24.049999999999997
398,2018.08.05,2.7,0.0,2.6,0.0,4.6,0.0,23.9
399,2018.08.06,3.3,0.1,2.7,0.0,2.6,0.0,23.65
400,2018.08.07,3.4,0.0,3.3,0.1,2.7,0.0,24.8
401,2018.08.08,3.9,0.0,3.4,0.0,3.3,0.1,26.2
402,2018.08.09,4.7,0.0,3.9,0.0,3.4,0.0,28.1
403,2018.08.10,4.6,1.1,4.7,0.0,3.9,0.0,23.15
404,2018.08.11,5.1,1.0,4.6,1.1,4.7,0.0,23.8
405,2018.08.12,2.9,0.0,5.1,1.0,4.6,1.1,25.2
406,2018.08.13,4.8,0.0,2.9,0.0,5.1,1.0,24.55
407,2018.08.14,5.7,0.0,4.8,0.0,2.9,0.0,23.7
408,2018.08.15,5.6,0.0,5.7,0.0,4.8,0.0,21.45
409,2018.08.16,2.8,0.0,5.6,0.0,5.7,0.0,23.4
410,2018.08.17,3.4,0.0,2.8,0.0,5.6,0.0,24.5
411,2018.08.18,2.0,0.2,3.4,0.0,2.8,0.0,25.0
412,2018.08.19,4.0,0.0,2.0,0.2,3.4,0.0,26.1
413,2018.08.20,3.2,0.1,4.0,0.0,2.0,0.2,26.65
414,2018.08.21,2.5,0.0,3.2,0.1,4.0,0.0,27.0
415,2018.08.22,4.0,0.0,2.5,0.0,3.2,0.1,26.4
416,2018.08.23,3.9,0.9,4.0,0.0,2.5,0.0,24.35
417,2018.08.24,3.7,2.6,3.9,0.9,4.0,0.0,21.15
418,2018.08.25,6.8,0.2,3.7,2.6,3.9,0.9,15.4
419,2018.08.26,6.2,16.8,6.8,0.2,3.7,2.6,15.05
420,2018.08.27,2.5,0.0,6.2,16.8,6.8,0.2,17.6
421,2018.08.28,3.9,0.0,2.5,0.0,6.2,16.8,19.25
422,2018.08.29,3.5,0.0,3.9,0.0,2.5,0.0,20.3
423,2018.08.30,2.5,0.0,3.5,0.0,3.9,0.0,22.299999999999997
424,2018.08.31,3.4,0.9,2.5,0.0,3.5,0.0,22.65
425,2018.09.01,3.5,1.8,3.4,0.9,2.5,0.0,22.5
426,2018.09.02,4.4,2.7,3.5,1.8,3.4,0.9,19.75
427,2018.09.03,5.2,3.7,4.4,2.7,3.5,1.8,17.4
428,2018.09.04,2.4,20.5,5.2,3.7,4.4,2.7,20.05
429,2018.09.05,3.5,0.1,2.4,20.5,5.2,3.7,18.45
430,2018.09.06,2.1,0.2,3.5,0.1,2.4,20.5,17.5
431,2018.09.07,2.1,0.0,2.1,0.2,3.5,0.1,19.65
432,2018.09.08,4.2,0.0,2.1,0.0,2.1,0.2,18.15
433,2018.09.09,2.5,0.0,4.2,0.0,2.1,0.0,17.85
434,2018.09.10,2.7,0.0,2.5,0.0,4.2,0.0,18.8
435,2018.09.11,4.9,0.0,2.7,0.0,2.5,0.0,19.85
436,2018.09.12,2.1,0.0,4.9,0.0,2.7,0.0,20.65
437,2018.09.13,2.0,0.0,2.1,0.0,4.9,0.0,21.1
438,2018.09.14,2.1,0.0,2.0,0.0,2.1,0.0,21.9
439,2018.09.15,6.1,0.0,2.1,0.0,2.0,0.0,17.75
440,2018.09.16,3.4,0.0,6.1,0.0,2.1,0.0,19.15
441,2018.09.17,3.0,0.0,3.4,0.0,6.1,0.0,18.15
442,2018.09.18,2.3,0.0,3.0,0.0,3.4,0.0,19.3
443,2018.09.19,3.0,0.0,2.3,0.0,3.0,0.0,20.0
444,2018.09.20,2.1,0.0,3.0,0.0,2.3,0.0,21.05
445,2018.09.21,3.9,0.0,2.1,0.0,3.0,0.0,14.85
446,2018.09.22,9.5,0.3,3.9,0.0,2.1,0.0,13.9
447,2018.09.23,5.4,0.0,9.5,0.3,3.9,0.0,14.75
448,2018.09.24,10.1,3.1,5.4,0.0,9.5,0.3,11.0
449,2018.09.25,6.8,0.0,10.1,3.1,5.4,0.0,9.0
450,2018.09.26,4.0,0.0,6.8,0.0,10.1,3.1,10.65
451,2018.09.27,3.8,0.0,4.0,0.0,6.8,0.0,11.350000000000001
452,2018.09.28,3.1,0.0,3.8,0.0,4.0,0.0,11.05
453,2018.09.29,4.7,0.7,3.1,0.0,3.8,0.0,9.85
454,2018.09.30,4.4,0.0,4.7,0.7,3.1,0.0,12.2
455,2018.10.01,4.4,0.2,4.4,0.0,4.7,0.7,10.55
456,2018.10.02,6.3,0.8,4.4,0.2,4.4,0.0,10.15
457,2018.10.03,7.4,0.1,6.3,0.8,4.4,0.2,10.7
458,2018.10.04,4.3,0.0,7.4,0.1,6.3,0.8,10.0
459,2018.10.05,3.7,0.0,4.3,0.0,7.4,0.1,12.15
460,2018.10.06,5.1,0.0,3.7,0.0,4.3,0.0,16.5
461,2018.10.07,4.4,0.0,5.1,0.0,3.7,0.0,15.75
462,2018.10.08,2.6,0.4,4.4,0.0,5.1,0.0,16.35
463,2018.10.09,3.1,0.0,2.6,0.4,4.4,0.0,16.15
464,2018.10.10,2.7,0.0,3.1,0.0,2.6,0.4,15.65
465,2018.10.11,3.3,0.0,2.7,0.0,3.1,0.0,14.8
466,2018.10.12,2.9,0.0,3.3,0.0,2.7,0.0,14.799999999999999
467,2018.10.13,2.4,0.0,2.9,0.0,3.3,0.0,13.9
468,2018.10.14,4.3,0.0,2.4,0.0,2.9,0.0,13.45
469,2018.10.15,4.8,0.0,4.3,0.0,2.4,0.0,13.65
470,2018.10.16,4.9,0.0,4.8,0.0,4.3,0.0,15.0
471,2018.10.17,3.2,0.0,4.9,0.0,4.8,0.0,15.25
472,2018.10.18,2.0,0.0,3.2,0.0,4.9,0.0,14.95
473,2018.10.19,2.3,0.0,2.0,0.0,3.2,0.0,13.4
474,2018.10.20,5.2,0.0,2.3,0.0,2.0,0.0,9.55
475,2018.10.21,5.3,4.6,5.2,0.0,2.3,0.0,11.35
476,2018.10.22,3.5,0.3,5.3,4.6,5.2,0.0,10.45
477,2018.10.23,8.6,0.0,3.5,0.3,5.3,4.6,9.8
478,2018.10.24,12.6,1.4,8.6,0.0,3.5,0.3,10.15
479,2018.10.25,7.8,0.7,12.6,1.4,8.6,0.0,10.6
480,2018.10.26,5.1,0.0,7.8,0.7,12.6,1.4,12.25
481,2018.10.27,5.3,4.1,5.1,0.0,7.8,0.7,16.05
482,2018.10.28,7.3,6.9,5.3,4.1,5.1,0.0,18.2
483,2018.10.29,7.7,20.5,7.3,6.9,5.3,4.1,14.450000000000001
484,2018.10.30,7.7,4.7,7.7,20.5,7.3,6.9,14.149999999999999
485,2018.10.31,4.6,0.0,7.7,4.7,7.7,20.5,14.8
486,2018.11.01,4.7,0.0,4.6,0.0,7.7,4.7,17.1
487,2018.11.02,4.3,0.2,4.7,0.0,4.6,0.0,15.450000000000001
488,2018.11.03,2.7,0.0,4.3,0.2,4.7,0.0,12.600000000000001
489,2018.11.04,2.6,0.0,2.7,0.0,4.3,0.2,11.899999999999999
490,2018.11.05,4.2,0.0,2.6,0.0,2.7,0.0,11.55
491,2018.11.06,4.9,0.0,4.2,0.0,2.6,0.0,11.1
492,2018.11.07,4.8,0.0,4.9,0.0,4.2,0.0,9.850000000000001
493,2018.11.08,3.1,0.0,4.8,0.0,4.9,0.0,7.85
494,2018.11.09,3.6,0.0,3.1,0.0,4.8,0.0,7.050000000000001
495,2018.11.10,4.3,0.1,3.6,0.0,3.1,0.0,9.9
496,2018.11.11,4.0,0.2,4.3,0.1,3.6,0.0,9.5
497,2018.11.12,3.6,0.0,4.0,0.2,4.3,0.1,9.8
498,2018.11.13,3.8,0.1,3.6,0.0,4.0,0.2,7.75
499,2018.11.14,6.9,0.0,3.8,0.1,3.6,0.0,5.6499999999999995
500,2018.11.15,2.5,0.0,6.9,0.0,3.8,0.1,4.6000000000000005
501,2018.11.16,5.3,0.0,2.5,0.0,6.9,0.0,2.2
502,2018.11.17,5.5,0.0,5.3,0.0,2.5,0.0,1.4000000000000001
503,2018.11.18,2.5,0.0,5.5,0.0,5.3,0.0,0.7
504,2018.11.19,4.1,1.2,2.5,0.0,5.5,0.0,2.4
505,2018.11.20,8.7,4.0,4.1,1.2,2.5,0.0,3.8499999999999996
506,2018.11.21,5.4,4.6,8.7,4.0,4.1,1.2,3.6500000000000004
507,2018.11.22,2.9,0.7,5.4,4.6,8.7,4.0,3.75
508,2018.11.23,3.7,0.6,2.9,0.7,5.4,4.6,3.95
509,2018.11.24,4.4,2.8,3.7,0.6,2.9,0.7,5.800000000000001
510,2018.11.25,4.9,14.8,4.4,2.8,3.7,0.6,7.35
511,2018.11.26,6.7,14.3,4.9,14.8,4.4,2.8,2.75
512,2018.11.27,5.6,8.8,6.7,14.3,4.9,14.8,-1.0999999999999999
513,2018.11.28,7.1,0.4,5.6,8.8,6.7,14.3,-3.25
514,2018.11.29,5.4,0.6,7.1,0.4,5.6,8.8,-3.7
515,2018.11.30,3.2,0.3,5.4,0.6,7.1,0.4,-3.6999999999999997
516,2018.12.01,2.8,0.1,3.2,0.3,5.4,0.6,-2.0500000000000003
517,2018.12.02,4.3,0.0,2.8,0.1,3.2,0.3,0.44999999999999996
518,2018.12.03,3.3,0.4,4.3,0.0,2.8,0.1,2.8000000000000003
519,2018.12.04,5.9,0.7,3.3,0.4,4.3,0.0,-0.04999999999999982
520,2018.12.05,6.7,0.0,5.9,0.7,3.3,0.4,-1.9500000000000002
521,2018.12.06,3.0,0.1,6.7,0.0,5.9,0.7,0.8500000000000001
522,2018.12.07,2.6,3.5,3.0,0.1,6.7,0.0,3.4499999999999997
523,2018.12.08,6.0,6.4,2.6,3.5,3.0,0.1,3.0
524,2018.12.09,5.7,0.8,6.0,6.4,2.6,3.5,3.6500000000000004
525,2018.12.10,7.9,0.6,5.7,0.8,6.0,6.4,1.75
526,2018.12.11,5.6,0.8,7.9,0.6,5.7,0.8,1.1
527,2018.12.12,5.6,0.4,5.6,0.8,7.9,0.6,-1.8499999999999999
528,2018.12.13,2.0,0.0,5.6,0.4,5.6,0.8,-3.15
529,2018.12.14,4.5,0.7,2.0,0.0,5.6,0.4,-0.75
530,2018.12.15,5.8,14.8,4.5,0.7,2.0,0.0,-2.45
531,2018.12.16,3.0,4.3,5.8,14.8,4.5,0.7,-5.949999999999999
532,2018.12.17,1.9,0.4,3.0,4.3,5.8,14.8,-5.3999999999999995
533,2018.12.18,2.0,0.1,1.9,0.4,3.0,4.3,-8.4
534,2018.12.19,4.0,0.7,2.0,0.1,1.9,0.4,-6.25
535,2018.12.20,4.7,1.2,4.0,0.7,2.0,0.1,-3.6
536,2018.12.21,3.1,0.0,4.7,1.2,4.0,0.7,3.9000000000000004
537,2018.12.22,5.7,1.4,3.1,0.0,4.7,1.2,4.25
538,2018.12.23,6.3,0.6,5.7,1.4,3.1,0.0,0.95
539,2018.12.24,6.0,6.2,6.3,0.6,5.7,1.4,-0.75
540,2018.12.25,7.9,0.4,6.0,6.2,6.3,0.6,1.5
541,2018.12.26,7.1,0.2,7.9,0.4,6.0,6.2,2.95
542,2018.12.27,5.6,0.0,7.1,0.2,7.9,0.4,4.199999999999999
543,2018.12.28,6.5,0.0,5.6,0.0,7.1,0.2,2.55
544,2018.12.29,5.7,0.0,6.5,0.0,5.6,0.0,2.05
545,2018.12.30,8.8,1.4,5.7,0.0,6.5,0.0,1.35
546,2018.12.31,7.5,0.3,8.8,1.4,5.7,0.0,-0.9499999999999997
547,2019.01.01,6.1,0.9,7.5,0.3,8.8,1.4,1.2000000000000002
548,2019.01.02,9.5,0.9,6.1,0.9,7.5,0.3,-1.5
549,2019.01.03,7.9,0.1,9.5,0.9,6.1,0.9,-3.65
550,2019.01.04,5.4,0.2,7.9,0.1,9.5,0.9,-0.5
551,2019.01.05,5.8,4.0,5.4,0.2,7.9,0.1,-3.05
552,2019.01.06,7.3,0.0,5.8,4.0,5.4,0.2,-10.05
553,2019.01.07,1.9,0.0,7.3,0.0,5.8,4.0,-5.2
554,2019.01.08,4.4,4.7,1.9,0.0,7.3,0.0,0.30000000000000004
555,2019.01.09,4.6,1.9,4.4,4.7,1.9,0.0,-4.2
556,2019.01.10,3.2,0.3,4.6,1.9,4.4,4.7,-8.15
557,2019.01.11,5.6,0.1,3.2,0.3,4.6,1.9,-0.5
558,2019.01.12,6.0,1.2,5.6,0.1,3.2,0.3,1.65
559,2019.01.13,5.9,1.4,6.0,1.2,5.6,0.1,0.8500000000000001
560,2019.01.14,10.1,4.7,5.9,1.4,6.0,1.2,-1.0
561,2019.01.15,8.2,0.7,10.1,4.7,5.9,1.4,2.2
562,2019.01.16,10.0,0.2,8.2,0.7,10.1,4.7,4.45
563,2019.01.17,6.0,3.3,10.0,0.2,8.2,0.7,1.1999999999999997
564,2019.01.18,8.1,7.2,6.0,3.3,10.0,0.2,-2.0500000000000003
565,2019.01.19,3.6,0.0,8.1,7.2,6.0,3.3,-1.05
566,2019.01.20,3.7,2.7,3.6,0.0,8.1,7.2,-3.5
567,2019.01.21,1.8,0.1,3.7,2.7,3.6,0.0,-6.15
568,2019.01.22,3.0,0.0,1.8,0.1,3.7,2.7,-4.25
569,2019.01.23,4.7,2.7,3.0,0.0,1.8,0.1,-0.8
570,2019.01.24,3.6,1.2,4.7,2.7,3.0,0.0,-4.8
571,2019.01.25,6.7,2.5,3.6,1.2,4.7,2.7,-4.6
572,2019.01.26,7.1,0.0,6.7,2.5,3.6,1.2,0.30000000000000004
573,2019.01.27,5.2,0.7,7.1,0.0,6.7,2.5,0.8500000000000001
574,2019.01.28,4.5,5.7,5.2,0.7,7.1,0.0,-0.15000000000000013
575,2019.01.29,4.8,0.1,4.5,5.7,5.2,0.7,-4.9
576,2019.01.30,2.6,0.1,4.8,0.1,4.5,5.7,-1.65
577,2019.01.31,2.4,0.2,2.6,0.1,4.8,0.1,0.1499999999999999
578,2019.02.01,4.7,1.8,2.4,0.2,2.6,0.1,7.4
579,2019.02.02,6.7,2.5,4.7,1.8,2.4,0.2,7.25
580,2019.02.03,7.6,2.0,6.7,2.5,4.7,1.8,2.6500000000000004
581,2019.02.04,8.5,0.3,7.6,2.0,6.7,2.5,1.6500000000000001
582,2019.02.05,3.0,0.2,8.5,0.3,7.6,2.0,-0.75
583,2019.02.06,3.0,0.0,3.0,0.2,8.5,0.3,-1.65
584,2019.02.07,2.5,0.0,3.0,0.0,3.0,0.2,-0.3500000000000001
585,2019.02.08,2.0,0.3,2.5,0.0,3.0,0.0,0.04999999999999982
586,2019.02.09,2.7,0.1,2.0,0.3,2.5,0.0,0.8999999999999999
587,2019.02.10,7.7,0.8,2.7,0.1,2.0,0.3,4.3
588,2019.02.11,10.5,4.3,7.7,0.8,2.7,0.1,1.25
589,2019.02.12,9.6,0.1,10.5,4.3,7.7,0.8,0.9500000000000001
590,2019.02.13,5.9,0.1,9.6,0.1,10.5,4.3,3.4
591,2019.02.14,6.5,0.0,5.9,0.1,9.6,0.1,2.25
592,2019.02.15,1.9,0.0,6.5,0.0,5.9,0.1,3.0500000000000003
593,2019.02.16,2.3,0.0,1.9,0.0,6.5,0.0,3.8
594,2019.02.17,1.9,0.0,2.3,0.0,1.9,0.0,2.5
595,2019.02.18,2.2,0.0,1.9,0.0,2.3,0.0,2.95
596,2019.02.19,2.3,0.2,2.2,0.0,1.9,0.0,4.550000000000001
597,2019.02.20,4.9,0.0,2.3,0.2,2.2,0.0,4.05
598,2019.02.21,4.2,0.5,4.9,0.0,2.3,0.2,3.9499999999999997
599,2019.02.22,7.6,1.6,4.2,0.5,4.9,0.0,-3.6
600,2019.02.23,6.2,0.0,7.6,1.6,4.2,0.5,-2.55
601,2019.02.24,3.3,0.0,6.2,0.0,7.6,1.6,1.25
602,2019.02.25,3.0,0.0,3.3,0.0,6.2,0.0,3.3
603,2019.02.26,6.9,0.0,3.0,0.0,3.3,0.0,4.7
604,2019.02.27,5.0,0.0,6.9,0.0,3.0,0.0,6.9
605,2019.02.28,8.4,0.0,5.0,0.0,6.9,0.0,8.15
606,2019.03.01,5.5,0.1,8.4,0.0,5.0,0.0,4.7
607,2019.03.02,4.5,0.4,5.5,0.1,8.4,0.0,7.3999999999999995
608,2019.03.03,5.7,0.5,4.5,0.4,5.5,0.1,9.45
609,2019.03.04,9.8,0.0,5.7,0.5,4.5,0.4,8.45
610,2019.03.05,6.9,1.5,9.8,0.0,5.7,0.5,8.55
611,2019.03.06,4.7,0.5,6.9,1.5,9.8,0.0,11.85
612,2019.03.07,8.8,0.0,4.7,0.5,6.9,1.5,11.3
613,2019.03.08,4.7,1.7,8.8,0.0,4.7,0.5,9.3
614,2019.03.09,5.8,0.2,4.7,1.7,8.8,0.0,10.3
615,2019.03.10,9.1,0.2,5.8,0.2,4.7,1.7,6.550000000000001
616,2019.03.11,14.0,0.3,9.1,0.2,5.8,0.2,3.95
617,2019.03.12,5.8,0.0,14.0,0.3,9.1,0.2,2.2
618,2019.03.13,5.7,2.1,5.8,0.0,14.0,0.3,4.3
619,2019.03.14,3.8,0.0,5.7,2.1,5.8,0.0,7.3
620,2019.03.15,8.2,2.2,3.8,0.0,5.7,2.1,8.85
621,2019.03.16,7.2,0.9,8.2,2.2,3.8,0.0,10.600000000000001
622,2019.03.17,6.5,0.0,7.2,0.9,8.2,2.2,8.85
623,2019.03.18,8.7,1.5,6.5,0.0,7.2,0.9,7.550000000000001
624,2019.03.19,5.5,0.4,8.7,1.5,6.5,0.0,6.25
625,2019.03.20,2.1,0.0,5.5,0.4,8.7,1.5,5.25
626,2019.03.21,2.0,0.0,2.1,0.0,5.5,0.4,7.35
627,2019.03.22,2.0,0.0,2.0,0.0,2.1,0.0,9.05
628,2019.03.23,2.8,0.0,2.0,0.0,2.0,0.0,11.6
629,2019.03.24,4.8,0.0,2.8,0.0,2.0,0.0,9.8
630,2019.03.25,5.5,0.2,4.8,0.0,2.8,0.0,8.1
631,2019.03.26,5.9,0.0,5.5,0.2,4.8,0.0,5.3
632,2019.03.27,5.6,0.0,5.9,0.0,5.5,0.2,6.05
633,2019.03.28,3.6,0.0,5.6,0.0,5.9,0.0,8.05
634,2019.03.29,2.2,0.0,3.6,0.0,5.6,0.0,8.9
635,2019.03.30,2.0,0.0,2.2,0.0,3.6,0.0,10.4
636,2019.03.31,2.5,0.0,2.0,0.0,2.2,0.0,10.0
637,2019.04.01,5.9,0.0,2.5,0.0,2.0,0.0,10.1
638,2019.04.02,6.6,0.0,5.9,0.0,2.5,0.0,11.85
639,2019.04.03,6.6,0.0,6.6,0.0,5.9,0.0,13.0
640,2019.04.04,7.0,0.0,6.6,0.0,6.6,0.0,10.8
641,2019.04.05,7.7,3.0,7.0,0.0,6.6,0.0,10.7
642,2019.04.06,3.5,3.0,7.7,3.0,7.0,0.0,12.15
643,2019.04.07,4.0,0.0,3.5,3.0,7.7,3.0,14.149999999999999
644,2019.04.08,3.3,0.0,4.0,0.0,3.5,3.0,15.5
645,2019.04.09,4.5,0.4,3.3,0.0,4.0,0.0,14.2
646,2019.04.10,5.4,0.0,4.5,0.4,3.3,0.0,12.1
647,2019.04.11,6.5,6.4,5.4,0.0,4.5,0.4,9.1
648,2019.04.12,5.4,13.4,6.5,6.4,5.4,0.0,8.9
649,2019.04.13,5.4,0.2,5.4,13.4,6.5,6.4,11.4
650,2019.04.14,6.4,1.3,5.4,0.2,5.4,13.4,8.5
651,2019.04.15,6.4,0.0,6.4,1.3,5.4,0.2,7.45
652,2019.04.16,3.9,0.0,6.4,0.0,6.4,1.3,9.299999999999999
653,2019.04.17,3.0,0.0,3.9,0.0,6.4,0.0,13.799999999999999
654,2019.04.18,4.1,0.1,3.0,0.0,3.9,0.0,16.0
655,2019.04.19,4.0,0.0,4.1,0.1,3.0,0.0,15.3
656,2019.04.20,3.2,0.0,4.0,0.0,4.1,0.1,16.05
657,2019.04.21,3.6,0.0,3.2,0.0,4.0,0.0,15.55
658,2019.04.22,7.1,0.3,3.6,0.0,3.2,0.0,10.850000000000001
659,2019.04.23,7.4,4.8,7.1,0.3,3.6,0.0,15.799999999999999
660,2019.04.24,6.0,2.1,7.4,4.8,7.1,0.3,18.25
661,2019.04.25,6.3,0.0,6.0,2.1,7.4,4.8,20.85
662,2019.04.26,6.1,2.8,6.3,0.0,6.0,2.1,14.95
663,2019.04.27,6.7,4.3,6.1,2.8,6.3,0.0,13.75
664,2019.04.28,8.2,0.4,6.7,4.3,6.1,2.8,13.100000000000001
665,2019.04.29,5.2,0.9,8.2,0.4,6.7,4.3,12.9
666,2019.04.30,3.8,6.1,5.2,0.9,8.2,0.4,14.850000000000001
667,2019.05.01,6.4,0.0,3.8,6.1,5.2,0.9,15.950000000000001
668,2019.05.02,5.5,1.0,6.4,0.0,3.8,6.1,14.399999999999999
669,2019.05.03,5.9,0.6,5.5,1.0,6.4,0.0,14.85
670,2019.05.04,5.0,10.9,5.9,0.6,5.5,1.0,9.2
671,2019.05.05,5.8,27.1,5.0,10.9,5.9,0.6,9.399999999999999
672,2019.05.06,4.9,9.1,5.8,27.1,5.0,10.9,11.0
673,2019.05.07,6.3,0.0,4.9,9.1,5.8,27.1,12.8
674,2019.05.08,4.6,0.0,6.3,0.0,4.9,9.1,10.65
675,2019.05.09,5.0,17.0,4.6,0.0,6.3,0.0,14.600000000000001
676,2019.05.10,6.6,0.6,5.0,17.0,4.6,0.0,16.75
677,2019.05.11,3.6,0.8,6.6,0.6,5.0,17.0,17.95
678,2019.05.12,4.9,9.8,3.6,0.8,6.6,0.6,12.6
679,2019.05.13,6.3,1.2,4.9,9.8,3.6,0.8,8.65
680,2019.05.14,6.0,30.3,6.3,1.2,4.9,9.8,10.05
681,2019.05.15,3.0,9.3,6.0,30.3,6.3,1.2,12.2
682,2019.05.16,2.2,0.1,3.0,9.3,6.0,30.3,15.2
683,2019.05.17,2.6,0.0,2.2,0.1,3.0,9.3,17.6
684,2019.05.18,3.9,0.2,2.6,0.0,2.2,0.1,19.299999999999997
685,2019.05.19,4.7,3.5,3.9,0.2,2.6,0.0,19.15
686,2019.05.20,6.0,7.7,4.7,3.5,3.9,0.2,16.25
687,2019.05.21,5.4,5.7,6.0,7.7,4.7,3.5,15.950000000000001
688,2019.05.22,7.1,1.5,5.4,5.7,6.0,7.7,15.55
689,2019.05.23,7.7,0.0,7.1,1.5,5.4,5.7,15.5
690,2019.05.24,3.5,2.2,7.7,0.0,7.1,1.5,18.75
691,2019.05.25,2.9,0.0,3.5,2.2,7.7,0.0,20.8
692,2019.05.26,2.8,0.0,2.9,0.0,3.5,2.2,21.450000000000003
693,2019.05.27,4.2,7.8,2.8,0.0,2.9,0.0,19.450000000000003
694,2019.05.28,4.2,9.4,4.2,7.8,2.8,0.0,18.0
695,2019.05.29,3.3,5.8,4.2,9.4,4.2,7.8,14.7
696,2019.05.30,4.2,23.1,3.3,5.8,4.2,9.4,18.0
697,2019.05.31,3.3,1.4,4.2,23.1,3.3,5.8,20.5
698,2019.06.01,4.9,0.9,3.3,1.4,4.2,23.1,22.1
699,2019.06.02,3.6,0.0,4.9,0.9,3.3,1.4,23.1
700,2019.06.03,3.5,0.2,3.6,0.0,4.9,0.9,23.1
701,2019.06.04,3.3,0.0,3.5,0.2,3.6,0.0,23.7
702,2019.06.05,3.9,3.0,3.3,0.0,3.5,0.2,21.75
703,2019.06.06,4.8,4.6,3.9,3.0,3.3,0.0,22.95
704,2019.06.07,4.1,8.8,4.8,4.6,3.9,3.0,22.65
705,2019.06.08,6.0,0.0,4.1,8.8,4.8,4.6,23.0
706,2019.06.09,3.6,0.0,6.0,0.0,4.1,8.8,25.2
707,2019.06.10,4.2,0.0,3.6,0.0,6.0,0.0,26.0
708,2019.06.11,4.4,0.0,4.2,0.0,3.6,0.0,26.3
709,2019.06.12,5.4,0.0,4.4,0.0,4.2,0.0,27.799999999999997
710,2019.06.13,4.1,3.2,5.4,0.0,4.4,0.0,28.15
711,2019.06.14,3.7,0.0,4.1,3.2,5.4,0.0,28.7
712,2019.06.15,3.9,0.3,3.7,0.0,4.1,3.2,28.049999999999997
713,2019.06.16,4.7,7.1,3.9,0.3,3.7,0.0,25.2
714,2019.06.17,3.7,10.7,4.7,7.1,3.9,0.3,23.25
715,2019.06.18,4.3,3.0,3.7,10.7,4.7,7.1,26.299999999999997
716,2019.06.19,4.8,15.9,4.3,3.0,3.7,10.7,26.1
717,2019.06.20,2.5,6.9,4.8,15.9,4.3,3.0,25.1
718,2019.06.21,4.5,0.8,2.5,6.9,4.8,15.9,26.05
719,2019.06.22,3.3,2.4,4.5,0.8,2.5,6.9,23.950000000000003
720,2019.06.23,4.2,20.1,3.3,2.4,4.5,0.8,24.65
721,2019.06.24,5.7,0.8,4.2,20.1,3.3,2.4,25.85
722,2019.06.25,4.2,0.0,5.7,0.8,4.2,20.1,28.2
723,2019.06.26,3.2,0.0,4.2,0.0,5.7,0.8,27.85
724,2019.06.27,7.5,0.0,3.2,0.0,4.2,0.0,22.25
