,Min_temp,Max_temp,Mean_temp,Min_temp1,Max_temp1,Mean_temp1,Min_temp2,Max_temp2,Mean_temp2,Target: Max_temp
296,0.376260647468268,0.7754363397040012,0.6019856900946621,0.5838118172359896,0.5656953818629272,0.5797840706768901,0.4250962168253788,0.835362327658594,0.6574897386390923,0.5557077172038283
297,0.5105584632003232,0.5557077172038283,0.5409312366957888,0.376260647468268,0.7754363397040012,0.6019856900946621,0.5838118172359896,0.5656953818629272,0.5797840706768901,0.14621346618077846
298,0.14429169302199063,0.14621346618077846,0.146852492030334,0.5105584632003232,0.5557077172038283,0.5409312366957888,0.376260647468268,0.7754363397040012,0.6019856900946621,0.7754363397040012
299,0.13208280068271291,0.7754363397040012,0.4909775930058016,0.14429169302199063,0.14621346618077846,0.146852492030334,0.5105584632003232,0.5557077172038283,0.5409312366957888,0.6356090344766185
300,0.7913629870037114,0.6356090344766185,0.7129937871835226,0.13208280068271291,0.7754363397040012,0.4909775930058016,0.14429169302199063,0.14621346618077846,0.146852492030334,0.6855473577721124
301,0.766945202325156,0.6855473577721124,0.7296450017468515,0.7913629870037114,0.6356090344766185,0.7129937871835226,0.13208280068271291,0.7754363397040012,0.4909775930058016,0.655584363794816
302,0.522767355539601,0.655584363794816,0.6019856900946621,0.766945202325156,0.6855473577721124,0.7296450017468515,0.7913629870037114,0.6356090344766185,0.7129937871835226,0.7654486750449027
303,0.6448562789323784,0.7654486750449027,0.7185441920379657,0.522767355539601,0.655584363794816,0.6019856900946621,0.766945202325156,0.6855473577721124,0.7296450017468515,0.7954116690221986
304,0.6448562789323784,0.7954116690221986,0.7351954066012946,0.6448562789323784,0.7654486750449027,0.7185441920379657,0.522767355539601,0.655584363794816,0.6019856900946621,0.9652019682268781
305,0.6448562789323784,0.9652019682268781,0.8295522891268262,0.6448562789323784,0.7954116690221986,0.7351954066012946,0.6448562789323784,0.7654486750449027,0.7185441920379657,1.0650786148178657
306,1.0843764031463776,1.0650786148178657,1.0848709124312053,0.6448562789323784,0.9652019682268781,0.8295522891268262,0.6448562789323784,0.7954116690221986,0.7351954066012946,0.655584363794816
307,0.9256608027357669,0.655584363794816,0.7851490502912818,1.0843764031463776,1.0650786148178657,1.0848709124312053,0.6448562789323784,0.9652019682268781,0.8295522891268262,0.5656953818629272
308,0.6692740636109339,0.5656953818629272,0.618636904657991,0.9256608027357669,0.655584363794816,0.7851490502912818,1.0843764031463776,1.0650786148178657,1.0848709124312053,0.3759297533400503
309,0.4006784321468234,0.3759297533400503,0.39107030562582734,0.6692740636109339,0.5656953818629272,0.618636904657991,0.9256608027357669,0.655584363794816,0.7851490502912818,0.6655720284539149
310,0.44951400150393445,0.6655720284539149,0.574233665822447,0.4006784321468234,0.3759297533400503,0.39107030562582734,0.6692740636109339,0.5656953818629272,0.618636904657991,0.7554610103858037
311,0.8157807716822668,0.7554610103858037,0.7906994551457248,0.44951400150393445,0.6655720284539149,0.574233665822447,0.4006784321468234,0.3759297533400503,0.39107030562582734,0.7954116690221986
312,0.5471851402181563,0.7954116690221986,0.6907921677657501,0.8157807716822668,0.7554610103858037,0.7906994551457248,0.44951400150393445,0.6655720284539149,0.574233665822447,0.6256213698175196
313,0.8157807716822668,0.6256213698175196,0.7185441920379653,0.5471851402181563,0.7954116690221986,0.6907921677657501,0.8157807716822668,0.7554610103858037,0.7906994551457248,0.5557077172038283
314,0.44951400150393445,0.5557077172038283,0.5131792124235737,0.8157807716822668,0.6256213698175196,0.7185441920379653,0.5471851402181563,0.7954116690221986,0.6907921677657501,0.306016100726359
315,0.48614067852176757,0.306016100726359,0.39107030562582734,0.44951400150393445,0.5557077172038283,0.5131792124235737,0.8157807716822668,0.6256213698175196,0.7185441920379653,0.126238136862581
316,0.2053361547183794,0.126238136862581,0.1635037065936633,0.48614067852176757,0.306016100726359,0.39107030562582734,0.44951400150393445,0.5557077172038283,0.5131792124235737,0.07629981356708714
317,-0.03884169206717566,0.07629981356708714,0.024743585232587708,0.2053361547183794,0.126238136862581,0.1635037065936633,0.48614067852176757,0.306016100726359,0.39107030562582734,0.126238136862581
318,0.376260647468268,0.126238136862581,0.24120937455586555,-0.03884169206717566,0.07629981356708714,0.024743585232587708,0.2053361547183794,0.126238136862581,0.1635037065936633,0.5457200525447293
319,0.5349762478788787,0.5457200525447293,0.5464816415502318,0.376260647468268,0.126238136862581,0.24120937455586555,-0.03884169206717566,0.07629981356708714,0.024743585232587708,0.5756830465220257
320,0.3640517551289901,0.5756830465220257,0.48542718815135855,0.5349762478788787,0.5457200525447293,0.5464816415502318,0.376260647468268,0.126238136862581,0.24120937455586555,0.49578172924923547
321,0.1931272623791017,0.49578172924923547,0.36331828135361227,0.3640517551289901,0.5756830465220257,0.48542718815135855,0.5349762478788787,0.5457200525447293,0.5464816415502318,0.5457200525447293
322,0.522767355539601,0.5457200525447293,0.5409312366957888,0.1931272623791017,0.49578172924923547,0.36331828135361227,0.3640517551289901,0.5756830465220257,0.48542718815135855,0.42586807663554416
323,0.4739317861824899,0.42586807663554416,0.4521247590247003,0.522767355539601,0.5457200525447293,0.5409312366957888,0.1931272623791017,0.49578172924923547,0.36331828135361227,0.6056460404993221
324,0.7303185253073227,0.6056460404993221,0.6685905483479786,0.4739317861824899,0.42586807663554416,0.4521247590247003,0.522767355539601,0.5457200525447293,0.5409312366957888,0.8952883156131863
325,0.8157807716822668,0.8952883156131863,0.8684051231079271,0.7303185253073227,0.6056460404993221,0.6685905483479786,0.4739317861824899,0.42586807663554416,0.4521247590247003,0.6156337051584211
326,1.0233319414499888,0.6156337051584211,0.8073506697090541,0.8157807716822668,0.8952883156131863,0.8684051231079271,0.7303185253073227,0.6056460404993221,0.6685905483479786,0.9252513095904827
327,0.7913629870037114,0.9252513095904827,0.8739555279623702,1.0233319414499888,0.6156337051584211,0.8073506697090541,0.8157807716822668,0.8952883156131863,0.8684051231079271,0.8053993336812976
328,0.9134519103964889,0.8053993336812976,0.8628547182534844,0.7913629870037114,0.9252513095904827,0.8739555279623702,1.0233319414499888,0.6156337051584211,0.8073506697090541,0.9652019682268781
329,0.9256608027357669,0.9652019682268781,0.957211600779016,0.9134519103964889,0.8053993336812976,0.8628547182534844,0.7913629870037114,0.9252513095904827,0.8739555279623702,0.6855473577721124
