,Date,Min_temp,Max_temp,Mean_temp,Min_temp1,Max_temp1,Mean_temp1,Min_temp2,Max_temp2,Mean_temp2,Target: Mean_temp
375,2018.07.13,15.5,25.1,20.3,13.6,23.8,18.7,16.9,22.0,19.45,20.9
376,2018.07.14,16.7,25.1,20.9,15.5,25.1,20.3,13.6,23.8,18.7,20.7
377,2018.07.15,15.5,25.9,20.7,16.7,25.1,20.9,15.5,25.1,20.3,20.8
378,2018.07.16,15.4,26.2,20.8,15.5,25.9,20.7,16.7,25.1,20.9,21.0
379,2018.07.17,15.3,26.7,21.0,15.4,26.2,20.8,15.5,25.9,20.7,20.9
380,2018.07.18,19.0,22.8,20.9,15.3,26.7,21.0,15.4,26.2,20.8,20.7
381,2018.07.19,18.9,22.5,20.7,19.0,22.8,20.9,15.3,26.7,21.0,21.8
382,2018.07.20,18.3,25.3,21.8,18.9,22.5,20.7,19.0,22.8,20.9,21.9
383,2018.07.21,17.7,26.1,21.9,18.3,25.3,21.8,18.9,22.5,20.7,21.8
384,2018.07.22,17.8,25.8,21.8,17.7,26.1,21.9,18.3,25.3,21.8,20.95
385,2018.07.23,17.9,24.0,20.95,17.8,25.8,21.8,17.7,26.1,21.9,22.65
386,2018.07.24,17.4,27.9,22.65,17.9,24.0,20.95,17.8,25.8,21.8,22.9
387,2018.07.25,17.7,28.1,22.9,17.4,27.9,22.65,17.9,24.0,20.95,22.5
388,2018.07.26,17.9,27.1,22.5,17.7,28.1,22.9,17.4,27.9,22.65,23.85
389,2018.07.27,20.5,27.2,23.85,17.9,27.1,22.5,17.7,28.1,22.9,23.8
390,2018.07.28,19.3,28.3,23.8,20.5,27.2,23.85,17.9,27.1,22.5,25.9
391,2018.07.29,21.7,30.1,25.9,19.3,28.3,23.8,20.5,27.2,23.85,24.95
392,2018.07.30,21.5,28.4,24.95,21.7,30.1,25.9,19.3,28.3,23.8,26.450000000000003
393,2018.07.31,22.6,30.3,26.450000000000003,21.5,28.4,24.95,21.7,30.1,25.9,26.299999999999997
394,2018.08.01,22.2,30.4,26.299999999999997,22.6,30.3,26.450000000000003,21.5,28.4,24.95,25.549999999999997
395,2018.08.02,20.7,30.4,25.549999999999997,22.2,30.4,26.299999999999997,22.6,30.3,26.450000000000003,24.9
396,2018.08.03,20.6,29.2,24.9,20.7,30.4,25.549999999999997,22.2,30.4,26.299999999999997,23.15
397,2018.08.04,17.9,28.4,23.15,20.6,29.2,24.9,20.7,30.4,25.549999999999997,24.049999999999997
398,2018.08.05,17.9,30.2,24.049999999999997,17.9,28.4,23.15,20.6,29.2,24.9,23.9
399,2018.08.06,18.9,28.9,23.9,17.9,30.2,24.049999999999997,17.9,28.4,23.15,23.65
400,2018.08.07,18.2,29.1,23.65,18.9,28.9,23.9,17.9,30.2,24.049999999999997,24.8
401,2018.08.08,18.1,31.5,24.8,18.2,29.1,23.65,18.9,28.9,23.9,26.2
402,2018.08.09,20.0,32.4,26.2,18.1,31.5,24.8,18.2,29.1,23.65,28.1
403,2018.08.10,23.0,33.2,28.1,20.0,32.4,26.2,18.1,31.5,24.8,23.15
404,2018.08.11,18.7,27.6,23.15,23.0,33.2,28.1,20.0,32.4,26.2,23.8
405,2018.08.12,17.5,30.1,23.8,18.7,27.6,23.15,23.0,33.2,28.1,25.2
406,2018.08.13,18.0,32.4,25.2,17.5,30.1,23.8,18.7,27.6,23.15,24.55
407,2018.08.14,20.0,29.1,24.55,18.0,32.4,25.2,17.5,30.1,23.8,23.7
408,2018.08.15,20.2,27.2,23.7,20.0,29.1,24.55,18.0,32.4,25.2,21.45
409,2018.08.16,15.0,27.9,21.45,20.2,27.2,23.7,20.0,29.1,24.55,23.4
410,2018.08.17,17.5,29.3,23.4,15.0,27.9,21.45,20.2,27.2,23.7,24.5
411,2018.08.18,19.3,29.7,24.5,17.5,29.3,23.4,15.0,27.9,21.45,25.0
412,2018.08.19,18.7,31.3,25.0,19.3,29.7,24.5,17.5,29.3,23.4,26.1
413,2018.08.20,20.1,32.1,26.1,18.7,31.3,25.0,19.3,29.7,24.5,26.65
414,2018.08.21,21.0,32.3,26.65,20.1,32.1,26.1,18.7,31.3,25.0,27.0
415,2018.08.22,21.6,32.4,27.0,21.0,32.3,26.65,20.1,32.1,26.1,26.4
416,2018.08.23,21.6,31.2,26.4,21.6,32.4,27.0,21.0,32.3,26.65,24.35
417,2018.08.24,18.4,30.3,24.35,21.6,31.2,26.4,21.6,32.4,27.0,21.15
418,2018.08.25,18.3,24.0,21.15,18.4,30.3,24.35,21.6,31.2,26.4,15.4
419,2018.08.26,14.2,16.6,15.4,18.3,24.0,21.15,18.4,30.3,24.35,15.05
420,2018.08.27,8.9,21.2,15.05,14.2,16.6,15.4,18.3,24.0,21.15,17.6
421,2018.08.28,9.6,25.6,17.6,8.9,21.2,15.05,14.2,16.6,15.4,19.25
422,2018.08.29,12.1,26.4,19.25,9.6,25.6,17.6,8.9,21.2,15.05,20.3
423,2018.08.30,13.1,27.5,20.3,12.1,26.4,19.25,9.6,25.6,17.6,22.299999999999997
424,2018.08.31,17.2,27.4,22.299999999999997,13.1,27.5,20.3,12.1,26.4,19.25,22.65
425,2018.09.01,16.4,28.9,22.65,17.2,27.4,22.299999999999997,13.1,27.5,20.3,22.5
426,2018.09.02,17.6,27.4,22.5,16.4,28.9,22.65,17.2,27.4,22.299999999999997,19.75
427,2018.09.03,17.3,22.2,19.75,17.6,27.4,22.5,16.4,28.9,22.65,17.4
428,2018.09.04,16.4,18.4,17.4,17.3,22.2,19.75,17.6,27.4,22.5,20.05
429,2018.09.05,15.8,24.3,20.05,16.4,18.4,17.4,17.3,22.2,19.75,18.45
430,2018.09.06,14.6,22.3,18.45,15.8,24.3,20.05,16.4,18.4,17.4,17.5
431,2018.09.07,11.3,23.7,17.5,14.6,22.3,18.45,15.8,24.3,20.05,19.65
432,2018.09.08,14.9,24.4,19.65,11.3,23.7,17.5,14.6,22.3,18.45,18.15
433,2018.09.09,12.6,23.7,18.15,14.9,24.4,19.65,11.3,23.7,17.5,17.85
434,2018.09.10,11.9,23.8,17.85,12.6,23.7,18.15,14.9,24.4,19.65,18.8
435,2018.09.11,12.5,25.1,18.8,11.9,23.8,17.85,12.6,23.7,18.15,19.85
436,2018.09.12,13.0,26.7,19.85,12.5,25.1,18.8,11.9,23.8,17.85,20.65
437,2018.09.13,13.1,28.2,20.65,13.0,26.7,19.85,12.5,25.1,18.8,21.1
438,2018.09.14,16.2,26.0,21.1,13.1,28.2,20.65,13.0,26.7,19.85,21.9
439,2018.09.15,17.9,25.9,21.9,16.2,26.0,21.1,13.1,28.2,20.65,17.75
440,2018.09.16,13.5,22.0,17.75,17.9,25.9,21.9,16.2,26.0,21.1,19.15
441,2018.09.17,11.5,26.8,19.15,13.5,22.0,17.75,17.9,25.9,21.9,18.15
442,2018.09.18,10.9,25.4,18.15,11.5,26.8,19.15,13.5,22.0,17.75,19.3
443,2018.09.19,11.3,27.3,19.3,10.9,25.4,18.15,11.5,26.8,19.15,20.0
444,2018.09.20,12.0,28.0,20.0,11.3,27.3,19.3,10.9,25.4,18.15,21.05
445,2018.09.21,13.6,28.5,21.05,12.0,28.0,20.0,11.3,27.3,19.3,14.85
446,2018.09.22,12.2,17.5,14.85,13.6,28.5,21.05,12.0,28.0,20.0,13.9
447,2018.09.23,9.5,18.3,13.9,12.2,17.5,14.85,13.6,28.5,21.05,14.75
448,2018.09.24,10.6,18.9,14.75,9.5,18.3,13.9,12.2,17.5,14.85,11.0
449,2018.09.25,7.6,14.4,11.0,10.6,18.9,14.75,9.5,18.3,13.9,9.0
450,2018.09.26,3.9,14.1,9.0,7.6,14.4,11.0,10.6,18.9,14.75,10.65
451,2018.09.27,2.8,18.5,10.65,3.9,14.1,9.0,7.6,14.4,11.0,11.350000000000001
452,2018.09.28,4.6,18.1,11.350000000000001,2.8,18.5,10.65,3.9,14.1,9.0,11.05
453,2018.09.29,7.0,15.1,11.05,4.6,18.1,11.350000000000001,2.8,18.5,10.65,9.85
454,2018.09.30,4.0,15.7,9.85,7.0,15.1,11.05,4.6,18.1,11.350000000000001,12.2
455,2018.10.01,6.4,18.0,12.2,4.0,15.7,9.85,7.0,15.1,11.05,10.55
456,2018.10.02,6.8,14.3,10.55,6.4,18.0,12.2,4.0,15.7,9.85,10.15
457,2018.10.03,3.5,16.8,10.15,6.8,14.3,10.55,6.4,18.0,12.2,10.7
458,2018.10.04,5.7,15.7,10.7,3.5,16.8,10.15,6.8,14.3,10.55,10.0
459,2018.10.05,2.9,17.1,10.0,5.7,15.7,10.7,3.5,16.8,10.15,12.15
460,2018.10.06,4.0,20.3,12.15,2.9,17.1,10.0,5.7,15.7,10.7,16.5
461,2018.10.07,12.7,20.3,16.5,4.0,20.3,12.15,2.9,17.1,10.0,15.75
462,2018.10.08,11.9,19.6,15.75,12.7,20.3,16.5,4.0,20.3,12.15,16.35
463,2018.10.09,10.0,22.7,16.35,11.9,19.6,15.75,12.7,20.3,16.5,16.15
464,2018.10.10,9.2,23.1,16.15,10.0,22.7,16.35,11.9,19.6,15.75,15.65
465,2018.10.11,9.0,22.3,15.65,9.2,23.1,16.15,10.0,22.7,16.35,14.8
466,2018.10.12,8.6,21.0,14.8,9.0,22.3,15.65,9.2,23.1,16.15,14.799999999999999
467,2018.10.13,8.2,21.4,14.799999999999999,8.6,21.0,14.8,9.0,22.3,15.65,13.9
468,2018.10.14,8.3,19.5,13.9,8.2,21.4,14.799999999999999,8.6,21.0,14.8,13.45
469,2018.10.15,7.5,19.4,13.45,8.3,19.5,13.9,8.2,21.4,14.799999999999999,13.65
470,2018.10.16,8.5,18.8,13.65,7.5,19.4,13.45,8.3,19.5,13.9,15.0
471,2018.10.17,8.8,21.2,15.0,8.5,18.8,13.65,7.5,19.4,13.45,15.25
472,2018.10.18,9.4,21.1,15.25,8.8,21.2,15.0,8.5,18.8,13.65,14.95
473,2018.10.19,8.9,21.0,14.95,9.4,21.1,15.25,8.8,21.2,15.0,13.4
474,2018.10.20,7.2,19.6,13.4,8.9,21.0,14.95,9.4,21.1,15.25,9.55
475,2018.10.21,8.3,10.8,9.55,7.2,19.6,13.4,8.9,21.0,14.95,11.35
476,2018.10.22,7.7,15.0,11.35,8.3,10.8,9.55,7.2,19.6,13.4,10.45
477,2018.10.23,8.2,12.7,10.45,7.7,15.0,11.35,8.3,10.8,9.55,9.8
478,2018.10.24,6.8,12.8,9.8,8.2,12.7,10.45,7.7,15.0,11.35,10.15
479,2018.10.25,6.0,14.3,10.15,6.8,12.8,9.8,8.2,12.7,10.45,10.6
480,2018.10.26,7.1,14.1,10.6,6.0,14.3,10.15,6.8,12.8,9.8,12.25
481,2018.10.27,10.6,13.9,12.25,7.1,14.1,10.6,6.0,14.3,10.15,16.05
482,2018.10.28,11.4,20.7,16.05,10.6,13.9,12.25,7.1,14.1,10.6,18.2
483,2018.10.29,16.0,20.4,18.2,11.4,20.7,16.05,10.6,13.9,12.25,14.450000000000001
484,2018.10.30,10.8,18.1,14.450000000000001,16.0,20.4,18.2,11.4,20.7,16.05,14.149999999999999
485,2018.10.31,9.9,18.4,14.149999999999999,10.8,18.1,14.450000000000001,16.0,20.4,18.2,14.8
486,2018.11.01,8.8,20.8,14.8,9.9,18.4,14.149999999999999,10.8,18.1,14.450000000000001,17.1
487,2018.11.02,13.0,21.2,17.1,8.8,20.8,14.8,9.9,18.4,14.149999999999999,15.450000000000001
488,2018.11.03,11.3,19.6,15.450000000000001,13.0,21.2,17.1,8.8,20.8,14.8,12.600000000000001
489,2018.11.04,7.9,17.3,12.600000000000001,11.3,19.6,15.450000000000001,13.0,21.2,17.1,11.899999999999999
490,2018.11.05,6.6,17.2,11.899999999999999,7.9,17.3,12.600000000000001,11.3,19.6,15.450000000000001,11.55
491,2018.11.06,7.3,15.8,11.55,6.6,17.2,11.899999999999999,7.9,17.3,12.600000000000001,11.1
492,2018.11.07,6.6,15.6,11.1,7.3,15.8,11.55,6.6,17.2,11.899999999999999,9.850000000000001
493,2018.11.08,5.4,14.3,9.850000000000001,6.6,15.6,11.1,7.3,15.8,11.55,7.85
494,2018.11.09,3.0,12.7,7.85,5.4,14.3,9.850000000000001,6.6,15.6,11.1,7.050000000000001
495,2018.11.10,3.2,10.9,7.050000000000001,3.0,12.7,7.85,5.4,14.3,9.850000000000001,9.9
496,2018.11.11,4.8,15.0,9.9,3.2,10.9,7.050000000000001,3.0,12.7,7.85,9.5
497,2018.11.12,4.3,14.7,9.5,4.8,15.0,9.9,3.2,10.9,7.050000000000001,9.8
498,2018.11.13,5.8,13.8,9.8,4.3,14.7,9.5,4.8,15.0,9.9,7.75
499,2018.11.14,3.5,12.0,7.75,5.8,13.8,9.8,4.3,14.7,9.5,5.6499999999999995
500,2018.11.15,0.6,10.7,5.6499999999999995,3.5,12.0,7.75,5.8,13.8,9.8,4.6000000000000005
501,2018.11.16,0.9,8.3,4.6000000000000005,0.6,10.7,5.6499999999999995,3.5,12.0,7.75,2.2
502,2018.11.17,-1.5,5.9,2.2,0.9,8.3,4.6000000000000005,0.6,10.7,5.6499999999999995,1.4000000000000001
503,2018.11.18,-3.6,6.4,1.4000000000000001,-1.5,5.9,2.2,0.9,8.3,4.6000000000000005,0.7
504,2018.11.19,-0.5,1.9,0.7,-3.6,6.4,1.4000000000000001,-1.5,5.9,2.2,2.4
505,2018.11.20,0.3,4.5,2.4,-0.5,1.9,0.7,-3.6,6.4,1.4000000000000001,3.8499999999999996
506,2018.11.21,3.4,4.3,3.8499999999999996,0.3,4.5,2.4,-0.5,1.9,0.7,3.6500000000000004
507,2018.11.22,2.4,4.9,3.6500000000000004,3.4,4.3,3.8499999999999996,0.3,4.5,2.4,3.75
508,2018.11.23,2.7,4.8,3.75,2.4,4.9,3.6500000000000004,3.4,4.3,3.8499999999999996,3.95
509,2018.11.24,1.5,6.4,3.95,2.7,4.8,3.75,2.4,4.9,3.6500000000000004,5.800000000000001
510,2018.11.25,4.7,6.9,5.800000000000001,1.5,6.4,3.95,2.7,4.8,3.75,7.35
511,2018.11.26,5.3,9.4,7.35,4.7,6.9,5.800000000000001,1.5,6.4,3.95,2.75
512,2018.11.27,0.9,4.6,2.75,5.3,9.4,7.35,4.7,6.9,5.800000000000001,-1.0999999999999999
513,2018.11.28,-3.8,1.6,-1.0999999999999999,0.9,4.6,2.75,5.3,9.4,7.35,-3.25
514,2018.11.29,-6.3,-0.2,-3.25,-3.8,1.6,-1.0999999999999999,0.9,4.6,2.75,-3.7
515,2018.11.30,-5.3,-2.1,-3.7,-6.3,-0.2,-3.25,-3.8,1.6,-1.0999999999999999,-3.6999999999999997
516,2018.12.01,-5.6,-1.8,-3.6999999999999997,-5.3,-2.1,-3.7,-6.3,-0.2,-3.25,-2.0500000000000003
517,2018.12.02,-4.4,0.3,-2.0500000000000003,-5.6,-1.8,-3.6999999999999997,-5.3,-2.1,-3.7,0.44999999999999996
518,2018.12.03,-2.4,3.3,0.44999999999999996,-4.4,0.3,-2.0500000000000003,-5.6,-1.8,-3.6999999999999997,2.8000000000000003
519,2018.12.04,0.2,5.4,2.8000000000000003,-2.4,3.3,0.44999999999999996,-4.4,0.3,-2.0500000000000003,-0.04999999999999982
520,2018.12.05,-5.0,4.9,-0.04999999999999982,0.2,5.4,2.8000000000000003,-2.4,3.3,0.44999999999999996,-1.9500000000000002
521,2018.12.06,-5.9,2.0,-1.9500000000000002,-5.0,4.9,-0.04999999999999982,0.2,5.4,2.8000000000000003,0.8500000000000001
522,2018.12.07,-0.9,2.6,0.8500000000000001,-5.9,2.0,-1.9500000000000002,-5.0,4.9,-0.04999999999999982,3.4499999999999997
523,2018.12.08,0.1,6.8,3.4499999999999997,-0.9,2.6,0.8500000000000001,-5.9,2.0,-1.9500000000000002,3.0
524,2018.12.09,-0.1,6.1,3.0,0.1,6.8,3.4499999999999997,-0.9,2.6,0.8500000000000001,3.6500000000000004
525,2018.12.10,1.4,5.9,3.6500000000000004,-0.1,6.1,3.0,0.1,6.8,3.4499999999999997,1.75
526,2018.12.11,-0.2,3.7,1.75,1.4,5.9,3.6500000000000004,-0.1,6.1,3.0,1.1
527,2018.12.12,-0.9,3.1,1.1,-0.2,3.7,1.75,1.4,5.9,3.6500000000000004,-1.8499999999999999
528,2018.12.13,-5.3,1.6,-1.8499999999999999,-0.9,3.1,1.1,-0.2,3.7,1.75,-3.15
529,2018.12.14,-5.7,-0.6,-3.15,-5.3,1.6,-1.8499999999999999,-0.9,3.1,1.1,-0.75
530,2018.12.15,-1.1,-0.4,-0.75,-5.7,-0.6,-3.15,-5.3,1.6,-1.8499999999999999,-2.45
531,2018.12.16,-4.2,-0.7,-2.45,-1.1,-0.4,-0.75,-5.7,-0.6,-3.15,-5.949999999999999
532,2018.12.17,-7.6,-4.3,-5.949999999999999,-4.2,-0.7,-2.45,-1.1,-0.4,-0.75,-5.3999999999999995
533,2018.12.18,-8.2,-2.6,-5.3999999999999995,-7.6,-4.3,-5.949999999999999,-4.2,-0.7,-2.45,-8.4
534,2018.12.19,-9.8,-7.0,-8.4,-8.2,-2.6,-5.3999999999999995,-7.6,-4.3,-5.949999999999999,-6.25
535,2018.12.20,-8.3,-4.2,-6.25,-9.8,-7.0,-8.4,-8.2,-2.6,-5.3999999999999995,-3.6
536,2018.12.21,-6.3,-0.9,-3.6,-8.3,-4.2,-6.25,-9.8,-7.0,-8.4,3.9000000000000004
537,2018.12.22,1.1,6.7,3.9000000000000004,-6.3,-0.9,-3.6,-8.3,-4.2,-6.25,4.25
538,2018.12.23,2.1,6.4,4.25,1.1,6.7,3.9000000000000004,-6.3,-0.9,-3.6,0.95
539,2018.12.24,-2.1,4.0,0.95,2.1,6.4,4.25,1.1,6.7,3.9000000000000004,-0.75
540,2018.12.25,-3.5,2.0,-0.75,-2.1,4.0,0.95,2.1,6.4,4.25,1.5
541,2018.12.26,-0.8,3.8,1.5,-3.5,2.0,-0.75,-2.1,4.0,0.95,2.95
542,2018.12.27,0.0,5.9,2.95,-0.8,3.8,1.5,-3.5,2.0,-0.75,4.199999999999999
543,2018.12.28,2.3,6.1,4.199999999999999,0.0,5.9,2.95,-0.8,3.8,1.5,2.55
544,2018.12.29,0.0,5.1,2.55,2.3,6.1,4.199999999999999,0.0,5.9,2.95,2.05
545,2018.12.30,-0.7,4.8,2.05,0.0,5.1,2.55,2.3,6.1,4.199999999999999,1.35
546,2018.12.31,-1.5,4.2,1.35,-0.7,4.8,2.05,0.0,5.1,2.55,-0.9499999999999997
547,2019.01.01,-4.6,2.7,-0.9499999999999997,-1.5,4.2,1.35,-0.7,4.8,2.05,1.2000000000000002
548,2019.01.02,-0.7,3.1,1.2000000000000002,-4.6,2.7,-0.9499999999999997,-1.5,4.2,1.35,-1.5
549,2019.01.03,-3.3,0.3,-1.5,-0.7,3.1,1.2000000000000002,-4.6,2.7,-0.9499999999999997,-3.65
550,2019.01.04,-6.3,-1.0,-3.65,-3.3,0.3,-1.5,-0.7,3.1,1.2000000000000002,-0.5
551,2019.01.05,-3.2,2.2,-0.5,-6.3,-1.0,-3.65,-3.3,0.3,-1.5,-3.05
552,2019.01.06,-6.5,0.4,-3.05,-3.2,2.2,-0.5,-6.3,-1.0,-3.65,-10.05
553,2019.01.07,-14.9,-5.2,-10.05,-6.5,0.4,-3.05,-3.2,2.2,-0.5,-5.2
554,2019.01.08,-10.4,0.0,-5.2,-14.9,-5.2,-10.05,-6.5,0.4,-3.05,0.30000000000000004
555,2019.01.09,-1.2,1.8,0.30000000000000004,-10.4,0.0,-5.2,-14.9,-5.2,-10.05,-4.2
556,2019.01.10,-8.6,0.2,-4.2,-1.2,1.8,0.30000000000000004,-10.4,0.0,-5.2,-8.15
557,2019.01.11,-9.8,-6.5,-8.15,-8.6,0.2,-4.2,-1.2,1.8,0.30000000000000004,-0.5
558,2019.01.12,-4.3,3.3,-0.5,-9.8,-6.5,-8.15,-8.6,0.2,-4.2,1.65
559,2019.01.13,0.0,3.3,1.65,-4.3,3.3,-0.5,-9.8,-6.5,-8.15,0.8500000000000001
560,2019.01.14,-1.4,3.1,0.8500000000000001,0.0,3.3,1.65,-4.3,3.3,-0.5,-1.0
561,2019.01.15,-3.2,1.2,-1.0,-1.4,3.1,0.8500000000000001,0.0,3.3,1.65,2.2
562,2019.01.16,-1.3,5.7,2.2,-3.2,1.2,-1.0,-1.4,3.1,0.8500000000000001,4.45
563,2019.01.17,-1.1,10.0,4.45,-1.3,5.7,2.2,-3.2,1.2,-1.0,1.1999999999999997
564,2019.01.18,-3.2,5.6,1.1999999999999997,-1.1,10.0,4.45,-1.3,5.7,2.2,-2.0500000000000003
565,2019.01.19,-4.7,0.6,-2.0500000000000003,-3.2,5.6,1.1999999999999997,-1.1,10.0,4.45,-1.05
566,2019.01.20,-2.1,0.0,-1.05,-4.7,0.6,-2.0500000000000003,-3.2,5.6,1.1999999999999997,-3.5
567,2019.01.21,-7.0,0.0,-3.5,-2.1,0.0,-1.05,-4.7,0.6,-2.0500000000000003,-6.15
568,2019.01.22,-9.9,-2.4,-6.15,-7.0,0.0,-3.5,-2.1,0.0,-1.05,-4.25
569,2019.01.23,-7.1,-1.4,-4.25,-9.9,-2.4,-6.15,-7.0,0.0,-3.5,-0.8
570,2019.01.24,-3.1,1.5,-0.8,-7.1,-1.4,-4.25,-9.9,-2.4,-6.15,-4.8
571,2019.01.25,-6.3,-3.3,-4.8,-3.1,1.5,-0.8,-7.1,-1.4,-4.25,-4.6
572,2019.01.26,-6.5,-2.7,-4.6,-6.3,-3.3,-4.8,-3.1,1.5,-0.8,0.30000000000000004
573,2019.01.27,-2.1,2.7,0.30000000000000004,-6.5,-2.7,-4.6,-6.3,-3.3,-4.8,0.8500000000000001
574,2019.01.28,-1.9,3.6,0.8500000000000001,-2.1,2.7,0.30000000000000004,-6.5,-2.7,-4.6,-0.15000000000000013
575,2019.01.29,-3.6,3.3,-0.15000000000000013,-1.9,3.6,0.8500000000000001,-2.1,2.7,0.30000000000000004,-4.9
576,2019.01.30,-8.5,-1.3,-4.9,-3.6,3.3,-0.15000000000000013,-1.9,3.6,0.8500000000000001,-1.65
577,2019.01.31,-3.4,0.1,-1.65,-8.5,-1.3,-4.9,-3.6,3.3,-0.15000000000000013,0.1499999999999999
578,2019.02.01,-2.0,2.3,0.1499999999999999,-3.4,0.1,-1.65,-8.5,-1.3,-4.9,7.4
579,2019.02.02,5.3,9.5,7.4,-2.0,2.3,0.1499999999999999,-3.4,0.1,-1.65,7.25
580,2019.02.03,3.5,11.0,7.25,5.3,9.5,7.4,-2.0,2.3,0.1499999999999999,2.6500000000000004
581,2019.02.04,0.9,4.4,2.6500000000000004,3.5,11.0,7.25,5.3,9.5,7.4,1.6500000000000001
582,2019.02.05,-1.4,4.7,1.6500000000000001,0.9,4.4,2.6500000000000004,3.5,11.0,7.25,-0.75
583,2019.02.06,-4.8,3.3,-0.75,-1.4,4.7,1.6500000000000001,0.9,4.4,2.6500000000000004,-1.65
584,2019.02.07,-5.5,2.2,-1.65,-4.8,3.3,-0.75,-1.4,4.7,1.6500000000000001,-0.3500000000000001
585,2019.02.08,-4.5,3.8,-0.3500000000000001,-5.5,2.2,-1.65,-4.8,3.3,-0.75,0.04999999999999982
586,2019.02.09,-3.7,3.8,0.04999999999999982,-4.5,3.8,-0.3500000000000001,-5.5,2.2,-1.65,0.8999999999999999
587,2019.02.10,-4.5,6.3,0.8999999999999999,-3.7,3.8,0.04999999999999982,-4.5,3.8,-0.3500000000000001,4.3
588,2019.02.11,2.6,6.0,4.3,-4.5,6.3,0.8999999999999999,-3.7,3.8,0.04999999999999982,1.25
589,2019.02.12,-0.7,3.2,1.25,2.6,6.0,4.3,-4.5,6.3,0.8999999999999999,0.9500000000000001
590,2019.02.13,-1.7,3.6,0.9500000000000001,-0.7,3.2,1.25,2.6,6.0,4.3,3.4
591,2019.02.14,-0.3,7.1,3.4,-1.7,3.6,0.9500000000000001,-0.7,3.2,1.25,2.25
592,2019.02.15,-2.6,7.1,2.25,-0.3,7.1,3.4,-1.7,3.6,0.9500000000000001,3.0500000000000003
593,2019.02.16,-2.3,8.4,3.0500000000000003,-2.6,7.1,2.25,-0.3,7.1,3.4,3.8
594,2019.02.17,-2.1,9.7,3.8,-2.3,8.4,3.0500000000000003,-2.6,7.1,2.25,2.5
595,2019.02.18,-2.3,7.3,2.5,-2.1,9.7,3.8,-2.3,8.4,3.0500000000000003,2.95
596,2019.02.19,-1.3,7.2,2.95,-2.3,7.3,2.5,-2.1,9.7,3.8,4.550000000000001
597,2019.02.20,0.8,8.3,4.550000000000001,-1.3,7.2,2.95,-2.3,7.3,2.5,4.05
598,2019.02.21,-0.5,8.6,4.05,0.8,8.3,4.550000000000001,-1.3,7.2,2.95,3.9499999999999997
599,2019.02.22,-2.7,10.6,3.9499999999999997,-0.5,8.6,4.05,0.8,8.3,4.550000000000001,-3.6
600,2019.02.23,-6.4,-0.8,-3.6,-2.7,10.6,3.9499999999999997,-0.5,8.6,4.05,-2.55
601,2019.02.24,-6.6,1.5,-2.55,-6.4,-0.8,-3.6,-2.7,10.6,3.9499999999999997,1.25
602,2019.02.25,-4.0,6.5,1.25,-6.6,1.5,-2.55,-6.4,-0.8,-3.6,3.3
603,2019.02.26,-3.9,10.5,3.3,-4.0,6.5,1.25,-6.6,1.5,-2.55,4.7
604,2019.02.27,-0.1,9.5,4.7,-3.9,10.5,3.3,-4.0,6.5,1.25,6.9
605,2019.02.28,0.9,12.9,6.9,-0.1,9.5,4.7,-3.9,10.5,3.3,8.15
606,2019.03.01,4.7,11.6,8.15,0.9,12.9,6.9,-0.1,9.5,4.7,4.7
607,2019.03.02,2.5,6.9,4.7,4.7,11.6,8.15,0.9,12.9,6.9,7.3999999999999995
608,2019.03.03,3.1,11.7,7.3999999999999995,2.5,6.9,4.7,4.7,11.6,8.15,9.45
609,2019.03.04,4.1,14.8,9.45,3.1,11.7,7.3999999999999995,2.5,6.9,4.7,8.45
610,2019.03.05,5.0,11.9,8.45,4.1,14.8,9.45,3.1,11.7,7.3999999999999995,8.55
611,2019.03.06,3.5,13.6,8.55,5.0,11.9,8.45,4.1,14.8,9.45,11.85
612,2019.03.07,6.5,17.2,11.85,3.5,13.6,8.55,5.0,11.9,8.45,11.3
613,2019.03.08,7.8,14.8,11.3,6.5,17.2,11.85,3.5,13.6,8.55,9.3
614,2019.03.09,5.8,12.8,9.3,7.8,14.8,11.3,6.5,17.2,11.85,10.3
615,2019.03.10,6.8,13.8,10.3,5.8,12.8,9.3,7.8,14.8,11.3,6.550000000000001
616,2019.03.11,3.8,9.3,6.550000000000001,6.8,13.8,10.3,5.8,12.8,9.3,3.95
617,2019.03.12,0.0,7.9,3.95,3.8,9.3,6.550000000000001,6.8,13.8,10.3,2.2
618,2019.03.13,-1.6,6.0,2.2,0.0,7.9,3.95,3.8,9.3,6.550000000000001,4.3
619,2019.03.14,-0.9,9.5,4.3,-1.6,6.0,2.2,0.0,7.9,3.95,7.3
620,2019.03.15,4.5,10.1,7.3,-0.9,9.5,4.3,-1.6,6.0,2.2,8.85
621,2019.03.16,7.7,10.0,8.85,4.5,10.1,7.3,-0.9,9.5,4.3,10.600000000000001
622,2019.03.17,3.6,17.6,10.600000000000001,7.7,10.0,8.85,4.5,10.1,7.3,8.85
623,2019.03.18,6.2,11.5,8.85,3.6,17.6,10.600000000000001,7.7,10.0,8.85,7.550000000000001
624,2019.03.19,5.2,9.9,7.550000000000001,6.2,11.5,8.85,3.6,17.6,10.600000000000001,6.25
625,2019.03.20,2.5,10.0,6.25,5.2,9.9,7.550000000000001,6.2,11.5,8.85,5.25
626,2019.03.21,-0.6,11.1,5.25,2.5,10.0,6.25,5.2,9.9,7.550000000000001,7.35
