,Date,Wind_m/s,Precipitation_mm,Wind_m/s1,Precipitation_mm1,Wind_m/s2,Precipitation_mm2,Wind_m/s3,Precipitation_mm3,Wind_m/s4,Precipitation_mm4,Wind_m/s5,Precipitation_mm5,Wind_m/s6,Precipitation_mm6,Wind_m/s7,Precipitation_mm7,Target: Mean_temp
930,2020.01.24,1.9,0.0,4.6,0.0,4.7,0.0,1.5,0.0,2.6,0.0,2.5,0.1,2.3,0.0,2.2,0.0,0.35000000000000003
931,2020.01.25,1.6,0.9,1.9,0.0,4.6,0.0,4.7,0.0,1.5,0.0,2.6,0.0,2.5,0.1,2.3,0.0,0.75
932,2020.01.26,1.9,0.4,1.6,0.9,1.9,0.0,4.6,0.0,4.7,0.0,1.5,0.0,2.6,0.0,2.5,0.1,3.6
933,2020.01.27,2.0,0.0,1.9,0.4,1.6,0.9,1.9,0.0,4.6,0.0,4.7,0.0,1.5,0.0,2.6,0.0,2.5
934,2020.01.28,3.6,6.8,2.0,0.0,1.9,0.4,1.6,0.9,1.9,0.0,4.6,0.0,4.7,0.0,1.5,0.0,3.4
935,2020.01.29,6.8,0.1,3.6,6.8,2.0,0.0,1.9,0.4,1.6,0.9,1.9,0.0,4.6,0.0,4.7,0.0,2.4
936,2020.01.30,6.7,0.4,6.8,0.1,3.6,6.8,2.0,0.0,1.9,0.4,1.6,0.9,1.9,0.0,4.6,0.0,6.25
937,2020.01.31,7.1,0.7,6.7,0.4,6.8,0.1,3.6,6.8,2.0,0.0,1.9,0.4,1.6,0.9,1.9,0.0,8.05
938,2020.02.01,3.3,0.0,7.1,0.7,6.7,0.4,6.8,0.1,3.6,6.8,2.0,0.0,1.9,0.4,1.6,0.9,10.7
939,2020.02.02,8.4,0.4,3.3,0.0,7.1,0.7,6.7,0.4,6.8,0.1,3.6,6.8,2.0,0.0,1.9,0.4,9.05
940,2020.02.03,7.6,5.0,8.4,0.4,3.3,0.0,7.1,0.7,6.7,0.4,6.8,0.1,3.6,6.8,2.0,0.0,5.2
941,2020.02.04,12.6,9.8,7.6,5.0,8.4,0.4,3.3,0.0,7.1,0.7,6.7,0.4,6.8,0.1,3.6,6.8,3.95
942,2020.02.05,11.2,0.0,12.6,9.8,7.6,5.0,8.4,0.4,3.3,0.0,7.1,0.7,6.7,0.4,6.8,0.1,2.1
943,2020.02.06,7.3,0.0,11.2,0.0,12.6,9.8,7.6,5.0,8.4,0.4,3.3,0.0,7.1,0.7,6.7,0.4,4.0
944,2020.02.07,5.3,0.0,7.3,0.0,11.2,0.0,12.6,9.8,7.6,5.0,8.4,0.4,3.3,0.0,7.1,0.7,1.65
945,2020.02.08,3.7,0.0,5.3,0.0,7.3,0.0,11.2,0.0,12.6,9.8,7.6,5.0,8.4,0.4,3.3,0.0,2.35
946,2020.02.09,2.9,0.0,3.7,0.0,5.3,0.0,7.3,0.0,11.2,0.0,12.6,9.8,7.6,5.0,8.4,0.4,7.75
947,2020.02.10,8.6,0.4,2.9,0.0,3.7,0.0,5.3,0.0,7.3,0.0,11.2,0.0,12.6,9.8,7.6,5.0,6.15
948,2020.02.11,11.0,2.1,8.6,0.4,2.9,0.0,3.7,0.0,5.3,0.0,7.3,0.0,11.2,0.0,12.6,9.8,4.300000000000001
949,2020.02.12,7.3,0.0,11.0,2.1,8.6,0.4,2.9,0.0,3.7,0.0,5.3,0.0,7.3,0.0,11.2,0.0,4.4
950,2020.02.13,6.3,1.0,7.3,0.0,11.0,2.1,8.6,0.4,2.9,0.0,3.7,0.0,5.3,0.0,7.3,0.0,6.45
951,2020.02.14,6.7,4.3,6.3,1.0,7.3,0.0,11.0,2.1,8.6,0.4,2.9,0.0,3.7,0.0,5.3,0.0,5.35
952,2020.02.15,3.4,0.0,6.7,4.3,6.3,1.0,7.3,0.0,11.0,2.1,8.6,0.4,2.9,0.0,3.7,0.0,5.55
953,2020.02.16,3.6,0.0,3.4,0.0,6.7,4.3,6.3,1.0,7.3,0.0,11.0,2.1,8.6,0.4,2.9,0.0,7.3
954,2020.02.17,2.6,0.0,3.6,0.0,3.4,0.0,6.7,4.3,6.3,1.0,7.3,0.0,11.0,2.1,8.6,0.4,8.4
955,2020.02.18,6.1,0.4,2.6,0.0,3.6,0.0,3.4,0.0,6.7,4.3,6.3,1.0,7.3,0.0,11.0,2.1,5.45
956,2020.02.19,6.0,0.2,6.1,0.4,2.6,0.0,3.6,0.0,3.4,0.0,6.7,4.3,6.3,1.0,7.3,0.0,4.5
957,2020.02.20,5.8,0.0,6.0,0.2,6.1,0.4,2.6,0.0,3.6,0.0,3.4,0.0,6.7,4.3,6.3,1.0,5.2
958,2020.02.21,8.8,0.4,5.8,0.0,6.0,0.2,6.1,0.4,2.6,0.0,3.6,0.0,3.4,0.0,6.7,4.3,5.1
959,2020.02.22,4.9,0.0,8.8,0.4,5.8,0.0,6.0,0.2,6.1,0.4,2.6,0.0,3.6,0.0,3.4,0.0,7.9
960,2020.02.23,8.5,0.4,4.9,0.0,8.8,0.4,5.8,0.0,6.0,0.2,6.1,0.4,2.6,0.0,3.6,0.0,8.65
961,2020.02.24,9.6,1.9,8.5,0.4,4.9,0.0,8.8,0.4,5.8,0.0,6.0,0.2,6.1,0.4,2.6,0.0,9.3
962,2020.02.25,5.5,1.9,9.6,1.9,8.5,0.4,4.9,0.0,8.8,0.4,5.8,0.0,6.0,0.2,6.1,0.4,6.800000000000001
963,2020.02.26,7.7,7.1,5.5,1.9,9.6,1.9,8.5,0.4,4.9,0.0,8.8,0.4,5.8,0.0,6.0,0.2,4.7
964,2020.02.27,7.8,0.0,7.7,7.1,5.5,1.9,9.6,1.9,8.5,0.4,4.9,0.0,8.8,0.4,5.8,0.0,4.6
965,2020.02.28,11.9,3.7,7.8,0.0,7.7,7.1,5.5,1.9,9.6,1.9,8.5,0.4,4.9,0.0,8.8,0.4,5.15
966,2020.02.29,6.6,0.0,11.9,3.7,7.8,0.0,7.7,7.1,5.5,1.9,9.6,1.9,8.5,0.4,4.9,0.0,8.05
967,2020.03.01,6.2,5.6,6.6,0.0,11.9,3.7,7.8,0.0,7.7,7.1,5.5,1.9,9.6,1.9,8.5,0.4,9.95
968,2020.03.02,6.6,12.9,6.2,5.6,6.6,0.0,11.9,3.7,7.8,0.0,7.7,7.1,5.5,1.9,9.6,1.9,8.3
969,2020.03.03,4.7,4.3,6.6,12.9,6.2,5.6,6.6,0.0,11.9,3.7,7.8,0.0,7.7,7.1,5.5,1.9,7.0
970,2020.03.04,6.4,0.0,4.7,4.3,6.6,12.9,6.2,5.6,6.6,0.0,11.9,3.7,7.8,0.0,7.7,7.1,6.3500000000000005
971,2020.03.05,4.0,0.0,6.4,0.0,4.7,4.3,6.6,12.9,6.2,5.6,6.6,0.0,11.9,3.7,7.8,0.0,4.699999999999999
972,2020.03.06,4.8,11.8,4.0,0.0,6.4,0.0,4.7,4.3,6.6,12.9,6.2,5.6,6.6,0.0,11.9,3.7,7.1000000000000005
973,2020.03.07,6.8,1.2,4.8,11.8,4.0,0.0,6.4,0.0,4.7,4.3,6.6,12.9,6.2,5.6,6.6,0.0,5.75
974,2020.03.08,4.5,0.0,6.8,1.2,4.8,11.8,4.0,0.0,6.4,0.0,4.7,4.3,6.6,12.9,6.2,5.6,6.7
975,2020.03.09,2.6,0.0,4.5,0.0,6.8,1.2,4.8,11.8,4.0,0.0,6.4,0.0,4.7,4.3,6.6,12.9,7.8500000000000005
976,2020.03.10,4.6,0.0,2.6,0.0,4.5,0.0,6.8,1.2,4.8,11.8,4.0,0.0,6.4,0.0,4.7,4.3,10.7
977,2020.03.11,4.8,1.5,4.6,0.0,2.6,0.0,4.5,0.0,6.8,1.2,4.8,11.8,4.0,0.0,6.4,0.0,13.1
978,2020.03.12,5.3,0.0,4.8,1.5,4.6,0.0,2.6,0.0,4.5,0.0,6.8,1.2,4.8,11.8,4.0,0.0,10.15
979,2020.03.13,7.6,0.4,5.3,0.0,4.8,1.5,4.6,0.0,2.6,0.0,4.5,0.0,6.8,1.2,4.8,11.8,7.25
980,2020.03.14,5.8,0.0,7.6,0.4,5.3,0.0,4.8,1.5,4.6,0.0,2.6,0.0,4.5,0.0,6.8,1.2,5.5
981,2020.03.15,4.1,0.0,5.8,0.0,7.6,0.4,5.3,0.0,4.8,1.5,4.6,0.0,2.6,0.0,4.5,0.0,6.55
982,2020.03.16,6.1,0.0,4.1,0.0,5.8,0.0,7.6,0.4,5.3,0.0,4.8,1.5,4.6,0.0,2.6,0.0,8.6
983,2020.03.17,1.5,0.0,6.1,0.0,4.1,0.0,5.8,0.0,7.6,0.4,5.3,0.0,4.8,1.5,4.6,0.0,11.65
984,2020.03.18,1.7,0.0,1.5,0.0,6.1,0.0,4.1,0.0,5.8,0.0,7.6,0.4,5.3,0.0,4.8,1.5,13.05
985,2020.03.19,2.2,0.0,1.7,0.0,1.5,0.0,6.1,0.0,4.1,0.0,5.8,0.0,7.6,0.4,5.3,0.0,14.05
986,2020.03.20,2.8,0.0,2.2,0.0,1.7,0.0,1.5,0.0,6.1,0.0,4.1,0.0,5.8,0.0,7.6,0.4,10.1
987,2020.03.21,6.9,2.9,2.8,0.0,2.2,0.0,1.7,0.0,1.5,0.0,6.1,0.0,4.1,0.0,5.8,0.0,3.5999999999999996
988,2020.03.22,4.8,1.0,6.9,2.9,2.8,0.0,2.2,0.0,1.7,0.0,1.5,0.0,6.1,0.0,4.1,0.0,1.85
989,2020.03.23,9.3,1.1,4.8,1.0,6.9,2.9,2.8,0.0,2.2,0.0,1.7,0.0,1.5,0.0,6.1,0.0,3.15
990,2020.03.24,7.7,0.0,9.3,1.1,4.8,1.0,6.9,2.9,2.8,0.0,2.2,0.0,1.7,0.0,1.5,0.0,2.75
991,2020.03.25,6.2,0.0,7.7,0.0,9.3,1.1,4.8,1.0,6.9,2.9,2.8,0.0,2.2,0.0,1.7,0.0,7.45
992,2020.03.26,5.4,0.0,6.2,0.0,7.7,0.0,9.3,1.1,4.8,1.0,6.9,2.9,2.8,0.0,2.2,0.0,10.3
993,2020.03.27,3.6,0.0,5.4,0.0,6.2,0.0,7.7,0.0,9.3,1.1,4.8,1.0,6.9,2.9,2.8,0.0,12.2
994,2020.03.28,2.7,0.0,3.6,0.0,5.4,0.0,6.2,0.0,7.7,0.0,9.3,1.1,4.8,1.0,6.9,2.9,12.3
995,2020.03.29,5.7,0.0,2.7,0.0,3.6,0.0,5.4,0.0,6.2,0.0,7.7,0.0,9.3,1.1,4.8,1.0,5.05
996,2020.03.30,4.2,1.4,5.7,0.0,2.7,0.0,3.6,0.0,5.4,0.0,6.2,0.0,7.7,0.0,9.3,1.1,4.95
997,2020.03.31,2.8,0.0,4.2,1.4,5.7,0.0,2.7,0.0,3.6,0.0,5.4,0.0,6.2,0.0,7.7,0.0,6.55
998,2020.04.01,1.9,0.0,2.8,0.0,4.2,1.4,5.7,0.0,2.7,0.0,3.6,0.0,5.4,0.0,6.2,0.0,7.15
999,2020.04.02,2.8,0.0,1.9,0.0,2.8,0.0,4.2,1.4,5.7,0.0,2.7,0.0,3.6,0.0,5.4,0.0,9.0
1000,2020.04.03,4.1,0.0,2.8,0.0,1.9,0.0,2.8,0.0,4.2,1.4,5.7,0.0,2.7,0.0,3.6,0.0,10.8
1001,2020.04.04,3.8,0.0,4.1,0.0,2.8,0.0,1.9,0.0,2.8,0.0,4.2,1.4,5.7,0.0,2.7,0.0,11.9
1002,2020.04.05,4.6,0.0,3.8,0.0,4.1,0.0,2.8,0.0,1.9,0.0,2.8,0.0,4.2,1.4,5.7,0.0,11.8
1003,2020.04.06,3.8,0.0,4.6,0.0,3.8,0.0,4.1,0.0,2.8,0.0,1.9,0.0,2.8,0.0,4.2,1.4,12.6
1004,2020.04.07,1.9,0.0,3.8,0.0,4.6,0.0,3.8,0.0,4.1,0.0,2.8,0.0,1.9,0.0,2.8,0.0,14.5
1005,2020.04.08,1.4,0.0,1.9,0.0,3.8,0.0,4.6,0.0,3.8,0.0,4.1,0.0,2.8,0.0,1.9,0.0,15.9
1006,2020.04.09,3.9,0.0,1.4,0.0,1.9,0.0,3.8,0.0,4.6,0.0,3.8,0.0,4.1,0.0,2.8,0.0,15.65
1007,2020.04.10,4.7,0.0,3.9,0.0,1.4,0.0,1.9,0.0,3.8,0.0,4.6,0.0,3.8,0.0,4.1,0.0,14.75
1008,2020.04.11,2.5,0.0,4.7,0.0,3.9,0.0,1.4,0.0,1.9,0.0,3.8,0.0,4.6,0.0,3.8,0.0,14.35
1009,2020.04.12,3.4,0.0,2.5,0.0,4.7,0.0,3.9,0.0,1.4,0.0,1.9,0.0,3.8,0.0,4.6,0.0,16.5
1010,2020.04.13,6.1,0.3,3.4,0.0,2.5,0.0,4.7,0.0,3.9,0.0,1.4,0.0,1.9,0.0,3.8,0.0,9.05
1011,2020.04.14,6.9,0.2,6.1,0.3,3.4,0.0,2.5,0.0,4.7,0.0,3.9,0.0,1.4,0.0,1.9,0.0,9.45
1012,2020.04.15,5.0,0.0,6.9,0.2,6.1,0.3,3.4,0.0,2.5,0.0,4.7,0.0,3.9,0.0,1.4,0.0,13.8
1013,2020.04.16,4.1,0.0,5.0,0.0,6.9,0.2,6.1,0.3,3.4,0.0,2.5,0.0,4.7,0.0,3.9,0.0,16.4
1014,2020.04.17,5.4,0.0,4.1,0.0,5.0,0.0,6.9,0.2,6.1,0.3,3.4,0.0,2.5,0.0,4.7,0.0,16.6
1015,2020.04.18,3.0,1.0,5.4,0.0,4.1,0.0,5.0,0.0,6.9,0.2,6.1,0.3,3.4,0.0,2.5,0.0,14.7
1016,2020.04.19,5.1,11.4,3.0,1.0,5.4,0.0,4.1,0.0,5.0,0.0,6.9,0.2,6.1,0.3,3.4,0.0,11.9
1017,2020.04.20,5.5,0.0,5.1,11.4,3.0,1.0,5.4,0.0,4.1,0.0,5.0,0.0,6.9,0.2,6.1,0.3,12.0
1018,2020.04.21,6.0,0.0,5.5,0.0,5.1,11.4,3.0,1.0,5.4,0.0,4.1,0.0,5.0,0.0,6.9,0.2,12.8
1019,2020.04.22,4.1,0.0,6.0,0.0,5.5,0.0,5.1,11.4,3.0,1.0,5.4,0.0,4.1,0.0,5.0,0.0,14.05
1020,2020.04.23,2.8,0.0,4.1,0.0,6.0,0.0,5.5,0.0,5.1,11.4,3.0,1.0,5.4,0.0,4.1,0.0,15.149999999999999
1021,2020.04.24,4.7,0.0,2.8,0.0,4.1,0.0,6.0,0.0,5.5,0.0,5.1,11.4,3.0,1.0,5.4,0.0,15.35
1022,2020.04.25,8.5,0.4,4.7,0.0,2.8,0.0,4.1,0.0,6.0,0.0,5.5,0.0,5.1,11.4,3.0,1.0,13.75
1023,2020.04.26,3.2,0.0,8.5,0.4,4.7,0.0,2.8,0.0,4.1,0.0,6.0,0.0,5.5,0.0,5.1,11.4,14.850000000000001
1024,2020.04.27,3.9,0.0,3.2,0.0,8.5,0.4,4.7,0.0,2.8,0.0,4.1,0.0,6.0,0.0,5.5,0.0,17.15
1025,2020.04.28,5.3,2.5,3.9,0.0,3.2,0.0,8.5,0.4,4.7,0.0,2.8,0.0,4.1,0.0,6.0,0.0,16.299999999999997
1026,2020.04.29,5.6,3.1,5.3,2.5,3.9,0.0,3.2,0.0,8.5,0.4,4.7,0.0,2.8,0.0,4.1,0.0,16.55
1027,2020.04.30,6.3,0.5,5.6,3.1,5.3,2.5,3.9,0.0,3.2,0.0,8.5,0.4,4.7,0.0,2.8,0.0,16.6
1028,2020.05.01,4.8,1.1,6.3,0.5,5.6,3.1,5.3,2.5,3.9,0.0,3.2,0.0,8.5,0.4,4.7,0.0,15.85
1029,2020.05.02,6.0,0.0,4.8,1.1,6.3,0.5,5.6,3.1,5.3,2.5,3.9,0.0,3.2,0.0,8.5,0.4,14.350000000000001
1030,2020.05.03,7.9,0.0,6.0,0.0,4.8,1.1,6.3,0.5,5.6,3.1,5.3,2.5,3.9,0.0,3.2,0.0,14.75
1031,2020.05.04,4.1,0.1,7.9,0.0,6.0,0.0,4.8,1.1,6.3,0.5,5.6,3.1,5.3,2.5,3.9,0.0,14.75
1032,2020.05.05,7.4,4.8,4.1,0.1,7.9,0.0,6.0,0.0,4.8,1.1,6.3,0.5,5.6,3.1,5.3,2.5,11.8
1033,2020.05.06,8.5,0.0,7.4,4.8,4.1,0.1,7.9,0.0,6.0,0.0,4.8,1.1,6.3,0.5,5.6,3.1,12.850000000000001
1034,2020.05.07,8.0,0.0,8.5,0.0,7.4,4.8,4.1,0.1,7.9,0.0,6.0,0.0,4.8,1.1,6.3,0.5,15.75
1035,2020.05.08,2.6,0.0,8.0,0.0,8.5,0.0,7.4,4.8,4.1,0.1,7.9,0.0,6.0,0.0,4.8,1.1,18.6
1036,2020.05.09,3.4,0.0,2.6,0.0,8.0,0.0,8.5,0.0,7.4,4.8,4.1,0.1,7.9,0.0,6.0,0.0,19.9
1037,2020.05.10,4.2,0.0,3.4,0.0,2.6,0.0,8.0,0.0,8.5,0.0,7.4,4.8,4.1,0.1,7.9,0.0,20.200000000000003
1038,2020.05.11,8.3,0.0,4.2,0.0,3.4,0.0,2.6,0.0,8.0,0.0,8.5,0.0,7.4,4.8,4.1,0.1,11.95
1039,2020.05.12,7.9,0.0,8.3,0.0,4.2,0.0,3.4,0.0,2.6,0.0,8.0,0.0,8.5,0.0,7.4,4.8,9.25
1040,2020.05.13,3.5,1.0,7.9,0.0,8.3,0.0,4.2,0.0,3.4,0.0,2.6,0.0,8.0,0.0,8.5,0.0,16.85
1041,2020.05.14,4.7,0.6,3.5,1.0,7.9,0.0,8.3,0.0,4.2,0.0,3.4,0.0,2.6,0.0,8.0,0.0,15.25
1042,2020.05.15,7.6,4.1,4.7,0.6,3.5,1.0,7.9,0.0,8.3,0.0,4.2,0.0,3.4,0.0,2.6,0.0,14.5
1043,2020.05.16,3.1,0.0,7.6,4.1,4.7,0.6,3.5,1.0,7.9,0.0,8.3,0.0,4.2,0.0,3.4,0.0,16.85
1044,2020.05.17,3.5,6.3,3.1,0.0,7.6,4.1,4.7,0.6,3.5,1.0,7.9,0.0,8.3,0.0,4.2,0.0,19.0
1045,2020.05.18,2.4,0.0,3.5,6.3,3.1,0.0,7.6,4.1,4.7,0.6,3.5,1.0,7.9,0.0,8.3,0.0,20.9
1046,2020.05.19,4.0,0.1,2.4,0.0,3.5,6.3,3.1,0.0,7.6,4.1,4.7,0.6,3.5,1.0,7.9,0.0,17.7
1047,2020.05.20,3.7,9.7,4.0,0.1,2.4,0.0,3.5,6.3,3.1,0.0,7.6,4.1,4.7,0.6,3.5,1.0,16.6
1048,2020.05.21,4.9,0.0,3.7,9.7,4.0,0.1,2.4,0.0,3.5,6.3,3.1,0.0,7.6,4.1,4.7,0.6,15.05
1049,2020.05.22,4.1,0.0,4.9,0.0,3.7,9.7,4.0,0.1,2.4,0.0,3.5,6.3,3.1,0.0,7.6,4.1,14.9
1050,2020.05.23,3.1,1.5,4.1,0.0,4.9,0.0,3.7,9.7,4.0,0.1,2.4,0.0,3.5,6.3,3.1,0.0,15.95
1051,2020.05.24,9.9,2.7,3.1,1.5,4.1,0.0,4.9,0.0,3.7,9.7,4.0,0.1,2.4,0.0,3.5,6.3,14.95
1052,2020.05.25,7.1,0.2,9.9,2.7,3.1,1.5,4.1,0.0,4.9,0.0,3.7,9.7,4.0,0.1,2.4,0.0,15.45
1053,2020.05.26,4.8,2.0,7.1,0.2,9.9,2.7,3.1,1.5,4.1,0.0,4.9,0.0,3.7,9.7,4.0,0.1,16.95
1054,2020.05.27,3.9,1.2,4.8,2.0,7.1,0.2,9.9,2.7,3.1,1.5,4.1,0.0,4.9,0.0,3.7,9.7,17.0
1055,2020.05.28,6.1,0.3,3.9,1.2,4.8,2.0,7.1,0.2,9.9,2.7,3.1,1.5,4.1,0.0,4.9,0.0,16.45
1056,2020.05.29,4.8,1.2,6.1,0.3,3.9,1.2,4.8,2.0,7.1,0.2,9.9,2.7,3.1,1.5,4.1,0.0,16.1
1057,2020.05.30,3.9,5.1,4.8,1.2,6.1,0.3,3.9,1.2,4.8,2.0,7.1,0.2,9.9,2.7,3.1,1.5,12.05
1058,2020.05.31,8.3,0.0,3.9,5.1,4.8,1.2,6.1,0.3,3.9,1.2,4.8,2.0,7.1,0.2,9.9,2.7,17.25
1059,2020.06.01,4.3,1.5,8.3,0.0,3.9,5.1,4.8,1.2,6.1,0.3,3.9,1.2,4.8,2.0,7.1,0.2,16.7
1060,2020.06.02,4.8,0.2,4.3,1.5,8.3,0.0,3.9,5.1,4.8,1.2,6.1,0.3,3.9,1.2,4.8,2.0,16.75
1061,2020.06.03,3.9,1.3,4.8,0.2,4.3,1.5,8.3,0.0,3.9,5.1,4.8,1.2,6.1,0.3,3.9,1.2,19.55
1062,2020.06.04,7.9,1.3,3.9,1.3,4.8,0.2,4.3,1.5,8.3,0.0,3.9,5.1,4.8,1.2,6.1,0.3,19.950000000000003
1063,2020.06.05,7.6,9.1,7.9,1.3,3.9,1.3,4.8,0.2,4.3,1.5,8.3,0.0,3.9,5.1,4.8,1.2,20.35
1064,2020.06.06,3.4,1.9,7.6,9.1,7.9,1.3,3.9,1.3,4.8,0.2,4.3,1.5,8.3,0.0,3.9,5.1,23.15
1065,2020.06.07,4.5,12.1,3.4,1.9,7.6,9.1,7.9,1.3,3.9,1.3,4.8,0.2,4.3,1.5,8.3,0.0,19.5
1066,2020.06.08,4.2,3.1,4.5,12.1,3.4,1.9,7.6,9.1,7.9,1.3,3.9,1.3,4.8,0.2,4.3,1.5,21.0
1067,2020.06.09,2.1,1.6,4.2,3.1,4.5,12.1,3.4,1.9,7.6,9.1,7.9,1.3,3.9,1.3,4.8,0.2,21.9
1068,2020.06.10,3.3,8.2,2.1,1.6,4.2,3.1,4.5,12.1,3.4,1.9,7.6,9.1,7.9,1.3,3.9,1.3,21.85
1069,2020.06.11,3.0,2.4,3.3,8.2,2.1,1.6,4.2,3.1,4.5,12.1,3.4,1.9,7.6,9.1,7.9,1.3,21.5
1070,2020.06.12,2.2,0.4,3.0,2.4,3.3,8.2,2.1,1.6,4.2,3.1,4.5,12.1,3.4,1.9,7.6,9.1,24.65
1071,2020.06.13,2.3,1.2,2.2,0.4,3.0,2.4,3.3,8.2,2.1,1.6,4.2,3.1,4.5,12.1,3.4,1.9,25.25
1072,2020.06.14,3.2,17.6,2.3,1.2,2.2,0.4,3.0,2.4,3.3,8.2,2.1,1.6,4.2,3.1,4.5,12.1,20.85
1073,2020.06.15,3.3,19.0,3.2,17.6,2.3,1.2,2.2,0.4,3.0,2.4,3.3,8.2,2.1,1.6,4.2,3.1,19.65
1074,2020.06.16,4.1,19.3,3.3,19.0,3.2,17.6,2.3,1.2,2.2,0.4,3.0,2.4,3.3,8.2,2.1,1.6,21.0
1075,2020.06.17,3.8,9.9,4.1,19.3,3.3,19.0,3.2,17.6,2.3,1.2,2.2,0.4,3.0,2.4,3.3,8.2,20.55
1076,2020.06.18,5.5,10.2,3.8,9.9,4.1,19.3,3.3,19.0,3.2,17.6,2.3,1.2,2.2,0.4,3.0,2.4,20.4
1077,2020.06.19,7.9,0.0,5.5,10.2,3.8,9.9,4.1,19.3,3.3,19.0,3.2,17.6,2.3,1.2,2.2,0.4,18.450000000000003
1078,2020.06.20,7.6,0.0,7.9,0.0,5.5,10.2,3.8,9.9,4.1,19.3,3.3,19.0,3.2,17.6,2.3,1.2,18.15
1079,2020.06.21,6.8,2.8,7.6,0.0,7.9,0.0,5.5,10.2,3.8,9.9,4.1,19.3,3.3,19.0,3.2,17.6,19.950000000000003
1080,2020.06.22,5.8,0.8,6.8,2.8,7.6,0.0,7.9,0.0,5.5,10.2,3.8,9.9,4.1,19.3,3.3,19.0,22.5
1081,2020.06.23,4.4,0.0,5.8,0.8,6.8,2.8,7.6,0.0,7.9,0.0,5.5,10.2,3.8,9.9,4.1,19.3,20.450000000000003
1082,2020.06.24,3.7,0.0,4.4,0.0,5.8,0.8,6.8,2.8,7.6,0.0,7.9,0.0,5.5,10.2,3.8,9.9,22.85
1083,2020.06.25,3.3,0.0,3.7,0.0,4.4,0.0,5.8,0.8,6.8,2.8,7.6,0.0,7.9,0.0,5.5,10.2,25.0
1084,2020.06.26,6.2,3.6,3.3,0.0,3.7,0.0,4.4,0.0,5.8,0.8,6.8,2.8,7.6,0.0,7.9,0.0,25.549999999999997
1085,2020.06.27,4.4,2.3,6.2,3.6,3.3,0.0,3.7,0.0,4.4,0.0,5.8,0.8,6.8,2.8,7.6,0.0,27.95
1086,2020.06.28,3.5,0.0,4.4,2.3,6.2,3.6,3.3,0.0,3.7,0.0,4.4,0.0,5.8,0.8,6.8,2.8,25.55
1087,2020.06.29,9.6,2.3,3.5,0.0,4.4,2.3,6.2,3.6,3.3,0.0,3.7,0.0,4.4,0.0,5.8,0.8,22.8
1088,2020.06.30,4.8,0.0,9.6,2.3,3.5,0.0,4.4,2.3,6.2,3.6,3.3,0.0,3.7,0.0,4.4,0.0,25.6
1089,2020.07.01,4.1,0.0,4.8,0.0,9.6,2.3,3.5,0.0,4.4,2.3,6.2,3.6,3.3,0.0,3.7,0.0,27.450000000000003
1090,2020.07.02,3.1,3.9,4.1,0.0,4.8,0.0,9.6,2.3,3.5,0.0,4.4,2.3,6.2,3.6,3.3,0.0,23.299999999999997
1091,2020.07.03,7.0,6.4,3.1,3.9,4.1,0.0,4.8,0.0,9.6,2.3,3.5,0.0,4.4,2.3,6.2,3.6,24.25
1092,2020.07.04,3.5,1.2,7.0,6.4,3.1,3.9,4.1,0.0,4.8,0.0,9.6,2.3,3.5,0.0,4.4,2.3,24.3
1093,2020.07.05,4.1,0.0,3.5,1.2,7.0,6.4,3.1,3.9,4.1,0.0,4.8,0.0,9.6,2.3,3.5,0.0,25.85
1094,2020.07.06,7.6,0.0,4.1,0.0,3.5,1.2,7.0,6.4,3.1,3.9,4.1,0.0,4.8,0.0,9.6,2.3,19.450000000000003
1095,2020.07.07,9.1,1.3,7.6,0.0,4.1,0.0,3.5,1.2,7.0,6.4,3.1,3.9,4.1,0.0,4.8,0.0,21.35
1096,2020.07.08,3.5,0.0,9.1,1.3,7.6,0.0,4.1,0.0,3.5,1.2,7.0,6.4,3.1,3.9,4.1,0.0,23.049999999999997
1097,2020.07.09,3.7,0.0,3.5,0.0,9.1,1.3,7.6,0.0,4.1,0.0,3.5,1.2,7.0,6.4,3.1,3.9,26.25
1098,2020.07.10,4.8,0.0,3.7,0.0,3.5,0.0,9.1,1.3,7.6,0.0,4.1,0.0,3.5,1.2,7.0,6.4,24.65
1099,2020.07.11,6.3,3.5,4.8,0.0,3.7,0.0,3.5,0.0,9.1,1.3,7.6,0.0,4.1,0.0,3.5,1.2,19.4
1100,2020.07.12,5.2,4.0,6.3,3.5,4.8,0.0,3.7,0.0,3.5,0.0,9.1,1.3,7.6,0.0,4.1,0.0,20.450000000000003
1101,2020.07.13,3.2,0.3,5.2,4.0,6.3,3.5,4.8,0.0,3.7,0.0,3.5,0.0,9.1,1.3,7.6,0.0,21.0
1102,2020.07.14,2.2,0.0,3.2,0.3,5.2,4.0,6.3,3.5,4.8,0.0,3.7,0.0,3.5,0.0,9.1,1.3,22.05
1103,2020.07.15,3.4,0.0,2.2,0.0,3.2,0.3,5.2,4.0,6.3,3.5,4.8,0.0,3.7,0.0,3.5,0.0,21.6
1104,2020.07.16,5.0,0.0,3.4,0.0,2.2,0.0,3.2,0.3,5.2,4.0,6.3,3.5,4.8,0.0,3.7,0.0,19.75
1105,2020.07.17,4.7,0.8,5.0,0.0,3.4,0.0,2.2,0.0,3.2,0.3,5.2,4.0,6.3,3.5,4.8,0.0,19.15
