,Date,Min_temp,Max_temp,Mean_temp,Min_temp1,Max_temp1,Mean_temp1,Target: Max_temp
1759,2022.04.26,9.6,18.8,14.2,9.8,16.4,13.1,12.9
1760,2022.04.27,10.5,12.9,11.7,9.6,18.8,14.2,17.6
1761,2022.04.28,9.9,17.6,13.75,10.5,12.9,11.7,18.5
1762,2022.04.29,11.9,18.5,15.2,9.9,17.6,13.75,19.8
1763,2022.04.30,11.6,19.8,15.7,11.9,18.5,15.2,20.0
1764,2022.05.01,11.4,20.0,15.7,11.6,19.8,15.7,20.5
1765,2022.05.02,13.3,20.5,16.9,11.4,20.0,15.7,21.6
1766,2022.05.03,13.2,21.6,17.4,13.3,20.5,16.9,22.6
1767,2022.05.04,13.6,22.6,18.1,13.2,21.6,17.4,23.1
1768,2022.05.05,12.4,23.1,17.75,13.6,22.6,18.1,23.0
1769,2022.05.06,14.0,23.0,18.5,12.4,23.1,17.75,22.5
1770,2022.05.07,15.7,22.5,19.1,14.0,23.0,18.5,22.7
1771,2022.05.08,14.4,22.7,18.55,15.7,22.5,19.1,22.8
1772,2022.05.09,13.7,22.8,18.25,14.4,22.7,18.55,22.6
1773,2022.05.10,14.4,22.6,18.5,13.7,22.8,18.25,25.2
1774,2022.05.11,15.0,25.2,20.1,14.4,22.6,18.5,27.1
1775,2022.05.12,15.8,27.1,21.450000000000003,15.0,25.2,20.1,25.4
1776,2022.05.13,17.2,25.4,21.299999999999997,15.8,27.1,21.450000000000003,23.4
1777,2022.05.14,16.0,23.4,19.7,17.2,25.4,21.299999999999997,25.2
1778,2022.05.15,14.4,25.2,19.8,16.0,23.4,19.7,24.3
1779,2022.05.16,17.5,24.3,20.9,14.4,25.2,19.8,20.8
1780,2022.05.17,15.7,20.8,18.25,17.5,24.3,20.9,20.1
1781,2022.05.18,14.0,20.1,17.05,15.7,20.8,18.25,22.0
1782,2022.05.19,11.4,22.0,16.7,14.0,20.1,17.05,25.5
1783,2022.05.20,12.7,25.5,19.1,11.4,22.0,16.7,22.9
1784,2022.05.21,17.2,22.9,20.049999999999997,12.7,25.5,19.1,22.5
1785,2022.05.22,14.5,22.5,18.5,17.2,22.9,20.049999999999997,23.7
1786,2022.05.23,13.9,23.7,18.8,14.5,22.5,18.5,19.7
1787,2022.05.24,14.1,19.7,16.9,13.9,23.7,18.8,24.7
1788,2022.05.25,13.4,24.7,19.05,14.1,19.7,16.9,25.2
1789,2022.05.26,13.3,25.2,19.25,13.4,24.7,19.05,25.8
1790,2022.05.27,17.2,25.8,21.5,13.3,25.2,19.25,19.1
1791,2022.05.28,13.6,19.1,16.35,17.2,25.8,21.5,13.8
1792,2022.05.29,9.9,13.8,11.850000000000001,13.6,19.1,16.35,20.4
1793,2022.05.30,9.8,20.4,15.1,9.9,13.8,11.850000000000001,24.1
1794,2022.05.31,11.3,24.1,17.700000000000003,9.8,20.4,15.1,25.0
1795,2022.06.01,15.7,25.0,20.35,11.3,24.1,17.700000000000003,27.3
1796,2022.06.02,16.8,27.3,22.05,15.7,25.0,20.35,28.6
1797,2022.06.03,16.8,28.6,22.700000000000003,16.8,27.3,22.05,25.8
1798,2022.06.04,18.6,25.8,22.200000000000003,16.8,28.6,22.700000000000003,27.2
1799,2022.06.05,18.9,27.2,23.049999999999997,18.6,25.8,22.200000000000003,27.3
1800,2022.06.06,17.4,27.3,22.35,18.9,27.2,23.049999999999997,29.6
1801,2022.06.07,17.7,29.6,23.65,17.4,27.3,22.35,24.7
1802,2022.06.08,17.2,24.7,20.95,17.7,29.6,23.65,23.4
1803,2022.06.09,17.0,23.4,20.2,17.2,24.7,20.95,24.3
1804,2022.06.10,16.2,24.3,20.25,17.0,23.4,20.2,27.1
1805,2022.06.11,16.0,27.1,21.55,16.2,24.3,20.25,27.3
1806,2022.06.12,17.6,27.3,22.450000000000003,16.0,27.1,21.55,28.3
1807,2022.06.13,18.3,28.3,23.3,17.6,27.3,22.450000000000003,23.0
1808,2022.06.14,14.6,23.0,18.8,18.3,28.3,23.3,26.5
1809,2022.06.15,14.4,26.5,20.45,14.6,23.0,18.8,28.1
1810,2022.06.16,17.5,28.1,22.8,14.4,26.5,20.45,25.3
1811,2022.06.17,15.5,25.3,20.4,17.5,28.1,22.8,27.5
1812,2022.06.18,16.1,27.5,21.8,15.5,25.3,20.4,30.6
1813,2022.06.19,19.0,30.6,24.8,16.1,27.5,21.8,32.0
1814,2022.06.20,19.5,32.0,25.75,19.0,30.6,24.8,24.9
1815,2022.06.21,18.5,24.9,21.7,19.5,32.0,25.75,28.2
1816,2022.06.22,17.0,28.2,22.6,18.5,24.9,21.7,27.1
1817,2022.06.23,19.2,27.1,23.15,17.0,28.2,22.6,30.5
1818,2022.06.24,18.7,30.5,24.6,19.2,27.1,23.15,30.1
1819,2022.06.25,20.7,30.1,25.4,18.7,30.5,24.6,32.8
1820,2022.06.26,19.4,32.8,26.099999999999998,20.7,30.1,25.4,35.4
1821,2022.06.27,23.0,35.4,29.2,19.4,32.8,26.099999999999998,34.5
1822,2022.06.28,23.5,34.5,29.0,23.0,35.4,29.2,36.4
1823,2022.06.29,23.7,36.4,30.049999999999997,23.5,34.5,29.0,36.9
1824,2022.06.30,24.9,36.9,30.9,23.7,36.4,30.049999999999997,37.5
1825,2022.07.01,21.2,37.5,29.35,24.9,36.9,30.9,31.4
1826,2022.07.02,18.0,31.4,24.7,21.2,37.5,29.35,33.6
1827,2022.07.03,21.3,33.6,27.450000000000003,18.0,31.4,24.7,36.6
1828,2022.07.04,21.8,36.6,29.200000000000003,21.3,33.6,27.450000000000003,32.2
1829,2022.07.05,22.1,32.2,27.150000000000002,21.8,36.6,29.200000000000003,28.8
1830,2022.07.06,19.3,28.8,24.05,22.1,32.2,27.150000000000002,27.7
1831,2022.07.07,18.8,27.7,23.25,19.3,28.8,24.05,23.7
1832,2022.07.08,15.9,23.7,19.8,18.8,27.7,23.25,27.2
1833,2022.07.09,15.5,27.2,21.35,15.9,23.7,19.8,24.1
1834,2022.07.10,16.4,24.1,20.25,15.5,27.2,21.35,25.1
1835,2022.07.11,13.0,25.1,19.05,16.4,24.1,20.25,27.1
1836,2022.07.12,14.3,27.1,20.700000000000003,13.0,25.1,19.05,31.3
1837,2022.07.13,16.0,31.3,23.65,14.3,27.1,20.700000000000003,34.8
1838,2022.07.14,21.1,34.8,27.95,16.0,31.3,23.65,29.9
1839,2022.07.15,22.0,29.9,25.95,21.1,34.8,27.95,30.6
1840,2022.07.16,19.4,30.6,25.0,22.0,29.9,25.95,28.7
1841,2022.07.17,16.5,28.7,22.6,19.4,30.6,25.0,29.8
1842,2022.07.18,17.6,29.8,23.700000000000003,16.5,28.7,22.6,33.3
1843,2022.07.19,20.4,33.3,26.849999999999998,17.6,29.8,23.700000000000003,36.1
1844,2022.07.20,22.4,36.1,29.25,20.4,33.3,26.849999999999998,37.7
1845,2022.07.21,24.8,37.7,31.25,22.4,36.1,29.25,38.6
1846,2022.07.22,25.3,38.6,31.950000000000003,24.8,37.7,31.25,39.7
1847,2022.07.23,26.2,39.7,32.95,25.3,38.6,31.950000000000003,34.5
1848,2022.07.24,23.3,34.5,28.9,26.2,39.7,32.95,34.8
1849,2022.07.25,22.3,34.8,28.549999999999997,23.3,34.5,28.9,31.9
1850,2022.07.26,23.7,31.9,27.799999999999997,22.3,34.8,28.549999999999997,33.1
1851,2022.07.27,20.7,33.1,26.9,23.7,31.9,27.799999999999997,33.7
1852,2022.07.28,22.2,33.7,27.950000000000003,20.7,33.1,26.9,35.0
1853,2022.07.29,23.9,35.0,29.45,22.2,33.7,27.950000000000003,32.5
1854,2022.07.30,21.7,32.5,27.1,23.9,35.0,29.45,25.3
1855,2022.07.31,18.0,25.3,21.65,21.7,32.5,27.1,30.7
1856,2022.08.01,16.7,30.7,23.7,18.0,25.3,21.65,31.9
1857,2022.08.02,20.0,31.9,25.95,16.7,30.7,23.7,32.7
1858,2022.08.03,22.6,32.7,27.650000000000002,20.0,31.9,25.95,33.6
1859,2022.08.04,22.5,33.6,28.05,22.6,32.7,27.650000000000002,37.0
1860,2022.08.05,24.2,37.0,30.6,22.5,33.6,28.05,36.3
1861,2022.08.06,23.4,36.3,29.849999999999998,24.2,37.0,30.6,31.2
1862,2022.08.07,20.4,31.2,25.799999999999997,23.4,36.3,29.849999999999998,31.2
1863,2022.08.08,21.8,31.2,26.5,20.4,31.2,25.799999999999997,30.9
1864,2022.08.09,18.9,30.9,24.9,21.8,31.2,26.5,29.8
1865,2022.08.10,20.6,29.8,25.200000000000003,18.9,30.9,24.9,29.2
1866,2022.08.11,19.4,29.2,24.299999999999997,20.6,29.8,25.200000000000003,29.2
1867,2022.08.12,19.1,29.2,24.15,19.4,29.2,24.299999999999997,32.1
1868,2022.08.13,21.3,32.1,26.700000000000003,19.1,29.2,24.15,32.1
1869,2022.08.14,21.9,32.1,27.0,21.3,32.1,26.700000000000003,34.1
1870,2022.08.15,24.4,34.1,29.25,21.9,32.1,27.0,33.8
1871,2022.08.16,23.8,33.8,28.799999999999997,24.4,34.1,29.25,35.5
1872,2022.08.17,23.9,35.5,29.7,23.8,33.8,28.799999999999997,37.2
1873,2022.08.18,25.1,37.2,31.150000000000002,23.9,35.5,29.7,38.8
1874,2022.08.19,24.7,38.8,31.75,25.1,37.2,31.150000000000002,32.5
1875,2022.08.20,21.7,32.5,27.1,24.7,38.8,31.75,20.8
1876,2022.08.21,18.4,20.8,19.6,21.7,32.5,27.1,23.3
1877,2022.08.22,17.9,23.3,20.6,18.4,20.8,19.6,24.7
1878,2022.08.23,18.4,24.7,21.549999999999997,17.9,23.3,20.6,29.5
1879,2022.08.24,19.2,29.5,24.35,18.4,24.7,21.549999999999997,31.6
1880,2022.08.25,20.7,31.6,26.15,19.2,29.5,24.35,33.2
1881,2022.08.26,23.2,33.2,28.200000000000003,20.7,31.6,26.15,33.7
1882,2022.08.27,23.3,33.7,28.5,23.2,33.2,28.200000000000003,28.4
1883,2022.08.28,22.3,28.4,25.35,23.3,33.7,28.5,28.8
1884,2022.08.29,20.0,28.8,24.4,22.3,28.4,25.35,28.9
1885,2022.08.30,22.7,28.9,25.799999999999997,20.0,28.8,24.4,28.6
1886,2022.08.31,21.4,28.6,25.0,22.7,28.9,25.799999999999997,20.0
1887,2022.09.01,17.4,20.0,18.7,21.4,28.6,25.0,21.4
1888,2022.09.02,15.9,21.4,18.65,17.4,20.0,18.7,24.8
1889,2022.09.03,14.9,24.8,19.85,15.9,21.4,18.65,23.5
1890,2022.09.04,17.7,23.5,20.6,14.9,24.8,19.85,25.3
1891,2022.09.05,18.7,25.3,22.0,17.7,23.5,20.6,25.9
1892,2022.09.06,20.6,25.9,23.25,18.7,25.3,22.0,29.4
1893,2022.09.07,20.1,29.4,24.75,20.6,25.9,23.25,30.6
1894,2022.09.08,18.8,30.6,24.700000000000003,20.1,29.4,24.75,26.7
1895,2022.09.09,17.7,26.7,22.2,18.8,30.6,24.700000000000003,23.3
1896,2022.09.10,16.0,23.3,19.65,17.7,26.7,22.2,22.9
1897,2022.09.11,16.6,22.9,19.75,16.0,23.3,19.65,23.8
1898,2022.09.12,14.9,23.8,19.35,16.6,22.9,19.75,24.3
1899,2022.09.13,14.9,24.3,19.6,14.9,23.8,19.35,27.6
1900,2022.09.14,19.2,27.6,23.4,14.9,24.3,19.6,25.0
1901,2022.09.15,19.8,25.0,22.4,19.2,27.6,23.4,19.3
1902,2022.09.16,13.7,19.3,16.5,19.8,25.0,22.4,15.5
1903,2022.09.17,12.2,15.5,13.85,13.7,19.3,16.5,15.1
1904,2022.09.18,10.4,15.1,12.75,12.2,15.5,13.85,14.1
1905,2022.09.19,11.2,14.1,12.649999999999999,10.4,15.1,12.75,14.2
1906,2022.09.20,9.5,14.2,11.85,11.2,14.1,12.649999999999999,17.7
1907,2022.09.21,9.3,17.7,13.5,9.5,14.2,11.85,18.6
1908,2022.09.22,10.4,18.6,14.5,9.3,17.7,13.5,18.0
1909,2022.09.23,11.8,18.0,14.9,10.4,18.6,14.5,19.7
1910,2022.09.24,12.3,19.7,16.0,11.8,18.0,14.9,16.7
1911,2022.09.25,13.6,16.7,15.149999999999999,12.3,19.7,16.0,17.4
1912,2022.09.26,13.3,17.4,15.35,13.6,16.7,15.149999999999999,15.7
1913,2022.09.27,11.6,15.7,13.649999999999999,13.3,17.4,15.35,16.0
1914,2022.09.28,11.4,16.0,13.7,11.6,15.7,13.649999999999999,16.5
1915,2022.09.29,13.9,16.5,15.2,11.4,16.0,13.7,21.1
1916,2022.09.30,14.6,21.1,17.85,13.9,16.5,15.2,18.8
1917,2022.10.01,14.1,18.8,16.45,14.6,21.1,17.85,18.1
1918,2022.10.02,12.9,18.1,15.5,14.1,18.8,16.45,15.4
1919,2022.10.03,12.2,15.4,13.8,12.9,18.1,15.5,17.7
1920,2022.10.04,12.0,17.7,14.85,12.2,15.4,13.8,18.5
1921,2022.10.05,11.6,18.5,15.05,12.0,17.7,14.85,19.7
1922,2022.10.06,13.0,19.7,16.35,11.6,18.5,15.05,20.8
1923,2022.10.07,14.0,20.8,17.4,13.0,19.7,16.35,20.1
1924,2022.10.08,13.7,20.1,16.9,14.0,20.8,17.4,19.5
1925,2022.10.09,14.1,19.5,16.8,13.7,20.1,16.9,19.0
1926,2022.10.10,11.8,19.0,15.4,14.1,19.5,16.8,20.0
1927,2022.10.11,13.6,20.0,16.8,11.8,19.0,15.4,18.9
1928,2022.10.12,13.9,18.9,16.4,13.6,20.0,16.8,19.1
1929,2022.10.13,13.1,19.1,16.1,13.9,18.9,16.4,18.7
1930,2022.10.14,13.2,18.7,15.95,13.1,19.1,16.1,19.5
1931,2022.10.15,12.7,19.5,16.1,13.2,18.7,15.95,20.3
1932,2022.10.16,14.3,20.3,17.3,12.7,19.5,16.1,20.8
1933,2022.10.17,13.8,20.8,17.3,14.3,20.3,17.3,20.1
1934,2022.10.18,14.0,20.1,17.05,13.8,20.8,17.3,20.9
1935,2022.10.19,13.8,20.9,17.35,14.0,20.1,17.05,14.9
1936,2022.10.20,10.2,14.9,12.55,13.8,20.9,17.35,16.0
1937,2022.10.21,8.6,16.0,12.3,10.2,14.9,12.55,18.4
1938,2022.10.22,11.7,18.4,15.049999999999999,8.6,16.0,12.3,19.4
1939,2022.10.23,11.3,19.4,15.35,11.7,18.4,15.049999999999999,18.8
1940,2022.10.24,13.7,18.8,16.25,11.3,19.4,15.35,19.8
1941,2022.10.25,14.1,19.8,16.95,13.7,18.8,16.25,19.9
1942,2022.10.26,13.9,19.9,16.9,14.1,19.8,16.95,19.9
1943,2022.10.27,13.8,19.9,16.85,13.9,19.9,16.9,19.3
1944,2022.10.28,13.5,19.3,16.4,13.8,19.9,16.85,21.0
1945,2022.10.29,14.1,21.0,17.55,13.5,19.3,16.4,21.1
1946,2022.10.30,14.6,21.1,17.85,14.1,21.0,17.55,21.0
