,Min_temp,Max_temp,Mean_temp,Target: Max_temp
0,0.6448562789323784,0.9052759802722853,0.796249860000168,0.8053993336812976
1,0.6448562789323784,0.8053993336812976,0.7407458114557377,0.8053993336812976
2,0.766945202325156,0.8053993336812976,0.796249860000168,1.0051526268632731
3,0.27858950875404587,1.0051526268632731,0.6852417629113075,1.3047825666362363
4,0.8890341257179335,1.3047825666362363,1.1292741512667495,1.3047825666362363
5,0.8890341257179335,1.3047825666362363,1.1292741512667495,1.1050292734542608
6,0.8890341257179335,1.1050292734542608,1.018266054177889,1.5045358598182117
7,0.766945202325156,1.5045358598182117,1.1847781998111797,1.3047825666362363
8,1.011123049110711,1.3047825666362363,1.1847781998111797,1.9040424461821626
9,1.2553008958962661,1.9040424461821626,1.6288105881666215,1.4526000035908981
10,1.5190129704246655,1.4526000035908981,1.497821033601766,1.51851859034095
11,1.2003608803695163,1.51851859034095,1.389588138940127,0.7834264714312804
12,0.9256608027357669,0.7834264714312804,0.8561942324281525,0.7764351061699112
13,0.5703820356627842,0.7764351061699112,0.6907921677657506,0.7884203037608295
14,0.6680531743770061,0.7884203037608295,0.7418558924266261,0.8483462917154223
15,0.5667193679610008,0.8483462917154223,0.7290899612614073,1.2069034529770681
16,0.8401985563608226,1.2069034529770681,1.052678564275436,1.420639476681782
17,1.2015817696034439,1.420639476681782,1.3357492118520298,1.6084075722728388
18,0.9806008182625167,1.6084075722728388,1.33963449525014,1.788185536136617
19,1.0892599600820887,1.788185536136617,1.4889403858346575,1.6323779674546761
20,1.614242330671032,1.6323779674546761,1.6410214788463962,1.7252632487842945
21,1.440876059453288,1.7252632487842945,1.6138244950596257,1.6933027218751784
22,1.4482013948568544,1.6933027218751784,1.5993934424380734,1.3916752491703956
23,1.489711628810399,1.3916752491703956,1.4506425923390007,0.5157570585674334
24,0.6570651712716562,0.5157570585674334,0.5853344755313332,0.3759297533400503
25,0.4250962168253788,0.3759297533400503,0.40217111533471317,0.3759297533400503
26,0.376260647468268,0.3759297533400503,0.3799694959169412,0.6156337051584211
27,0.7547363099858783,0.6156337051584211,0.6852417629113075,0.9452266389086802
28,0.766945202325156,0.9452266389086802,0.8739555279623702,1.0950416087951618
