,Wind_m/s,Precipitation_mm,Min_temp,Max_temp,Mean_temp,Wind_m/s1,Precipitation_mm1,Min_temp1,Max_temp1,Mean_temp1,Wind_m/s2,Precipitation_mm2,Min_temp2,Max_temp2,Mean_temp2,Target: Mean_temp
290,0.20456228536939747,-0.42524198872750923,0.12405930337066844,0.3994259859877256,0.27715303010513404,-0.1535365629200216,0.4108838847515201,0.5896894936394451,0.31975185624101715,0.44729716284065785,-0.2558505195741414,0.7214449234723023,0.39866172327276755,0.2998333238043397,0.34850379544583737,0.21677930558607716
291,-0.6139493678635602,-0.42524198872750923,0.12405930337066844,0.2898740575860013,0.21677930558607716,0.20456228536939747,-0.42524198872750923,0.12405930337066844,0.3994259859877256,0.27715303010513404,-0.1535365629200216,0.4108838847515201,0.5896894936394451,0.31975185624101715,0.44729716284065785,0.12896297901290354
292,-0.9208912378259194,-0.42524198872750923,-0.07890770264392641,0.2998333238043397,0.12896297901290354,-0.6139493678635602,-0.42524198872750923,0.12405930337066844,0.2898740575860013,0.21677930558607716,0.20456228536939747,-0.42524198872750923,0.12405930337066844,0.3994259859877256,0.27715303010513404,0.34850379544583737
293,-1.074362172807099,-0.42524198872750923,0.05242388948316439,0.588652044136159,0.34850379544583737,-0.9208912378259194,-0.42524198872750923,-0.07890770264392641,0.2998333238043397,0.12896297901290354,-0.6139493678635602,-0.42524198872750923,0.12405930337066844,0.2898740575860013,0.21677930558607716,0.6613494588627682
294,-0.3070074979012011,-0.25801681403170335,0.43447943021651947,0.8376336995946239,0.6613494588627682,-1.074362172807099,-0.42524198872750923,0.05242388948316439,0.588652044136159,0.34850379544583737,-0.9208912378259194,-0.42524198872750923,-0.07890770264392641,0.2998333238043397,0.12896297901290354,0.5845101731112414
295,0.35803322035057694,0.07643353535990838,0.5896894936394451,0.5687335116994819,0.5845101731112414,-0.3070074979012011,-0.25801681403170335,0.43447943021651947,0.8376336995946239,0.6613494588627682,-1.074362172807099,-0.42524198872750923,0.05242388948316439,0.588652044136159,0.34850379544583737,0.6064642547545348
296,0.25571926369645714,-0.4013526780566798,0.38672248762485023,0.7778781022845922,0.6064642547545348,0.35803322035057694,0.07643353535990838,0.5896894936394451,0.5687335116994819,0.5845101731112414,-0.3070074979012011,-0.25801681403170335,0.43447943021651947,0.8376336995946239,0.6613494588627682,0.5460905302354779
297,1.2277018519105944,-0.13857026067755632,0.5180540797519411,0.5587742454811432,0.5460905302354779,0.25571926369645714,-0.4013526780566798,0.38672248762485023,0.7778781022845922,0.6064642547545348,0.35803322035057694,0.07643353535990838,0.5896894936394451,0.5687335116994819,0.5845101731112414,0.1564055810670203
298,0.6649750903129363,-0.42524198872750923,0.1598770103144206,0.15044433052926082,0.1564055810670203,1.2277018519105944,-0.13857026067755632,0.5180540797519411,0.5587742454811432,0.5460905302354779,0.25571926369645714,-0.4013526780566798,0.38672248762485023,0.7778781022845922,0.6064642547545348,0.49669384653806786
299,-6.562793884213187e-05,0.12421215670156713,0.14793777466650326,0.7778781022845922,0.49669384653806786,0.6649750903129363,-0.42524198872750923,0.1598770103144206,0.15044433052926082,0.1564055810670203,1.2277018519105944,-0.13857026067755632,0.5180540797519411,0.5587742454811432,0.5460905302354779,0.7162346629710017
