,Wind_m/s,Precipitation_mm,Wind_m/s1,Precipitation_mm1,Wind_m/s2,Precipitation_mm2,Wind_m/s3,Precipitation_mm3,Wind_m/s4,Precipitation_mm4,Wind_m/s5,Precipitation_mm5,Wind_m/s6,Precipitation_mm6,Target: Mean_temp
0,0.05109135038821799,-0.42524198872750923,0.5115041553317564,-0.42524198872750923,-0.20469354124708128,-0.42524198872750923,0.35803322035057694,-0.42524198872750923,1.074230916929415,-0.42524198872750923,1.1765448735835349,-0.42524198872750923,0.7672890469670557,2.919261505188608,1.182758897890986
1,1.074230916929415,-0.42524198872750923,0.05109135038821799,-0.42524198872750923,0.5115041553317564,-0.42524198872750923,-0.20469354124708128,-0.42524198872750923,0.35803322035057694,-0.42524198872750923,1.074230916929415,-0.42524198872750923,1.1765448735835349,-0.42524198872750923,1.182758897890986
2,-1.2278331077882783,-0.42524198872750923,1.074230916929415,-0.42524198872750923,0.05109135038821799,-0.42524198872750923,0.5115041553317564,-0.42524198872750923,-0.20469354124708128,-0.42524198872750923,0.35803322035057694,-0.42524198872750923,1.074230916929415,-0.42524198872750923,1.6218405307568537
3,0.9207599819482356,4.591513252146666,-1.2278331077882783,-0.42524198872750923,1.074230916929415,-0.42524198872750923,0.05109135038821799,-0.42524198872750923,0.5115041553317564,-0.42524198872750923,-0.20469354124708128,-0.42524198872750923,0.35803322035057694,-0.42524198872750923,1.4923114490614229
4,-0.46047843288238055,-0.32968474604419157,0.9207599819482356,4.591513252146666,-1.2278331077882783,-0.42524198872750923,1.074230916929415,-0.42524198872750923,0.05109135038821799,-0.42524198872750923,0.5115041553317564,-0.42524198872750923,-0.20469354124708128,-0.42524198872750923,1.3852853010503674
5,-1.2278331077882783,-0.0669023286650681,-0.46047843288238055,-0.32968474604419157,0.9207599819482356,4.591513252146666,-1.2278331077882783,-0.42524198872750923,1.074230916929415,-0.42524198872750923,0.05109135038821799,-0.42524198872750923,0.5115041553317564,-0.42524198872750923,0.8578384895702439
6,1.2277018519105944,-0.18634888201921512,-1.2278331077882783,-0.0669023286650681,-0.46047843288238055,-0.32968474604419157,0.9207599819482356,4.591513252146666,-1.2278331077882783,-0.42524198872750923,1.074230916929415,-0.42524198872750923,0.05109135038821799,-0.42524198872750923,0.6942805813277084
7,-1.5347749777506374,-0.42524198872750923,1.2277018519105944,-0.18634888201921512,-1.2278331077882783,-0.0669023286650681,-0.46047843288238055,-0.32968474604419157,0.9207599819482356,4.591513252146666,-1.2278331077882783,-0.42524198872750923,1.074230916929415,-0.42524198872750923,0.7447749691072829
8,0.30687624202351726,0.14810146737239657,-1.5347749777506374,-0.42524198872750923,1.2277018519105944,-0.18634888201921512,-1.2278331077882783,-0.0669023286650681,-0.46047843288238055,-0.32968474604419157,0.9207599819482356,4.591513252146666,-1.2278331077882783,-0.42524198872750923,0.7321513721623893
9,-0.6139493678635602,-0.42524198872750923,0.30687624202351726,0.14810146737239657,-1.5347749777506374,-0.42524198872750923,1.2277018519105944,-0.18634888201921512,-1.2278331077882783,-0.0669023286650681,-0.46047843288238055,-0.32968474604419157,0.9207599819482356,4.591513252146666,1.0521321121133906
10,-1.5859319560776974,-0.42524198872750923,-0.6139493678635602,-0.42524198872750923,0.30687624202351726,0.14810146737239657,-1.5347749777506374,-0.42524198872750923,1.2277018519105944,-0.18634888201921512,-1.2278331077882783,-0.0669023286650681,-0.46047843288238055,-0.32968474604419157,1.332046653065381
11,-1.6882459127318172,-0.42524198872750923,-1.5859319560776974,-0.42524198872750923,-0.6139493678635602,-0.42524198872750923,0.30687624202351726,0.14810146737239657,-1.5347749777506374,-0.42524198872750923,1.2277018519105944,-0.18634888201921512,-1.2278331077882783,-0.0669023286650681,1.3358886173529574
12,-1.1766761294612187,-0.42524198872750923,-1.6882459127318172,-0.42524198872750923,-1.5859319560776974,-0.42524198872750923,-0.6139493678635602,-0.42524198872750923,0.30687624202351726,0.14810146737239657,-1.5347749777506374,-0.42524198872750923,1.2277018519105944,-0.18634888201921512,1.4835298164041055
13,-1.5347749777506374,-0.42524198872750923,-1.1766761294612187,-0.42524198872750923,-1.6882459127318172,-0.42524198872750923,-1.5859319560776974,-0.42524198872750923,-0.6139493678635602,-0.42524198872750923,0.30687624202351726,0.14810146737239657,-1.5347749777506374,-0.42524198872750923,1.633915275660665
14,-0.3070074979012011,-0.42524198872750923,-1.5347749777506374,-0.42524198872750923,-1.1766761294612187,-0.42524198872750923,-1.6882459127318172,-0.42524198872750923,-1.5859319560776974,-0.42524198872750923,-0.6139493678635602,-0.42524198872750923,0.30687624202351726,0.14810146737239657,1.6070215256476308
15,-1.381304042769458,0.7692235448139612,-0.3070074979012011,-0.42524198872750923,-1.5347749777506374,-0.42524198872750923,-1.1766761294612187,-0.42524198872750923,-1.6882459127318172,-0.42524198872750923,-1.5859319560776974,-0.42524198872750923,-0.6139493678635602,-0.42524198872750923,1.59275137257949
16,-1.074362172807099,-0.2819061247025328,-1.381304042769458,0.7692235448139612,-0.3070074979012011,-0.42524198872750923,-1.5347749777506374,-0.42524198872750923,-1.1766761294612187,-0.42524198872750923,-1.6882459127318172,-0.42524198872750923,-1.5859319560776974,-0.42524198872750923,1.4456590255694246
17,-0.7674203028447397,1.5575707969513317,-1.074362172807099,-0.2819061247025328,-1.381304042769458,0.7692235448139612,-0.3070074979012011,-0.42524198872750923,-1.5347749777506374,-0.42524198872750923,-1.1766761294612187,-0.42524198872750923,-1.6882459127318172,-0.42524198872750923,0.5899986935220649
18,1.9438995484894326,2.6564790878094846,-0.7674203028447397,1.5575707969513317,-1.074362172807099,-0.2819061247025328,-1.381304042769458,0.7692235448139612,-0.3070074979012011,-0.42524198872750923,-1.5347749777506374,-0.42524198872750923,-1.1766761294612187,-0.42524198872750923,0.40887751996489424
19,0.6649750903129363,-0.42524198872750923,1.9438995484894326,2.6564790878094846,-0.7674203028447397,1.5575707969513317,-1.074362172807099,-0.2819061247025328,-1.381304042769458,0.7692235448139612,-0.3070074979012011,-0.42524198872750923,-1.5347749777506374,-0.42524198872750923,0.386923438321601
20,1.2788588302376542,-0.18634888201921512,0.6649750903129363,-0.42524198872750923,1.9438995484894326,2.6564790878094846,-0.7674203028447397,1.5575707969513317,-1.074362172807099,-0.2819061247025328,-1.381304042769458,0.7692235448139612,-0.3070074979012011,-0.42524198872750923,0.6887920609168849
21,1.1253878952564746,-0.3774633673858504,1.2788588302376542,-0.18634888201921512,0.6649750903129363,-0.42524198872750923,1.9438995484894326,2.6564790878094846,-0.7674203028447397,1.5575707969513317,-1.074362172807099,-0.2819061247025328,-1.381304042769458,0.7692235448139612,0.8754017548848786
22,-0.6651063461906201,-0.42524198872750923,1.1253878952564746,-0.3774633673858504,1.2788588302376542,-0.18634888201921512,0.6649750903129363,-0.42524198872750923,1.9438995484894326,2.6564790878094846,-0.7674203028447397,1.5575707969513317,-1.074362172807099,-0.2819061247025328,0.9796836426905221
23,0.05109135038821799,-0.42524198872750923,-0.6651063461906201,-0.42524198872750923,1.1253878952564746,-0.3774633673858504,1.2788588302376542,-0.18634888201921512,0.6649750903129363,-0.42524198872750923,1.9438995484894326,2.6564790878094846,-0.7674203028447397,1.5575707969513317,1.199224459123456
24,-0.4093214545553209,-0.42524198872750923,0.05109135038821799,-0.42524198872750923,-0.6651063461906201,-0.42524198872750923,1.1253878952564746,-0.3774633673858504,1.2788588302376542,-0.18634888201921512,0.6649750903129363,-0.42524198872750923,1.9438995484894326,2.6564790878094846,1.4297423163780367
