,Min_temp,Max_temp,Mean_temp,Min_temp1,Max_temp1,Mean_temp1,Min_temp2,Max_temp2,Mean_temp2,Target: Mean_temp
0,0.7687780283582053,0.807755900939608,0.7985624691333518,0.6493856718790318,0.807755900939608,0.7436772650251184,0.6493856718790318,0.907348563122994,0.7985624691333518,0.6887920609168849
1,0.29120860244151137,1.0069412253063799,0.6887920609168849,0.7687780283582053,0.807755900939608,0.7985624691333518,0.6493856718790318,0.807755900939608,0.7436772650251184,1.1278736937827527
2,0.8881703848373789,1.3057192118565375,1.1278736937827527,0.29120860244151137,1.0069412253063799,0.6887920609168849,0.7687780283582053,0.807755900939608,0.7985624691333518,1.1278736937827527
3,0.8881703848373789,1.3057192118565375,1.1278736937827527,0.8881703848373789,1.3057192118565375,1.1278736937827527,0.29120860244151137,1.0069412253063799,0.6887920609168849,1.0181032855662857
4,0.8881703848373789,1.1065338874897657,1.0181032855662857,0.8881703848373789,1.3057192118565375,1.1278736937827527,0.8881703848373789,1.3057192118565375,1.1278736937827527,1.182758897890986
5,0.7687780283582053,1.5049045362233093,1.182758897890986,0.8881703848373789,1.1065338874897657,1.0181032855662857,0.8881703848373789,1.3057192118565375,1.1278736937827527,1.182758897890986
6,1.0075627413165522,1.3057192118565375,1.182758897890986,0.7687780283582053,1.5049045362233093,1.182758897890986,0.8881703848373789,1.1065338874897657,1.0181032855662857,1.6218405307568537
7,1.2463474542748993,1.903275184956853,1.6218405307568537,1.0075627413165522,1.3057192118565375,1.182758897890986,0.7687780283582053,1.5049045362233093,1.182758897890986,1.4923114490614229
8,1.504234944269914,1.4531163518879489,1.4923114490614229,1.2463474542748993,1.903275184956853,1.6218405307568537,1.0075627413165522,1.3057192118565375,1.182758897890986,1.3852853010503674
9,1.1926208938592713,1.5188475089289835,1.3852853010503674,1.504234944269914,1.4531163518879489,1.4923114490614229,1.2463474542748993,1.903275184956853,1.6218405307568537,0.8578384895702439
10,0.923988091781131,0.7858455152592632,0.8578384895702439,1.1926208938592713,1.5188475089289835,1.3852853010503674,1.504234944269914,1.4531163518879489,1.4923114490614229,0.6942805813277084
11,0.576556334426736,0.7788740289064262,0.6942805813277084,0.923988091781131,0.7858455152592632,0.8578384895702439,1.1926208938592713,1.5188475089289835,1.3852853010503674,0.7447749691072829
12,0.6720702196100747,0.7908251483684322,0.7447749691072829,0.576556334426736,0.7788740289064262,0.6942805813277084,0.923988091781131,0.7858455152592632,0.8578384895702439,0.7321513721623893
13,0.5729745637323608,0.8505807456784639,0.7321513721623893,0.6720702196100747,0.7908251483684322,0.7447749691072829,0.576556334426736,0.7788740289064262,0.6942805813277084,1.0521321121133906
14,0.8404134422457096,1.2081184029168193,1.0521321121133906,0.5729745637323608,0.8505807456784639,0.7321513721623893,0.6720702196100747,0.7908251483684322,0.7447749691072829,1.332046653065381
15,1.1938148174240628,1.4212466999892652,1.332046653065381,0.8404134422457096,1.2081184029168193,1.0521321121133906,0.5729745637323608,0.8505807456784639,0.7321513721623893,1.3358886173529574
16,0.9777146521967589,1.6084809048940307,1.3358886173529574,1.1938148174240628,1.4212466999892652,1.332046653065381,0.8404134422457096,1.2081184029168193,1.0521321121133906,1.4835298164041055
17,1.0839738494632234,1.7877476968241257,1.4835298164041055,0.9777146521967589,1.6084809048940307,1.3358886173529574,1.1938148174240628,1.4212466999892652,1.332046653065381,1.633915275660665
