,Min_temp,Max_temp,Mean_temp,Min_temp1,Max_temp1,Mean_temp1,Target: Mean_temp
61,0.7448995570623708,1.4053118740399235,1.1168966529611057,0.38672248762485023,1.1563302185814588,0.8150280303658217,0.6448838976302983
62,0.7687780283582053,0.5288964468261274,0.6448838976302983,0.7448995570623708,1.4053118740399235,1.1168966529611057,0.485716805716421
63,0.6613249075269492,0.3297111224593555,0.485716805716421,0.7687780283582053,0.5288964468261274,0.6448838976302983,0.2497104280510173
64,0.3031478380894287,0.20024066162095377,0.2497104280510173,0.6613249075269492,0.3297111224593555,0.485716805716421,0.26068746887266414
65,0.0046669468914949525,0.469140849516096,0.26068746887266414,0.3031478380894287,0.20024066162095377,0.2497104280510173,0.3375267546241909
66,0.10018083207483383,0.5288964468261274,0.3375267546241909,0.0046669468914949525,0.469140849516096,0.26068746887266414,0.3100841525700742
67,0.3628440163290154,0.25999625893098544,0.3100841525700742,0.10018083207483383,0.5288964468261274,0.3375267546241909,0.20031374435360708
68,-0.10278617393976124,0.44922231707941856,0.20031374435360708,0.3628440163290154,0.25999625893098544,0.3100841525700742,0.5131594077705377
69,0.20763395290609002,0.757959569847915,0.5131594077705377,-0.10278617393976124,0.44922231707941856,0.20031374435360708,0.7327002242034716
70,0.5061148441040237,0.907348563122994,0.7327002242034716,0.20763395290609002,0.757959569847915,0.5131594077705377,1.0016377243338157
71,1.0791981552040566,0.9173078293413326,1.0016377243338157,0.5061148441040237,0.907348563122994,0.7327002242034716,0.4363201220190114
72,0.5658110223436105,0.31975185624101715,0.4363201220190114,1.0791981552040566,0.9173078293413326,1.0016377243338157,0.44729716284065785
73,0.3628440163290154,0.5089779143894503,0.44729716284065785,0.5658110223436105,0.31975185624101715,0.4363201220190114,0.485716805716421
74,0.3628440163290154,0.5786927779178204,0.485716805716421,0.3628440163290154,0.5089779143894503,0.44729716284065785,0.16738262188866712
75,0.31508707373734596,0.04089240212753651,0.16738262188866712,0.3628440163290154,0.5786927779178204,0.485716805716421,0.3100841525700742
76,0.4106009589206849,0.22015919405763124,0.3100841525700742,0.31508707373734596,0.04089240212753651,0.16738262188866712,-0.024715592490149967
77,-0.01921152440433966,-0.02882246140083356,-0.024715592490149967,0.4106009589206849,0.22015919405763124,0.3100841525700742,0.06310073408302364
78,0.08824159642691652,0.04089240212753651,0.06310073408302364,-0.01921152440433966,-0.02882246140083356,-0.024715592490149967,-0.019227072079326543
79,0.20763395290609002,-0.2080892533309283,-0.019227072079326543,0.08824159642691652,0.04089240212753651,0.06310073408302364,0.12896297901290374
80,0.3509047806810981,-0.058700260055849406,0.12896297901290374,0.20763395290609002,-0.2080892533309283,-0.019227072079326543,-0.024715592490149967
81,0.31508707373734596,-0.3076819155143142,-0.024715592490149967,0.3509047806810981,-0.058700260055849406,0.12896297901290374,0.057612213672200215
82,0.11212006772275114,0.011014603472520663,0.057612213672200215,0.31508707373734596,-0.3076819155143142,-0.024715592490149967,-0.16741712317155702
83,0.10018083207483383,-0.387356045261023,-0.16741712317155702,0.11212006772275114,0.011014603472520663,0.057612213672200215,-0.03020411290097339
84,-0.04308999570017449,-0.01886319518249518,-0.03020411290097339,0.10018083207483383,-0.387356045261023,-0.16741712317155702,0.0740777749046701
85,0.1598770103144206,0.0010553372541819296,0.0740777749046701,-0.04308999570017449,-0.01886319518249518,-0.03020411290097339,0.12347445860208033
86,-0.2102392947710173,0.3994259859877256,0.12347445860208033,0.1598770103144206,0.0010553372541819296,0.0740777749046701,0.12896297901290354
87,0.3031478380894287,-0.01886319518249518,0.12896297901290354,-0.2102392947710173,0.3994259859877256,0.12347445860208033,-0.10155487824167674
88,-0.1863608234751826,-0.02882246140083356,-0.10155487824167674,0.3031478380894287,-0.01886319518249518,0.12896297901290354,-0.22779084769061372
89,-0.4848417146731163,-0.00890392896415645,-0.22779084769061372,-0.1863608234751826,-0.02882246140083356,-0.10155487824167674,-0.2881645722096706
90,-0.6281125424481245,0.0010553372541819296,-0.2881645722096706,-0.4848417146731163,-0.00890392896415645,-0.22779084769061372,-0.3046301334421407
91,-0.5803555998564551,-0.06865952627418814,-0.3046301334421407,-0.6281125424481245,0.0010553372541819296,-0.2881645722096706,-0.34853829672872727
92,-0.7713833702231327,0.011014603472520663,-0.34853829672872727,-0.5803555998564551,-0.06865952627418814,-0.3046301334421407,-0.32658421508543395
93,-0.5564771285606204,-0.12841512358421966,-0.32658421508543395,-0.7713833702231327,0.011014603472520663,-0.34853829672872727,-0.01373855166850312
94,0.0643631251310817,-0.07861879249252653,-0.01373855166850312,-0.5564771285606204,-0.12841512358421966,-0.32658421508543395,0.20031374435360727
95,0.11212006772275114,0.2699555251493242,0.20031374435360727,0.0643631251310817,-0.07861879249252653,-0.01373855166850312,-0.05764671495509012
96,0.11212006772275114,-0.19812998711258972,-0.05764671495509012,0.11212006772275114,0.2699555251493242,0.20031374435360727,-0.1838826844040269
97,-0.15054311653143046,-0.2080892533309283,-0.1838826844040269,0.11212006772275114,-0.19812998711258972,-0.05764671495509012,-0.2662104905663771
98,-0.3296316512501908,-0.2080892533309283,-0.2662104905663771,-0.15054311653143046,-0.2080892533309283,-0.1838826844040269,-0.2058367660473204
99,-0.05502923134809179,-0.32760044795099147,-0.2058367660473204,-0.3296316512501908,-0.2080892533309283,-0.2662104905663771,-0.12350895988497022
100,-0.16248235217934798,-0.08857805871086526,-0.12350895988497022,-0.05502923134809179,-0.32760044795099147,-0.2058367660473204,0.10700889736961025
101,0.12405930337066844,0.09068873321922946,0.10700889736961025,-0.16248235217934798,-0.08857805871086526,-0.12350895988497022,0.11249741778043368
102,-0.16248235217934798,0.3396703886776943,0.11249741778043368,0.12405930337066844,0.09068873321922946,0.10700889736961025,0.11798593819125709
103,0.17181624596233788,0.07077020078255235,0.11798593819125709,-0.16248235217934798,0.3396703886776943,0.11249741778043368,0.052123693261376794
104,-0.0669684669960091,0.15044433052926082,0.052123693261376794,0.17181624596233788,0.07077020078255235,0.11798593819125709,0.16738262188866712
105,-0.0669684669960091,0.35958892111437135,0.16738262188866712,-0.0669684669960091,0.15044433052926082,0.052123693261376794,0.23324486681854723
106,0.01660618253941226,0.4093852522060643,0.23324486681854723,-0.0669684669960091,0.35958892111437135,0.16738262188866712,0.2497104280510173
